src_word	trg_word	src_ctx
chat	charla	It is further concerned about allegations that Internet chat rooms, set up independently by teenagers, have been arbitrarily closed down by the authorities.
chat	plática	In order to take advantage of this real-time chat feature, you will have to obtain or download an IRC client software package .
chief	primero	Any individual or organization wishing to provide a link to the WAGGGS’ website must first write to the Head of Communications, who will make a decision in consultation with the Chief Executive, World Bureau.
chief	principal	These plans have been criticized by the former Chief Minister, who fears that the ongoing liberalization of the telecommunications sector in Anguilla could have negative effects on the economy and the society in general, such as loss of jobs.10
choice	escogido	The next step you need to perform is to install the stage tarball of your choice onto your system. You have the option of downloading the required tarball from the Internet or, if you are booted from one of the Gentoo Universal LiveCDs, copy it over from the CD itself.
choice	opción	This choice does not contradict the equally important requirement of openness to other cultures, respect for differences, dialogue and exchanges with other peoples, and the prohibition of all forms of cultural intolerance and chauvinism.
choice	selección	Furthermore, the choice of premises for the court offices and for the trial venue was finalized.
choice	surtido	Our range of fittings covers the most comprehensive choice of goods in our product portfolio.
claim	demandar	This case, which was between a seller of machines manufactured by a third company, both domiciled in Cuba, and a French buyer, concerned a claim for payment and damages.
claim	exposición	4.1 By submission of 23 March 2004, the State party argues that the claim under article 14 of the Covenant is inadmissible because the author has not raised this issue in the domestic proceedings and thus failed to exhaust domestic remedies in this respect.
