src	trg	src_ctx
I'm sad to say, your honor, that the husband, elisha amsalem, has refused to come to court and to cooperate.	Siento decir, señoría, que el marido, elisha amsalem se ha negado a comparecer y cooperar.	We don't even know his position on my client's request for a divorce. - she filed three years ago and hasn't lived at home since. - for three years her husband has kept silent except once, when he visited her after her brother's death.
The agent who has initiated and orchestrated this crime is major chester campbell of the british secret intelligence service.	El agente que inició y preparó este crimen es el mayor chester campbell del servicio secreto de inteligencia británico.	He chose me for this dirty business as an act of vengeance, prompted by hatred of long standing. - in the event of my death, it is imperative he be brought to justice. - if you are reading this, then i am dead already.
Jessie's got [pr] a girl and i want to make [pr] mine	*jessie's got himself a girl and i want to make her mine*	And she's watching him with those eyes - and she's loving him with that body i just know it and he's holding her in his arms late late at night - you know...
So, we're up there, stevie's knocking back a bottle of whisky on stage and halfway through the set [pr] just starts gobbing off at him.	Bueno, estábamos allí arriba, stevie bebía de una botella de whisky en el escenario y en el descanso en el plató empezó a meterse con él.	I mean properly, telling him he's no sell-out. - well, we tried to smooth it over after the gig, but it was too late. - he'd blown it for all of us.
Riley, i am gonna rest my thumbs on your lower molars. and curve my other fingers around the outside of your jawbone.	Riley, voy a apoyar mis pulgares en tus molares inferiores, y curvar mis otros dedos alrededor de la parte externa de tu mandíbula.	Now i'm gonna push down... and backward back into the mandibular fossa. - hey, dr. van dyke, be careful not to... cover his ears, quickly. - ohh, son of a bitch!
When i said i wasn't thinking about riley, [pr] was still on my mind.	Cuando dije que no pensaba en riley, ella seguía en mi mente.	She's always with me. - well, then i hope she likes bar mitzvahs and birthday parties. because if you don't start putting your career first, that's all you're gonna have to share with her. - think about it.
Yeah, well, that's not what [pr] told blair.	Sí, bueno, eso no es lo que le dijo a blair.	Do some research, junior. - i'm in the mood to be right. - i can't believe that i get a job workg for my literary idol, and he--and he cans me, you know?
- remy, you stop shooting off your mouth.	- remy, deja de vociferar.	This boy's coming back here tonight... - - and he's bringing his father. - i don't... - and you're gonna be nice to them.
It's not like you have to sleep with her, but this is a good way to find out what [pr] knows about robbie.	No es que tengas que dormir con ella, pero es un buen modo de descubrir qué sabe ella de robbie.	- what if it's a trap? - seriously? - what kind of trap? - okay, let's say she saw robbie spying on her. she's upset.
Kris, why did you buy me a gift?	- kris, ¿por qué me compraste un regalo?	I didn't. - my mother felt bad about how she judged you, and she makes jewelry for a living, so... - home.
Blair, i'm sorry to call you after hours, but ms. carr told me how upset you were about your grade.	Blair, lamento llamarte en un horario extracurricular pero la srta. carr me dijo que estabas muy enfadada por tu nota.	She did? - i confirmed with her that so long as the rest of your grades were up to your usual high standard, - that you would still end the course with an "a." it was sweet of ms. carr to be so concerned.
I'm not talking about jessie lessening [pr] involvement in the crimes.	No digo si jessie quiso minimizar su papel en los crímenes.	I'm saying is it common for the police to simply ignore all those big, obvious problems with his story and assume that everything else he's telling you has got to be correct? - jessie simply got confused. - that's all.
Everyone finally found out about dan and blair.	Todos al final descubrieron lo de dan y blair.	But it isn't true. - they're just putting on an act to protect me. - maybe that's what she told you, but they've been secretly seeing each other for months.
And jessie's a-lying there, white as milk... biting [pr] lips against the pain, trying to put on a smile... and comfort me. comfort me, mind you.	Y jessie tirada ahí, blanca como la leche... mordiéndose los labios del dolor, tratando de sonreír... para consolarme. ¡consolarme!	She wasn't killed... 'cause i'm a jonah. - i guess you don't know what i mean, sarge. - guess nobody else does.
[pr] saw in krishna's mouth the whole entire universe.	Vio el universo en la boca de krishna.	Pl: the gods were my superheroes growing up. - hanuman, the monkey god... lifting an entire mountain to save his friend lakshman. - ganesh, the elephant-headed... risking his life to defend the honor of his mother, parvati.
No. so, what's going on with you and jessie?	No. ¿qué pasa entre tú y jessie?	I don't know. he keeps texting me. - but i told him i don't want to talk till i get back. - no boys, no distractions until we win that trophy.
Oh, i bet that tattoo might have made salem happy, but i can also think of somebody that it would have pissed off.	Apuesto que ese tatuaje podría haber hecho muy feliz a salem, pero también puedo pensar en alguien que se hubiera enojado.	Mustafa haddad was with the imam, just like he said. - figured as much. - moving on. vic's yearbook?
With a fistful of colours lord krishna sneaks up on [pr] lover	Con un puñado de colores, krishna sorprendió a su amada	But radha is quick as she is naughty and gives it back as good as she gets - as the lovers unite and the colours mix radha and krishna become one - which is radha, which is krishna who can tell them apart?
Pam says [pr] knows stevie branch had it until [pr] died.	Según pam, stevie branch la llevó hasta que murió.	Terry hobbs says.... - i was his dad, i was acting as a responsible parent. - not letting a 6-, 7-, 8-year-old little boy carry a pocket knife.
Riley said [pr] and john took a trip to mexico.	Riley dijo que ella y john hicieron un viaje a méjico.	Now,i don't have to tell you that transporting a minor across the border without her parents' permission is a federal offense. - i didn't know. - obviously, i will talk to my son.
At the time of [pr] disappearance, they were together in the upstate house in south salem.	En el momento de su desaparición estaban juntos en su casa de south salem, al norte del estado.	And there is no evidence, credible evidence, that she ever left south salem. - i don't know how he killed her, but i don't think she ever got on a train, that's for sure. - did you have anything to do with the death of your wife?
[pr] kept...  [pr] had an alibi for the cara landry murder.	Tenía coartada para el asesinato de cara landry.	Did he say where he was going? - no. he said he wanted me to prove that he was innocent. - he said he saw his kid last night.
And what would [pr] say, parris?	¿y ella qué decía, parris?	She'd say, no one could tell me what is right and what is wrong, except myself. - she must have been a very wise old lady. - but there isn't a right without a wrong, a terrible wrong.
Even, every time i called jaime, jaime, jaime.	Incluso, todo el tiempo me llama jaime, jaime, jaime.	Jimmy! - but tell him to come, to come at once! - do not... may i let explain, please?
When he'd heard what you'd done, [pr] killed vanessa campbell.	Cuando se enteró de lo que hiciste, mató a vanessa campbell.	He went back to an old victim, just like you, but then placed a piece of neoprene down her throat. - does that sound like an accident? - he's setting you up.
We can look at jessie's confession and we could say:	Revisar la confesión de jessie y decir:	"wait a second, what did he really say... - from the start, after jessie misskelley made his statement to police it was recorded, transcribed. - and then it was immediately leaked to the commercial appeal.
What, the same blair who put [pr] in a fashion show half-naked?	¿la misma blair que la metió en un desfile medio desnuda?	No, sage did that, too. - you cannot let her sabotage our relationship. - excuse me if i don't take parenting advice from a woman who recorded herself having sex with her ex to get revenge on her best friend.
They contribute their characters to other communities because they're stifled in peyton place.	Se van a vivir a otras comunidades porque se ahogan en peyton place.	We're not interested... - dr. swain has come forth at considerable risk to himself and i intend to hear him without any interruption. - i will rule on your objection when he's finished.
Campbell mentioned another guy, somebody [pr] met at a bar last night.	Campbell mencionó a otro tipo. estuvo anoche con él en un bar.	Said this guy was the one that clipped gates. - we traced campbell's cell phone back to his car. - okay, good.
Can't tell from these paparazzi pictures if the photographers were even close enough to run chuck and blair's car into the wall.	No se puede averiguar con estas imágenes de los paparazzi si los fotógrafos estaban tan siquiera suficientemente cerca para hacer chocar a chuck y blair contra el muro.	Well, what did the police say? - the front of the car was so damaged, they couldn't inspect it. - the driver passed a breathalyzer, but i'd like to talk to him myself, so... why don't we invite him to the party?
Did you think mother was gonna let them hurt my robbie?	¿creías que mamá iba a permitir que le hiciesen daño a mi robbie?	Carrying a petition for clemency, - elizabeth stroud doggedly haunted the offices of washington officials, in an effort to gain an audience with the president of the united states. - finally, she managed to see senator ham lewis.
[pr] was one of the men i worked with on emerson's crew.	Fue uno de los hombres con los que trabajé junto a emerson.	He had a direct line of communication with the juma regime in sangala. - it wasn't easy getting the information out of him, but i'm convinced it's accurate. - then you should hand it over to fbi.
Stevie marber, was [pr] another person you didn't mean to kill?	Stevie marber, otra persona a la que no quería matar?	He found out about your experiments? - stevie? - no, no.
- blair was covering a government aide... a witness who could've put the bastard away forever.	- blair vigilaba a un testigo que podría haber acabado con ese cabrón para siempre.	No. - no, he had somebody do it. - there's nothing that a small-town sheriff can do that you can't.
So what happened next, stevie, after [pr] pulled off the mask?	¿y qué pasó después, stevie cuando se quitó la máscara?	He peed on him. - i see. - thank you, stevie.
I told blair i loved her, and [pr] didn't say it back.	Le dije a blair que la quería, y ella no me lo dijo.	Oh, dan, you know how many times she's been burned by that word. - first, chuck took a year to say it, and then louis said it too soon. - i know how much she cares about you.
[pr] name's riley.	Su nombre es riley.	One of the motor macks. - he lives up to the nickname he's already earned, doping off up there.
La perichole had removed with herchild, don jaime, to a farmhouse in a valley between there and cluxambuqua.	La perichole se habia trasladado con su hijo, don jaime, a una granja en un valle situado entre ese lugar y cluxambuqua.	And thitherthe marquesa was carried, high up into the andean hills on her pilgrimage... reciting all the glorious and sorrowful mysteries of her rosary along the route... - pepita, devoutly devoted to her prayerful purpose, followed behind on foot. - "dear...
Well, we're still looking for, uh, the main witness against riley...	Todavía estamos buscando al principal testigo en contra de riley...	Brad carter. - he, um... (clicking continues) he moved. no change of address. - otherwise, the d.a.,
Seriously, how many times can blair text that [pr] knows she's being paranoid but [pr] just wants to make sure that serena isn't going after anne archibald's foundation?	En serio, cuantas veces puede blair mensajearme esto? sabe que está siendo paranoica, pero solo quieres estar segura. que serena no va a por la fundación anne archibald?	Well, we should write back and thank her for giving us exactly the information we needed. - oh, this is perfect. - dan and nate both invited her out tonight.
So give it a rest, all right? reilly's dead for one very simple reason.	94 horas antes reilly murió por una razón muy sencilla.	He couldn't control his fear. - gave the toaster a free shot up his ass. - scar spooked him.
Well, mr. finley sr. is a very handsome man.	Bueno, el señor finley es un hombre muy guapo.	Have you met him? - no, no, no, he just sounds like he's handsome. - i called hr...
[jake] dr. riley doesn't mind if i smoke.	- al dr. riley no le molesta.	Dr. riley doesn't know the rules. - i can't stand his looking at me. - i can't.
So whatever blair is doing with or without chuck, you have to trust her.	Entonces, cualquier cosa que blair este haciendo con o sin chuck, debes confiar en ella.	If you storm in there and confront her, she'll know for sure you don't. - let blair have her evening, and wait for her to tell you about it. - i'm sure she will if you give her a chance.
Before we conclude, i'd like everyone to say hello to a new friend. christine campbell.	Antes de concluir quiero que todos saluden a nuestra nueva amiga christine campbell.	Everyone please make her feel welcome. - oh, oh, thank you. - hi.
[pr] took over sutton oil in a rigged proxy fight.	- zorin. adquirió "sutton oil" en una votación por poder amañada.	I fought him in the courts. - it's taken all i had. - all the cash, the furniture, everything.
"...that my brother robert left no trueborn heirs, the boy joffrey, the boy tommen, and the girl myrcella being born of incest between cersei lannister and [pr] brother jaime lannister.	"... que mi hermano roberto no dejó herederos legítimos, el niño joffrey, el niño tommen, y la niña myrcella fueron nacidos del incesto entre cersei lannister y su hermano jaime lannister.	- by right of birth--" - - jaime lannister, the kingslayer. - call him what he is.
Is it okay that peyton went after lucas, not once but twice, while we were dating?	¿está bien que a peyton le gustara lucas, no una si no dos veces, mientras salíamos?	No. - is it okay that she chased chase off by screaming at me in front of everyone? - "chased chase."
- stevie never hurt nobody. i hurt people.	Stevie nunca hizo daño a nadie.	Frankie hurts people. - stevie borrowed money, that's all. - who'd kill him over fuckin' money? !
The funny thing is it was written to a woman named kris	Pero lo gracioso de esto es que fué escrito para una mujer llamada kris.	Maybe, you were named after her - i have brought her to you, my prince - your sacrifice as it was written
If peyton's traveling, i don't think it's for the store.	Si peyton se fue de viaje, no fue por la tienda.	I have to approve it... and we're stingy on travel. - are you saying she lied to me? - i'm saying i don't know where she isi
I'm so glad, there was never a moment's doubt that colonel campbell would look after [pr] as [pr] own daughter.	Me alegro tanto de no haber dudado un solo instante de que el coronel campbell cuidaría de ella como si fuera su propia hija.	Going away was the best thing that happened to her. - wasn't it, mother? - and then jane says that she and miss campbell... emma sighs ..have begun learning the pianoforte.
And landry clarke puts an incredible block, and the panthers have it at the 40, the 30...	Y landry clark hace un bloqueo increíble! y los panthers la tienen en las 40! las 30!	He could go all the way! - touchdown, panthers! - we started right, gentlemen!
Mcmurtry was trying to get dolan to turn state's evidence against the o'reilly family in exchange for immunity.	Mcmurtry estaba intentando conseguir que dolan intercambiase pruebas contra la familia o'reilly a cambio de inmunidad.	We just brought dolan in to discuss terms. - so you have him in protective custody. - he was.
Let's go, finley, or i put one through both of you.	Vamos, finley, o les disparo a ambos.	This man needs to be moved. - this man needs to answer some questions, and then he can go. - - where's hawkins?
Just prior to dracula, [pr] appeared in the screen adaptation of sutton vane's drama outward bound, about a ship whose passengers don't yet realise they're dead and sailing toward judgment.	Apareció en la adaptación para la pantalla de outward bound, obra de sutton vane, sobre un barco cuyos pasajeros no saben que están muertos y navegan hacia el juicio.	Chandler seemed to have a promising career ahead, but she also had her own private vampire - alcohol - - which would very soon begin to destroy her, personally and professionally. - an alternate take of this shot with lugosi, along with many others, can be seen in the spanish versin, where they were used as a cost-cutting measure.
Do you remember the time you and stevie painted richie purple?	¿te acuerdas de cuando stevie y tú pintasteis a richie de morado?	Oh, damn it! - you didn't ask his advice. - you joined internal affairs.
Yeah, i just got off the phone with cultwatch, and they're gonna hook us up with someone else who escaped campbell's compound.	Si, acabo de colgar el teléfono con cultwatch, y nos van a enganchar con alguien más que escapó del complejo habitacional de campbell.	I was a kid, drifting. - campbell promised me meaning, a spiritual focus. - but in return, he took away everything.
Even if i did have feelings for riley, it doesn't matter.	Incluso si sintiera algo por riley, no importa.	She -- she's dating someone. - come on. - no, it's true.
And i think we can all agree that mr. reilly needs parental guidance, and danny's action, dare i say heroism, prove that [pr] is qualified.	Y creo que todos estaremos de acuerdo en que el sr. reilly necesita la guía de un padre, y la acción de danny, me atrevería a decir heroica, prueba que está cualificado.	I don't even get birthday cards from my kids. mm. - you're a very lucky man, sir. - if mr. dubois would agree to an expedited guardian evaluation, i'll allow him to adopt mr. falcon.
Have you ever visited the home of colonel carey?	¿alguna vez ha visitado la casa del coronel carey?	He's a family friend. - what's this about? - were you in his house two months ago?
So if i suddenly start talking like kerry katona, you'ii know why.	Así que si de pronto empiezo a hablar como kerry katona sabréis el porqué	"i'm not drunk. i'm not drunk." - mother of the year, one year. - when the doctor gave me the painkillers - this is true - he said, "now, you can't drink alcohol with these,"
In the meantime, israel has stepped up its demands for campbell... encouraged by the idea that [pr] may not be a citizen of the u. s... that [pr] may, in fact, be a citizen of nowhere at all.	Entre tanto, israel ha intensificado sus demandas de campbell ... alentado por la idea de que no puede ser un ciudadano de la u. s. .. que puede, de hecho, ser ciudadano de la nada en absoluto.	We must never forget that a propagandist of campbell's sort... "israeli vice-consul" - is every bit as much of a mass murderer as eichmann, himmler and even hitler. - how many millions of people lost their lives... because of the lies he spread during the war?
Now, let's look at our query for tori and robbie.	Ahora, la pregunta para tori y robbie.	Tori, robbie has a pimple on his back that he can't reach. - that has happened to me. - not really my boyfriend!
All right, milan is our cover, but, of course, she's going to be everyone's cover, so what i wanna know is how she's gonna get out of going to jail.	Bueno, milan será nuestra portada pero claro, también lo será de todo el mundo así que quiero saber cómo es que conseguirá no ir a la cárcel.	Yeah, isn't she going to jail right now on live tv? - ... night court judge has rescinded her parole, mandating her to serve out the remainder of her sentence here at the county jail. - milan carlton is a spoiled little billionaire who's gotten away with everything her whole life.
With a fistful of colours lord krishna sneaks up on [pr] lover	Con un puñado de colores, krishna sorprendió a su amada	But radha is quick as she is naughty and gives it back as good as she gets - with a fistful of colours lord krishna sneaks up on his lover - but radha is quick as she is naughty and gives it back as good as she gets
Malcolm campbell did it here, with a bluebird.	Malcolm campbell estuvo aquí con el bluebird.	First guy to go over 300 mile an hour... and then later his son, donald campbell was here with proteus. - he crashed at 350 mile an hour and lived to tell the tale. - john cobb was here.
Blair, you knew how important that job was to me, and... and i was on the verge of getting another one.	Blair, sabías lo importante que era ese trabajo para mí, y estuve a punto de conseguir otro más.	Summer job on a film set versus exposing all my secrets. - no, i'm not sorry. - "i'll never love chuck again after what he did tonight.
Rebecca and sutton met at the motel where they formed some kind of a partnership. like an alliance. and then for whatever reason,	Rebecca y sutton se encontraron en el motel donde formaron una especie asociación, como una alianza, y después por alguna razón	Rebecca was protecting the secret that she was your birth mother. - that's why derek was killed... rebecca murdered him to make sure that the truth stayed hidden. - but why?
The restoration of some relation between england and rome, the inclusion of the lady mary in the line of succession, and support for the emperor in [pr] war with france over milan.	La restauración de la relación entre inglaterra y roma, la inclusión de lady maría en la línea de sucesión, y el apoyo al emperador en su guerra contra francia por milan.	As far as the lady mary is concerned, it may be that god has not thought to send your majesty a male issue because he believes that - england should have a female succession. - -what are you alleging,excellency?
Even kiran has been taken in by [pr] sweet talk.	Y kiran se ha dejado llevar por sus dulces palabras.	She has forgotten where she belongs. - kiran is very innocent. - she doesn't listen to me. she doesn't understand.
It's a recording of mindy and landry's phone call from the night of the murder.	Es una grabación de mindy y la llamada de landry de la noche del asesinato.	It really sounds like she did it, dad. - i really think professor landry is innocent. - i'm glad you do, honey, but right now i'm more concerned with finding him.
I offered to let kris visit, and [pr] parents told me...	Te ofrecí que kris te visitara, y sus padres me dijeron...	Never, never, and stop talking about kris. - it only makes me mad. - rusty, she may have saved your life.
I cheated on robbie. does [pr] know? no.	Engañe a robbie. - ¿él lo sabe?	Can i just ask you... - do you wish steve had never told you about the affair? - he didn't tell me.
All i wanted to see parris for was to tell [pr] about this letter that dr. tower wrote.	Sólo quería ver a parris... para hablarle de esta carta que escribió el dr. tower.	He left his property, everything he owned to parris. - he what? - well, it appears you weren't so lucky as you thought you were.
[pr] admits [pr] met with connor riley a few hours before [pr] got hit.	Admite que vio a connor riley unas horas antes de que le dispararan.	I understand that, but i know otto. - look, if he offed that kid, he wouldn't say a word to us. - he'd just lawyer up.
Sutton finished [pr] background check on journal boy, keith grant -- he's squeaky clean.	Sutton ha terminado la verificación de antecedentes de los documentos del chaval, keith grant... está absolutamente limpio.	He worked for the same accounting firm for 15 years. - reliable employee. - those are the ones who end up running down beale street, naked with a samurai sword.
Mr. carey thinks that you may be able to help [pr] get a stay of execution.	El sr. carey piensa que puedes ayudarle a conseguir un aplazamiento de la ejecución.	He wants to ask you some questions. - it's your legal right not to answer. - of course, if you know the answers... it's entirely up to you.
Howard w. campbell has, once again, escaped without a trace.	Howard w. campbell ha escapado una vez más, sin dejar rastro.	This is campbell's last known residence. - the modest apartment in greenwich village has been vandalized... by locals angered by campbell's latest escape from justice. - the united states government has promised to make a full review... of campbell's citizenship status... and to find out why he was never brought to trial previously.
-a carburetor for santana, lieutenant! -hey, wait a bit, tião!	Carburador de santana teniente..	-let him finish here! - -disc brake... -disc brake. - -clutch plate, collar and the windshield.
Why would lloyd cut [pr] head in two, robbie?	¿por qué se partiría la cabeza, robbie?	He was going to get married come spring. - right on time, by god. - storm or no storm...
Dan said [pr] hasn't even seen blair since [pr] got back from europe.	Dan dijo que él no había visto a blair desde que ella volvió de europa.	He lied to you, just as he lied to me. - when he said blair was shopping for wedding trinkets, he was with her. - you followed them?
Meantime, you got jack, henry, robbie, and kirk...	Por ahora, tienes a henry, robbie y kirk.	Think we'll make any difference if he decides to rock 'n roll? - you think the town hall's any safer? - or anywhere else on the island?
Why is it so hard for you to believe that campbell was just in the wrong place at the wrong time?	¿por qué es tan difícil para ti creer que campbell simplemente estaba en el lugar equivocado a la hora equivocada?	Because people don't just get mugged when they're carrying 300 grand in cash -- it's too convenient. - it happens all the time -- god looks down, he says, - "hey, you, it's your turn to get mugged and killed.
When allen campbell received [pr] letter, [pr] would come.	Por la mañana, cuando allen campbell recibiera su carta, iría a verle.	He would come at once. - allen would help him. - he was the only one who could "" help him.
This is not about me taking [pr] side, harley.	No se trata de ponerme de su lado, harley.	It's the fact that you will not understand what it feels like to watch your mother thrown to the ground! - look, just because your mother abandoned you in some crack house, don't mean you gotta abuse mine! - i don't give a damn what she did.
Milan's just so extreme that it makes us feel better by comparison.	Pero milan es tan extrema, que nos hace sentir mejor por comparación.	But really, she's just the part of ourselves we loathe. - that's why we need her. - make us feel better, that's her job.
I would also like to thank kris lucas and the distributor "books exchange"	También me gustaría darles las gracias a kris lucas y "el vendedor de libros"	By allowing i use the shop. - is the best book store philadelphia. - of the people who liked my book one person realized that he could help people.
And so when the police sergeant awakened me one morning just before jessie and i left for chicago i rose and asked no questions.	Por eso, cuando el sargento de policía me despertó una mañana, justo antes de que jessie y yo partiésemos hacia chicago, me levanté y no hice preguntas.	He drove me back home, down the length of the river so that i could tell my father and mother that paul had been beaten to death by the butt of a revolver and his body dumped in an alley. - is there anything else you can tell me? - nearly all the bones in his hand were broken.
According to the logs, command lewis took it out, sol 17, plugged it into the hab to recharge.	De acuerdo con los registros, comando lewis sacó, sol 17, enchufado en la hab para recargar.	It's been moved. - she could have forgotten to log the move. - no, not likely.
Robbie and amy had a big fight and [pr] spent the night here.	Robbie y amy tuvieron una pelea fuerte y pasó la noche aquí.	Ooh, what happened? - i don't know. he won't tell me anything. - all right, i'm sure it's no big deal.
And as for remy, let's let [pr] wither on the vine a little longer.	Y en cuanto a remy, dejen que se desgaste otro rato.	In the meantime, have his better half come by the house tomorrow. - - raymond? - - no, jackie.
Julia campbell asked permission to go to the prom with [pr] girlfriend, and [pr] was denied.	Julia campbell pidió permiso para ir al baile con su novia y le fue denegado.	I am now requesting a writ of mandate, pursuant to section 1085 of the california code of civil procedure, asking that the court require the school to allow my client to attend prom with her chosen partner. - how did you say all that in one breath? - do you practice?
Actually riley, i'm not scared of my past.	En realidad riley, no tengo miedo de mi pasado.	That's not why i'm late. - can you just leave? - just hear him out.
I guess i just don't have sutton's charm.	Será que no tengo el encanto de sutton.	You liked him so much you had to go back and talk to him twice. - - once at the spring... - - all right, i lied about it.
Annie was very careful not to leave any clues as to [pr] and riley's meeting place, but... maybe there is one.	Annie fue muy cuidadosa de no dejar ninguna prueba del lugar de encuentro entre ella y riley, pero... quizás haya una.	Her laptop wallpaper is a view of the city from a photo she took. - okay. - by measuring the alignment and relative size of the key buildings in the photo, i was able to determine the geographical coordinates of the spot where it was taken, approximately 50 feet above sea level.
- i need to make [pr] think that i'm sutton.	- necesito hacerla pensar que soy sutton.	Maybe she would reveal something. - you drive me all around, keeping me from the formal. - you two and your schemes.
What did [pr] tell you about mr. sutton?	¿qué os contó sobre el sr. sutton?	She loved that teacher. - she took every science class he taught. - you've seen it?
Hold on, we do now have an official statement from the chp press op confirming that celebutante milan carlton was just stopped by the police trying to drive onto the 405 freeway using the off-ramp.	Aguarden, tenemos una declaración oficial de la patrulla de carreteras de california confirmando que la joven celebridad milan carlton fue detenida por la policía intentando dejar la autopista 405 usando el carril de subida.	It could be a problem for milan if she's been drinking... - if? - the girl drinks so much, she probably pees rubbing alcohol.
- what do you mean? well, my friend riley is catholic and [pr] says catholics pray to fathers and ghosts.	Bueno, mi amigo riley es católico y dice que los católicos le rezan a padres y a fantasmas.	Yeah, they do. - and peter is jewish and he doesn't eat cheeseburgers. - so, what are we? well, we're afraid of ghosts and we love our cheeseburgers.
And we return here on mma live, jon anik, alongside the billionaire fighting promoter, j.j. riley, the tapout crew is here, punk and skrape are in the building.	Y volvemos con mma en vivo jon anik, junto al multimillonario promotor de lucha, j.j. riley tapout, punk y skrape están en el edificio.	Now, j.j., what led to this project that is really redefining mixed martial arts here in the states? - well, mixed martial arts is a sport i've been incredibly passionate about, and as far as where the idea for sparta came from, i've always really dug the grand prix format, so i tracked these guys down. - and when j.j. came to us, he said he wanted to create the super bowl of mixed martial arts.
My friend landry, [pr] had [pr] wisdom teeth pulled today.	Mi amigo landry, le han sacado la muela del juicio hoy.	And i've told him i'd go over there and help, - - so... - - yeah, well...
Either way, it's down to us to sort out what really happened, and that means finding robbie.	De cualquier modo, nos corresponde resolver lo que realmente ocurrió, y eso implica encontrar a robbie.	I've been thinking, - edward has a pixel-perfect record of his father's death. - he says he doesn't remember what happened.
( cash register jingles ) robbie almost got away, but had to pause to take a selfie.	Robbie casi escapa, pero se detuvo para tomar una selfie.	What about you? - i was in a fight with mabel when it happened. - uncle ford asked me to be his apprentice after the summer was over.
Or maybe riley had a change of heart, came back, and shot webb himself.	O quizás riley cambió de idea, volvió y disparó a webb.	If he's so innocent, what's he doing there in the first place? - according to him, both witnesses lied on the stand, and he got webb to admit that emmett harrington paid him for his testimony. - yeah, but you yourself said riley's d.n.a. and fingerprints were on caroline's body.
Lennie cobb, taken from open prison, murdered, extensive damage to head and chest, dumped in the thames.	Lennie cobb, sacado de la cárcel, asesinado, con heridas graves en la cabeza y el pecho, y arrojado al támesis.	Frank 'the mad axeman' mitchell escaped from prison, shot in the head and chest, bullets dug out of the body, dumped in the sea off newhaven, 1966. - sol cross, the barman, who had a stiletto blade put through his hand on a snooker table.
For heaven's sake, robbie ray, i wasn't gonna hit him.	Por el amor de dios, robbie ray, no lo iba a golpear.	I just wanted to give him a little tennessee talking to. - yeah, last time you gave someone a little tennessee talking to, the air marshal made him land the plane. - ask for an extra bag of peanuts and all of a sudden you are a threat to national security.
Jessie seemed so focused, driven, and trying to be like sarah.	Jessie parecía muy concentrada, motivada y tratando de ser como sarah.	And i knew that sarah's pushing too hard is what got her into trouble. - - jessi, we need to wait outside. - - i'm not going anywhere.
So they started this thing called class c. and it was a bike that was based on production model bikes, and it was basically built around indians and harley-davidsons.	Entonces comenzó la clase c, que estaba basada en motos de producción y se trataba básicamente de indians y harley davidsons	You can't know about racing, you can't know about daytona, and not know who ed kretz is. - what ed was, was really one of the first champions of that class c era. he won all the big races. - [jack hoel] he was always known as "iron man kretz." he was so determined, when he got on he was either gonna break the damn thing or win the race, that was it.
I've come from england, from an old friend of yours - dr. sutton.	Me envía un viejo amigo suyo, el dr. sutton.	Dr. sutton! - i remember him. i served with him in a hospital in india. - how is he? - - he's well. he sends you his greeting.
That's all that robbie has left of [pr] mother now, and if [pr] is indeed an innocent in all of this, [pr] needs it to be proven.	Eso es todo lo que ahora le queda a robbie de su mamá, y sí ella es en verdad inocente de todo esto, él necesita que se pruebe.	He deserves that. - so does she. - no, she...
For years, the palace del sol was one of the centers of mob prosperity.	Durante años, el palace del sol fue el centro de la prosperidad.	Needless to say, a major headliner in the showroom helped legitimize the entire operation. give her a kiss. - vince and i needed help in keeping us up all the time and in the way of thinking in the '50s anything you didn't take with a needle was okay. - it wasn't "serious" serious. it was like running a red light.
[pr] come over here and wanted to show stevie a ring of some kind of metal or something like a skull or a snake.	Quería mostrarle a stevie un anillo con una calavera o una serpiente o algo así.	And then he asked me for a picture of stevie. - and i gave him one. - okay.
Peyton and i sit on a few of the same committees.	Peyton y yo a veces estábamos en los mismos comités.	Please let me know if there's anything i can do to help. - she has a safety deposit box. - maybe she stashed the jewelry in there.
Oh, and riley said [pr] no longer finds you attractive 'cause you're too old!	Y riley dice que no te encuentra atractiva, porque eres demasiado vieja.	He what? ! - what? ! - you little... sunamabeetch! grrk!
Robbie must've been convinced [pr] wouldn't be admitted.	Robbie debe haber estado seguro de que no sería aceptado.	Or else he was making sure he wouldn't be by lying to his father. telling him that kim stevens was giving him a negative evaluation. - hoping like any normal 10-year-old his dad would then just forget about the school. - not realizing that his dad is not like any normal 40-year-old.
Wayne campbell, 38 years old, found dying yesterday morning in [pr] holding cell in long beach, california.	Wayne campbell, 38 años, encontrado muerto ayer por la mañana muerto en su celda en long beach, california.	He claimed someone was trying to kill him, so he purposely got himself arrested to be protected. - a strategy that didn't work out so great. - what is the c.o.d.?
Robbie begged me to end [pr] suffering.	Robbie me rogó que acabara con su sufrimiento.	He was failing, more and more each day. - i can't. - you can if you love me.
You are a snobby witch, and you aren't the only person that lavon ever loved!	Eres una bruja estirada, ¡y no eres la única persona a la que lavon ha querido en su vida!	Lemon! - what are you talking about? - who else did he love?
When they told jaime [pr] wasn't allowed in the birthing room, [pr] smiled and asked which one of them proposed to keep [pr] out.	Cuando le dijeron a jaime que no podía entrar en la habitación de parto, él sonrió y pregunto que cual de ellos tenía pensado prohibirle el paso.	Joffrey will show you no such devotion. - you may never love the king, but you will love his children. - i love his grace with all my heart.
Yeah, unfortunately peyton's going to be home by then.	Peyton se va a ir a su casa para entonces.	Her mom gets back from africa in a few days. - well, can't you just go home after the game? - no, i have to get back before she does.
