src	trg	src_ctx
What if Santana can make a better job of rescue than we did?	Santana pourra peut-être le sauver.	Have you no memory of what he tried to do to you? - You have told me stories about your life before the island. - You trust far too easily, Crusoe.	 
[pr] went to Milan.	A Milan.	"The lifestyle here agrees with me". - That's what she wrote herself. - It's better this way.	 
I think Riley found out about it and then [pr] killed [pr] to keep [pr] quiet.	Je pense que Riley l'a découvert et qu'il l'a tuée pour qu'elle se taise.	And then he went and erased every trace of it. - And he was "out of town" - during the whole bowling alley thing and when Will got killed.	 
- I'm sure that Remy's offering - you a great deal of money.	Je suis sûr que Remy vous offre beaucoup d'argent.	- But that's all he offers. - When I saw you push entitlement reform through the Senate, it was clear to me where the real power in the White House is. - I want to work for a man like you, not sail a yacht.	 
All right, Danny, I think that Riley might be into you.	Bon, Danny, Je pense que Riley a un faible pour toi.	What? ! - Why do you think that? - Well, she kind of told me.	 
I know. But Carey's been a friend of the Hawkin family for years.	Mais Carey est un ami de la famille Hawkin depuis des années.	The squire's often a guest there. - Hawkin breaks into his friend's place and nicks all the jewellery. - There was no break in.	 
- Ah, tovarich, tovarich. - You must be Jessie.	Vous devez être Jessie.	Yeah, oh, this is Elia Grinko. - He's our new bunk mate. - Hi. - - My colleague tells me he is too busy and cannot join me for early dinner.	 
Ann, this is my big brother, Harris Arden.	Harris Arden.	BUDDY: Dr. Harris Arden. - The only one around here who actually has a job. - I'm not his brother. I'm one of the servants.	 
All the blood samples I got from Officer Riley's clothing came back to him, no foreign DNA.	- Ouais, d'accord. Tous les échantillons de sang que j'ai eu des vêtements de l'officer Riley revint à lui, pas d'ADN étranger.	I did find 2 hairs on his shirt. - They were both synthetic. - Some kind o' polyester-acrylic blend.	 
[pr] gave one to Sutton.	Elle en a donné un à Sutton.	She must have lost the other at the quarry. - Now I want my warrant. - You got it, Dan.	 
When was the last time you saw Kris?	Quand avez-vous vu Kris pour la dernière fois ?	Uh, yesterday. - He didn't spend the night here? - No.	 
Robbie told me [pr] gave you notice, nearly a month.	Robbie m'a dit qu'il vous avait averti il y a un mois.	He did. - Uh, we just thought that after he passed... - - Josh! - [Nora]: What?	 
My god, Jessie I might eat in their house but my daughterwill get married onlyto a Christian	Mon dieu,Jessie.... Je veux bien manger chez eux Mais mafille se mariera seulement avec un chretien	Don't you remember what happened to your sister? - Dad I promisel won't seehim ortalk to him Just get him out, that's enough - She has agreed... Let's endthis here Bring him out and let him off	 
What's the latest from Carlos del Sol on Ryland's trucking operations South of the border?	Ouais. quelle sont les nouvelles de carlos del Sol sur l'activité des camions de Rylands à la frontiere sud.	I talked to Carlos. - He said that twice a week, five of Ryland trucks loaded with Mexican-produced goods cross the border and come to a warehouse somewhere in North Dallas. - All the inspections at the border come up clean.	 
[pr] left [pr] property, everything [pr] owned to Parris.	Il lègue sa propriété et tous ses biens à Parris.	He what? - Well, it appears you weren't so lucky as you thought you were. - If he'd know about his prospective son-in-law he might have left it to you.	 
[pr] drugged Riley so he'd sleep through the murders.	Elle a drogué Riley donc il dormais pendant les meurtres.	I'm so sorry. - That's why he was so freaked out this morning. - How could she think that we would want the money more than having them here?	 
I bet you never fell on your face in front of Robbie Rutledge.	Mais t'es pas tombé devant Robbie Rutledge.	He came to watch my volleyball game, and I went up for a block, but I tripped and-- - I can't ever talk to him again for the rest of my life, and he's the coolest boy in the whole world. - (Chuckles) It's not funny.	 
And Isa lives in that gazebo while they're away?	Et Isa habite dans cette dépendance lorsqu'ils sont a l'étranger?	Yeah, they don't let her into the main house. - Why? - There's been parties in the past.	 
Dude, there is a reason why Riley doesn't want to talk to you.	Il y a une raison pour laquelle Riley ne veut pas te parler.	I mean Danny wouldn't be sitting out here wondering why she doesn't think he's a good friend. - What would he be doing? - He'd be over there right now being a good friend.	 
I stocked shelves with a strange fellow named Stevie.  [pr] never said a word, and [pr] didn't work in the mine either.	Je garnissais les rayons avec un certain Stevie, un type taciturne.	He claimed he was too tall. - Mr Salomon owned the supermarket. - He always looked very worried.	 
Lennie's sister Jenny was killed about ten years ago,	La sœur de Lennie, Jenny... Elle s'est tuée, il y a dix ans, dans un accident atroce.	She was on her way to meet me. - Me! - No me, no accident, no dead Jenny.	 
That was in high school, Harley, and Jack had a broken arm.	C'etait au lycee, Harley. Jack avait le bras casse.	I'm the one that did it. - Goddamnit! - He was doin' pretty good up to there.	 
Blair just said that [pr] needed my house for a few days. That's it, that's all [pr] said.	Blair a dit qu'il avait besoin de ma maison.	You need to call Blair right now and tell him to release my wife and daughter. - He won't do it. - He's too nervous.	 
And I told you I can't talk about Capt. Campbell. Nothing has changed.	Et je vous ai dit que je ne pouvais pas vous parler du capitaine Campbell.	- You were her psychiatrist? - - And a poor one, at that. - And she was at the end of her sophomore year when she came to you.	 
Yes, I do, but that still don't mean you didn't kiss Peyton.	Oui. Mais ça veut pas dire que t'as pas embrassé Peyton.	I love Brooke, Skills. - I know you love her. - So what? You gonna try and get her back?	 
It says here Blair defaults on the marriage in any way, the Waldorf family will owe the royals so much money, they'll be bankrupt.	Ca dit qu'au moindre manquement de Blair au mariage Les Waldorfs devrons tellement d' argent à la famille royale qu'ils seront ruinés.	And this helps us how? - We're going to show the world what Blair really thinks of her vows, and we're gonna use Dan to do it. - Look out, B.	 
Hey, Lucy, we got Milan Carlton on line three.	Lucy, Milan Carlton sur la ligne 3.	- Her publicist? - - Her. - She said she wants to speak to you directly.	 
This is Jessie. The roughest, toughest cowgirl in the whole west.	Elle c'est Jessie la cowgirl la plus forte de tout le far west...	She loves "critters", but not more than her best pal, Bull's-eye. - Here. - This is Rex, the meanest, most terrifying dinosaur who ever lived.	 
Mr. Sutton had [pr] own private space.	Mr Sutton a son propre espace privée	What did he use his driver's ed shed for? - Well, all of his class supplies. - Driver's ed manuals, dvds, handouts.	 
Start with the people Campbell worked with in Atlanta.	Commencez pas les personnes qui travaillaient avec Campbell à Atlanta.	See if any of them were railroad men. - Oh, and find out what involvement he had in the reconstruction of the railroads after the war. - You do know I have an engineering degree.	 
Then Sutton would know where to find him.	Sutton saurait où le trouver.	Any idea where you husband is? - Oh, I've given up keeping track of Sutton after Napoleon put a price on his head. - It's just... Too dangerous.	 
Please, this is Baker Street not Harley Street. Why do you say so?	Je vous en prie, on est à Baker Street, pas à Harley Street.	I believe Shoscombe Prince and the Champion Stakes have turned his brain. - Shoscombe Prince? - The finest in England, sir.	 
I don't know if I should be the one to tell you this, but...  [pr] doesn't really like Blair.	Je ne sais pas si c'est moi qui devrais te le dire mais... elle n'apprécie pas trop Blair.	Oh. I am well aware of that fact. - She already told me. - Oh, really?	 
Tell me, Ser Jaime, in King's Landing, how do they punish a commoner who strikes a prince?	Dites-moi, Ser Jaime, à Port Réal, comment punirait-on quelqu'un qui aurait osé frapper un prince ?	He said it was just a fleabite. - The fault is mine. - Bronn is merely a soldier following my orders.	 
Blair said they told you The original party had fallen through That they could surprise you with a better one.	Blair m'a dit que la fête initiale a été annulée pour qu'elles puissent te surprendre avec une meilleure fête.	Blair's a liar. - You got played. - She also said that you were afraid The girls wouldn't accept everything about you.	 
Or maybe Riley had a change of heart, came back, and shot Webb himself.	Ou Riley change d'avis, revienne et tire sur Webb lui-même. S'il est si innocent, que fait-il ici ?	If he's so innocent, what's he doing there in the first place? According to him, both witnesses lied on the stand, and he got Webb to admit that Emmett Harrington paid him for his testimony. - Yeah, but you yourself said Riley's D.N.A. and fingerprints were on Caroline's body. - Yeah, those might have come from the romantic relationship and not from the struggle.	 
Agent Finley is a trained Secret Service agent.	L'agent Finley est un agent entraîné des Services Secrets.	- Wanna tuck? He won't buy that. - - No need to tell me my job. {*} - He will return fire, he will drive evasively.	 
Mr. Campbell, the attorney general has put together a grand jury based primarily on your testimony.	M. Campbell, le procureur a rassemblé un grand jury sur votre seul témoignage.	You don't take the stand, we can't indict Joey Salucci. We can't try him for murder. - Unfortunately for us, the evidence is circumstantial. - But with your witness account, this case is a slam dunk.	 
- No, I don't hang out with Robbie Williams. When I am in L.A.,	Je ne fraie pas avec Robbie Williams à L.A., je fais comme Byron:	I do what Byron actually did when he was traveling, which is hang out with local people. - Matt Stone, Trey Parker, Matthew Perry, Owen Wilson. - - You hang out with Owen Wilson or you occasionally work with Owen Wilson?	 
"Dear Riley, I stole this cadaver head from an ophthalmology student just for you."	"Chère Riley, j'ai volé cette tête à un étudiant ophtalmologue pour toi."	There's this woman, Susan, who's always posting sad videos of herself online, and she lives someplace horrible. - So... I guess we're just gonna have to drive to Susan's house and deliver some Chanel-o-ween presents in person. - ♪ It's all about you... ♪ Hi, Susan.	 
Those are ashes from your Great-Grandpappy Robbie Cobb.	Ce sont les cendres de ton arrière-grand-père Robbie Cobb.	Well, that definitely surpasses the duck skeleton as the creepiest thing on the boat. - I was his favorite grandson, and his dying wish was for me to scatter those ashes on a roller coaster. - Crazy as that is, my main question is, what is it still doing here?	 
What did [pr] tell you about mr. Sutton?	Que vous a-t-elle dit au sujet de Mr.Sutton ?	She loved that teacher. - She took every science class he taught. - You've seen it?	 
Who gave Riley the permission to have the hots for Clapton?	Qui a autorisé Riley à fantasmer sur Clapton ?	Did falling off the ugly tree knock a dream into her head? - Why doom a win like Clapton Davis to a life of missionary sex? - Nice save, Truman.	 
[pr] figured when I lost Jessie, I was ripe for being screwed. Must be an epidemic.	Quand j'ai perdu Jessie, il a dû penser que j'étais mûr pour me faire baiser.	- Your friend Sully. - Kirsch, the son of a bitch, cheated Sully. - He figured there would be some money telling me about it.	 
You know what Lavon's special surprise was last night?	Tu sais ce qu'était la surprise spéciale de Lavon hier soir ?	That we'd watch Night of the Living Dead. - (chuckles) On a big 20-foot screen. - That was what was gonna be the night that she was gonna remember forever?	 
- And... you talked about Jessie going on this date when I haven't even...	- Et... tu as parlé du rendez-vous de Jessie alors que je n'ai jamais...	I haven't even met the kid. - She thinks she's going! It's all she's talked about on the phone all week. - - She's borrowing Grace's necklace!	 
I'd be lying if I said that Jessie's age didn't give me pause.	Je mentirais si je disais que l'age de Jessie ne me fait pas réfléchir.	Which is the only reason that I will consider a deal. - Provided he signs a full confession, I'll recommend manslaughter. - Four years in a juvenile detention facility.	 
Gary Sutton's the senior who runs it, but I think [pr] left early today.	C'est Gary Sutton, mais il est parti tôt, aujourd'hui.	In the middle of tax season? - Even accountants have a life. - It's his anniversary. I think they were going to a show and dinner.	 
I just got home and found Sol in our living room.	J'ai trouvé Sol dans notre salon en rentrant.	He was looking for you. - So I slept with him to see what all the fuss was about. Don't start with me. - Are you insane?	 
And Ken Strout has a bat in [pr] hands in the dugout and might very well get the call to bat for Jaime Ruiz.	Ken Strout, une batte à la main sur le banc desjoueurs, va sans doute batter à la place de Jaime Ruiz.	And you know, Steve, you get the feeling that Billy Chapel isn't pitching against left-handers, isn't pitching against pinch-hitters he isn't pitching against the Yankees. - He's pitching against time. - He's pitching against the future, against age and even when you think about his career, against ending.	 
Oh, wait a minute, wait a minute, Lennie.	Une minute, Lennie.	Let Mr. Forrelli here explain it to him. - That's what you're paying him for, right? - We know there were two.	 
- Riley, don't hang up. It's about your grandmother.	- Riley, ne raccrochez pas, ça concerne votre grand-mère.	She's dead, Riley. - She was infected. - I know BJ was behind this.	 
The ultrasound wand I just found in your bathroom that you used to rape Cara Landry with, it still has blood trace all over it.	La sonde échographique dans votre salle de bain, qui servi à violer Cara Landry. Elle est encore ensanglantée.	Greg, I think you were trying to set up Patrick Clarkson. - I saw him that day outside of Helen Sherman's house. - I saw her husband beat the snot out of him.	 
Douglas Reilly is a man who actually did commit suicide last night, and not because anybody was threatening him,	Douglas Reilly est un homme qui s'est suicidé hier soir. Pas parce que quelqu'un le menaçait.	but because he lost his wife, and he couldn't imagine spending another day without her. - See him? - His wife's name was Rachel Stetson.	 
You fronted Sutton money to go to Chechnya because [pr] was after bones that were 25,000 years old.	Vous affronté l'argent Sutton se rendre en Tchétchénie car il voulait des os datant de 20 mille ans.	They call it the Chechen Republic now. - Right, now Sutton refused to sell you what he found and for which you'd already paid, probably because he knew that you'd destroy them or lock them away. - He stole from me.	 
And Jessie's going back where [pr] belongs.	Et Jessie retourne chez elle.	You'll leave him alone, Ben. - I'll do what you want, but you'll leave him alone. - What I'm most happy about is the opportunity to share this land.	 
But Kris is through work at 6:00. What about the in-between time?	Kris termine à 18 h. Que faire entre-temps ?	You'll take him home to dinner. - I'll call you as soon as my wife's plast - uh, feeling gay. Oh, no. - Really, Mrs. Walker.	 
You must have said something, because I'm at Blair's, and I'm looking at Detective Holden out the window right now.	T'as du dire quelque chose, car je suis chez Blair, et je vois l'inspecteur Holden par la fenêtre.	Look, they pressed me on Antoine. - All I said was that he was at a medical facility. - Holden's a detective.	 
My dad, Harley, [pr] kept tabs on me, too.	Harley, mon père, gardait aussi un oeil sur moi.	He showed up at my graduation, he stood right in front of me, he talked to me. - And he never told me he was my father. - Yeah, well, I told you why I can't do that.	 
This is my friend Carey I was telling you about.	Voici mon ami Carey dont je vous ai parlé.	I'm just showing him around a little bit. - I, uh, I brought the deposit we talked about. - Uh, you didn't get my message? I-I left it at the shop.	 
The future Mrs. Pete Campbell is a very lucky woman.	La future Mme Campbell a beaucoup de chance.	- When's the wedding again? - - Sunday. Did Ken tell you about the bachelor party tonight? - He sure did.	 
Well, with Mindy dead and Landry not speaking, probably not.	Avec la mort de Mindy et Landry qui ne parle pas, probablement pas.	Landry was a smart man, But the bloody clothes he thought he incinerated Got stuck in a chute, - And once they were found, everything unraveled. - Another interesting thing about this case Is once a perpetrator starts improvising, The sloppier his work becomes.	 
Remy's not in [pr] office.	Remy n'est pas à son bureau.	I left word there and on his cell. - Look, you need to call me the moment you know where he is. - Okay.	 
Oh, I bet that tattoo might have made Salem happy, but I can also think of somebody that it would have pissed off.	Je parie que ce tatouage aurait rendu Salem heureux, mais je pense aussi à quelqu'un que ça aurait pu énerver.	Mustafa Haddad was with the Imam, just like he said. - Moving on. Vic's yearbook? - Yeah.	 
Kid was looking for [pr] dog, Jessie, this morning.	Le gamin recherchait ce chien, Jessie, ce matin.	And he didn't tell him that he dropped him off here. - Let's go see our dad of the year. - Yeah, I left my dog at the pound last night to be put down.	 
I ain't having some ponced up Harley Street doctor thinking [pr] can get away with this.	Je n'avais jamais vu de médecin criminel sur Harley Street pensant qu'il peut échapper aux conséquences.	He assaulted Alesha, he threatened her, abused his position. - There is no such thing as a one-time sex-offender. - He's got to have done it to other women.	 
I gotta pick up Mia from the studio and go to Peyton's for the baby shower.	Je suis en retard. Je prends Mia au studio et je vais chez Peyton pour la fête.	You can drop him off on your way out? - Lucas is gonna watch him. - - Sure.	 
The manager of the Widmark Hotel said that Campbell checked in two days ago.	D'après le gérant de l'hôtel Widmark, Campbell est arrivé il y a deux jours. - T'as envoyé une patrouille ?	Did you send a patrol car? He checked out the next morning. - But guess who came to visit him soon after he arrived there. - James Swan.	 
[pr] drew this of Robbie and me when [pr] was only eight.	Il a dessiné ça, Robbie et moi, quand il n'avait que 8 ans.	Robbie's your other son? - He ran away when he was 14. - I'm sorry.	 
Tracy dropped out of high school because Mr. Campbell wanted [pr] to dissect a frog. Tracy couldn't do it.	Tracy a arrêté le lycée parce que M. Campbell voulait qu'il dissèque une grenouille.	He cried in front of the whole class. - It was bad, I had to deny ever being friends with him. - Just like Peter did to Jesus in Science.	 
Stevie Wonder is married. Are you going to tell me... that Steve Wonder doesn't love [pr] wife just because he's not sure what [pr] looks like?	Stevie Wonder est marié et vous allez pas me dire que Stevie Wonder aime pas sa femme parce qu'il sait pas à quoi elle ressemble.	Hey! Where's my girl? - Is she in the fridge? - Where is she hiding?	 
And then working so closely with Lavon during the campaign,	Et ensuite travailler en étant si proche de Lavon pendant la compagne,	I felt myself... I just, I allowed myself... - Oh, my. And there I was throwing myself at the mayor like he was on fire and I needed to put him out. - (Chuckles) I'm so sorry.	 
If Campbell finds out you overheard him, then [pr] would know that you were in the house.	Si Campbell découvre que tu l'as entendu, alors il saura que tu étais dans la maison.	What if he told my husband? - Then maybe it would help you get that divorce you wanted. - No, it's not that simple.	 
I know Blair came here to see you.	Je sais que Blair est venue vous voir..	Maybe your fiancée is pursuing me. - I highly doubt that, after you humiliated her in fro of the royal court. - So why don't you tell me what's going on?	 
For years, the Palace Del Sol was one of the centers of Mob prosperity.	Pendant des années, le Palace Del Sol était le lieu de prospérité de la mafia.	Needless to say, a major headliner in the showroom helped legitimize the entire operation. - Give her a kiss. - Yeah, beautiful.	 
Sorry to interrupt. Thought you might like to know that the CD is coming up worthless. And I also found out why Colleen Sutton is so damn rich.	Je voulais juste te dire que le CD n'a aucune valeur et que je sais pourquoi Colleen Sutton est aussi riche.	Besides the Sutton Estate, she also gets a little additional green à la alimony from... ..dramatic pause... your pal Julian Grendel. - - Her ex-husband. - That explains a lot, but I can't talk now. - - You're with one of your bimbos, aren't you?	 
Did you think Mother was gonna let them hurt my Robbie?	Tu croyais que maman les laisserait faire du mal à son Robbie?	Carrying a petition for clemency, - Elizabeth Stroud doggedly haunted the offices of Washington officials, in an effort to gain an audience with the president of the United States. - Finally, she managed to see Senator Ham Lewis.	 
I think Stevie Grayson visited my father in prison.	Je pense que Stevie Grayson a rendu visite à mon père en prison.	- What do you think she wanted? - - She came here with secrets. - I'm gonna find out every single one.	 
But that means that Sutton knows who [pr] is, and why wouldn't [pr] just tell me?	Ce qui signifie que Sutton sait de qui il s'agit, pourquoi elle ne me l'avoue pas tout simplement ?	My dad said not to trust her. - She must have found something in her search, kept it from both of us. - Okay, well, then we'll just do a search of our own.	 
(Megan) At the autopsy, I found Riley's fingerprints on [pr] body and [pr] D.N.A. under Caroline's nails.	Les empreintes digitales de Riley ont été trouvées à l'autopsie, et son A.D.N. sous les ongles de Caroline.	She tried to fight him off. - Now Riley's looking for payback. We're contacting all the likely targets, putting them under police protection... - Emmett Harrington, the D.A., the two witnesses who testified against him, and you.	 
It's the exact same powder that we found on Blair's hand.	Je l'ai testée... C'est la même poudre trouvée sur la main de Blair.	From nitrile gloves that she wore at the museum. - Come on, Henry. - We're going to the museum.	 
Like Val Jester and Robbie Simon, so why don't you two go bother them?	Comme Val Jester et Robbie Simon, alors pourquoi vous n'iriez pas les emmerder ?	We were just at their houses, and they were in bed, like most people at this hour. - Well, Fredi works the early shift. - He starts at 3:00 a.m.	 
Thank you so much for giving that fake interview to Riley.	Merci pour avoir fait passer ce faux entretien à Riley.	She'll never know that job doesn't exist. - Uh, I think she knows. - Riley.	 
[pr] foster dad was Simon Campbell, the musician.	Chez un certain Simon Campbell, un musicien.	It says here that there are allegations of sexual abuse. - It was five months before he was moved out of Campbell's care. - And then he was placed in the home of Martin and Melinda Marlow.	 
They ran [pr] out of Salem for being a witch.	On l'a banni de Salem pour sorcellerie.	And he built his house exactly where you're living. - You're living on some sort of special ground. Devil worship. - Death. Sacrifice.	 
Miraculously, Special Agent Carey wants you to stay on the case.	Miraculeusement, l'agent spécial Carey veut que vous restiez sur l'affaire.	So she appreciated my efforts. - She found you smug, arrogant and several other choice adjectives. - But the FBI is lacking expertise on this technology.	 
So, like, can you make Tony Blair do whatever you want?	Est-ce que vous pouvez faire faire ce que vous voulez à Tony Blair?	Like, if you told him to eat a bug, he'd have to eat a bug? - Like any type of bug? - Like a bug with a lot of legs?	 
In the case of Riley Lawson, hope continues but is this just another futile attempt to find something that might be forever lost?	En ce qui concerne Riley Lawson, la famille n'a pas perdu espoir. Mais n'est-ce pas juste une autre vaine tentative de retrouver un être qui est peut-être déjà perdu à tout jamais?	And what of the man who has seen Riley Lawson who might be looking at her right now, raping her with his eyes? - Raping her, or doing much, much worse? - We're very fortunate to have with us the special agent in charge of the Riley Lawson case Special Agent Ralph Hotchkiss.	 
William Campbell said [pr] only heard one shot, right? Yeah. Why?	William Campbell a dit qu'il n'avait entendu qu'un coup de feu ?	Well, the only entry wound is in his kneecap. - He wouldn't have died from that injury. - Why not shoot the killer?	 
Okay, Mom... Peyton and I kind of hit it off and I wondered if you possibly had [pr] number... okay, there, I said it. Pass the flavorless pork.	Ok Maman, Peyton et moi, on a un peu...flashé, et je me demandais si tu avais son numéro...ok, voilà, je l'ai dit	- You're asking me for his number? - - If it's not a big deal, then yes. - Well, well, well.	 
Wayne Campbell, 38 years old, found dying yesterday morning in [pr] holding cell in Long Beach, California.	Wayne Campbell, 38 ans, retrouvé mort hier matin dans sa cellule à Long Beach, en Californie.	He claimed someone was trying to kill him, so he purposely got himself arrested to be protected. - A strategy that didn't work out so great. - What is the C.O.D.?	 
'These CCTV images appear to show Hattie Sutton 'waiting on a platform at a nearby train station.	Ces images semblent montrer Hattie Sutton attendant sur le quai d'une gare.	'A spokesperson for...' - See? I told you she was fine. - 'They are yet to confirm the girl is Hattie 'but remain cautiously hopeful about her identity.	 
There's a rumor that Allyn Barnes has been contemplating a career retrospective.	Il y a comme un problème... Allyn Barnes méprise les rétrospectives	The Modern's been after her for years. - She's pretty resistant. - I mean, everybody knows Allyn hates the art world. But, Helena thinks she might be ready.	 
Perhaps [pr] has heard of the League which you have formed between Mantua, Siena, Ferrara, Venice and Milan.	Il doit être au courant de la Sainte-Ligue unie, entre Mantoue, Sienne, Ferrare, Venise et Milan.	Truth be told, Holiness. My father is old. He will die one day soon. - And you want the crown of Naples to sit securely on your own head. - Your thoughts?	 
Mm. Uh, Serena and Blair are having some issues.	Serena et Blair ont eu quelques problèmes.	Oh, I'm sorry. - Did Charlie seem okay? - She mentioned that Nate might be dating someone.	 
Buried in Salem in unconsecrated ground, of course, but [pr] grave was robbed six months ago.	Enterrée à Salem en terre profane, bien sûr... mais sa tombe a été violée il y a six mois.	You think the victim dug up the old witch's bones to increase her own power? - Absolutely. - This is interesting, but not pertinent to the case.	 
In Emery v. The Rock Island Boatworks, a husband sued for loss of sexual contact after [pr] wife fell through a manhole.	Dans l'affaire Emery contre Le Rock Island Boatworks, un mari poursuivi pour la perte de contact sexuel après que sa femme soit tombée dans une bouche d'égout.	Wells v. JCPenney... a man sued after his wife was attacked following an argument over crystal-bear figurines at an after-Christmas sale, and they were subsequently unable to have marital relations. - Your Honor, we contend that the cruise from hell ended our client's sex life. - As of last week, her husband filed for separation.	 
Campbell was actually Mr. Campbell, [pr] science teacher.	"Campbell" était en réalité M. Campbell, son prof de sciences.	His science teacher was a drug dealer? - That's terrible. - Science was my most favorite subject especially the Old Testament.	 
-  [pr] name was Remy LeBeau.	- Qui ? Il s'appelle Remy LeBeau.	He was a street hustler from New Orleans. - The guards at the prison called him Gambit because he kept taking all their money at poker. - That's all I know. - - What's Stryker up to, Fred? What's the endgame?	 
Both John Doe and Joe Campbell died the same exact way:	{\pos(192,220)}Joe Campbell et notre inconnu sont morts de la même façon.	Rapidly aging and rapidly decomposing. You sure you saw Campbell here? - Oh, yeah, I'm sure, and from what I saw, he was feeling pretty good and about to feel even better. - Haven's finest.	 
Radhe Mohan is another name for Lord Krishna.	"Radhe Mohan" est un autre nom pour Krishna.Tu le savais ?	Your attention, ladies and gentlemen! - She first said "ras" (juice) - She then said "gul" (rose)	 
"the biochemistry department cancelled the final exam "after discovering honor student Sarah Emerson "stole the test and vandalized the lecture hall	"Le département de Biochimie a annulé l'examen final après avoir découvert qu'une étudiante modèle Sarah Emerson, ait volé le sujet et vandalisé l'amphithéâtre dans le bâtiments scientifique."	In the science building." She gave everyone the answers. - My mother was awesome. - The way you've crossed boundaries, Mixing your personal and your professional life, Shows an alarming lack of judgment	 
Thanks to you, Blair, we've been up all night talking about love and death and the brevity of life.	Grâce à toi, Blair, nous sommes restés debout toute la nuit à parler de l'amour et de la mort et de la brièveté de la vie.	And we have decided that he should move in today. - Some surprises hit you over the head like a squash racket. - And others sneak up on you when you're least expecting it.	 
And Stevie Windwood was there and my buddy, Mitch Mitchell... a comrade in rhythm and in sanity.	Stevie Winwood était là, ainsi que mon ami Mitch Mitchell, mon compagnon dans les rythmes et les délires.	And... with Jimi, and it was... a great experience, a lot of fun... and very close. - That's one thing that he always kept and kind of returned to as concept... was the idea of getting together with Stevie Windwood... and starting a band and playing. - But every time he would go to the phone or just about... at the point that he would make the move and be really determined... that that's what he was going to do... he'd chicken out of the idea... he'd get frightened of the idea of calling.	 
[pr] name is Georgie Sutton.	Il s'appelle Georgie Sutton.	He went up there looking for me, and they caught him. - - I haven't heard anything. - - Yeah, well, he's up there, okay,	 
Mr. Parris, God help us, has summoned a meeting of the society. what for?	M. Parris, Dieu nous protège, nous a convoqués.	what for? - why has that man ever called a meeting except for his own benefit? - - l'm explaining it.	 
Jaime is your eldest son, heir to your lands and titles.	Jaime est votre fils aine, heritier de vos terres et titres.	But he is a Kingsguard, forbidden from marriage or inheritance. - The day Jaime put on the white cloak, he gave up his claim to Casterly Rock. - I am your son and lawful heir.	 
Milan, you've already been convicted of one driving under the influence.	Milan, vous avez déjà été condamnée pour conduite en état d'ivresse.	Now you've been arrested a second time. - Why should you not go to jail? - - We're not gonna let her ask that.	 
I'm Kerry, [pr] cousin.	Je suis Kerry, sa cousine.	I mean, we were all pissed on cider and we only met the once but it was you that made us go to the other party and then we got lost and your dad, he spent all night looking for you. - Come on, you must remember that, Nicky. - Three years ago, at Susie's party?	 
What can you tell me about Capt. Campbell?	Qu'est-ce que vous savez sur le capitaine Campbell ?	She was raped and killed. - You know what rape usually is? - It's a woman who changes her mind afterward.	 
And yet [pr] routinely bought artifacts from Sutton that were way older.	Et encore il achetait régulièrement des artefacts de Sutton qui sont bien plus anciens.	Why would a true believer buy artifacts that he refuses to believe even exist? - Perhaps he suffered a crisis of faith. - The psychological stability of the true believer rests entirely on a superior posited authority.	 
Perhaps it will help us defeat the witches here and now in Salem.	Peut-être que ça pourrait nous aider à vaincre les sorcières d'ici à Salem.	Would that he had. - I'm afraid all his secrets died with him. - If only we could learn of your father's sweet victory from his own lips.	 
Please, Aunt Jessie, don't be hard-boiled, it doesn't come off.	Je vous prie, Tante Jessie, ne soyez pas dur à cuir, ça ne vous ressemble pas.	I'm gonna have some tea and figure this character out. - Wait till he has something to eat. - Maybe he'll be a little less vicious.	 
My mother was only a young girl at the time, but [pr] never forgot what happened in Salem.	Ma mère n'était qu'une fillette à l'époque, mais elle n'a jamais oublié ce qu'il s'est passé à Salem.	And she made sure I would never forget, either. - The Puritans believed magic was all around them. - Even those such as Kent's coven who sought to do good with it, they still had to hide their identities.	 
Landry was always willing to go beyond what was required.	Landry était toujours prêt à faire plus que ce qui était nécessaire.	He was responsible for Michael's protection... his person as well as his research. - He knew Mother was essential. - I'm sure he has her in a safe place.	 
Mm-hmm. Here we have, uh, Jake Reilly's office.	Ici, voici le bureau de Jake Reilly.	- IVF specialist. - - He is also dating your ex, right? - He is board certified in obstetrics and general surgery, which is very rare.	 
A lot of very very strange things that went on around the assassination of Jaime Roldos.	Un tas de choses très très étranges se sont passées autour de l'assassinat de Jaime Roldos.	I like most people who've really looked at this case have absolutely no doubt that it was an assassination. - And of course in my position as an economic hitman I was obviously expecting something to happen to Jaime, whether it be a coup or assassination I wasn't sure, but that he would be taken down because he was was not being corrupted, - he would not allow himself to be corrupted the way we wanted to corrupt him.	 
I don't think that Jessie is ready to be away from us for five days.	Pour moi, Jessie n'est pas prête à être cinq jours sans nous.	So don't let her go. - Well, everyone thinks I'm wrong. - - Everyone meaning Jessie?	 
Ed, she's related to Mary Towne Estye.  [pr] was one of the women accused of witchcraft in Salem.	C'est une parente de Mary Towne Estye, une des sorcières de Salem.	- She was hung during the trials. - After Bathsheba married Jedson, they had a baby and when the baby was 7 days old Jedson caught her sacrificing it in front of the fireplace. - She ran out to that tree by the dock climbed up, proclaimed her love to Satan cursed anyone who tried to take her land, and hung herself.	 
Miss Arden's in [pr] room, I suppose? Yes, sir.	- Mlle Arden est dans sa chambre?	She's gone upstairs to rest. - If I were you, I'd try to discourage any ideas she may have of coming outside. - The people here tell me that the weather has been terrible for colds, and-	 
