formality	src	src_ctx	trg
informal	 	Suburgatory 3x08 - - Catch and Release Original air date March 26, 2014 - Nora: Oh, hey, Monique. - I need you to make more of an effort with the drains. - Uh, I will.	You know, you always say that, but the hair in our pipes tells a different story.	Tu dis toujours ça, mais les poils dans nos tuyaux disent autre chose.
informal	 	Now, I want you to watch very carefully because I'm going to tie them together very securely in this manner. - One knot, two knots I fold them quite tight. - Now, the next thing I'll do is to roll them up tightly into a ball. - My dear, this is a surprise! - Will you just have lunch?	And then perhaps after that you might help us to look after the children.	Peut-être pourras-tu nous aider à nous occuper des petits.
informal	 	little sexy, un dos tres, ok bye - Maria works in the restaurant with me and every Sunday night all of us party together. - You have the number in your phone, call her after six. - And no one knows you there... so forjust one night listen to your heart. - Why are you doing this?	Because I want to show you who you really are.	Parce que je veux te montrer qui tu es vraiment.
informal	 	Why didn't you tell me about this? - I didn't want you to worry about me. - Well, that was really stupid. - I know. - Jaime, you can talk to me about this stuff, OK?	I'm a lot stronger than you think I am. OK.	- Je suis plus forte que tu le crois.
informal	 	Obama's gonna take Virginia and we've been looking hard at some precincts in Ohio and Florida. - - Got a minute? - - Excuse me. - - How you doing? - - Hi, Reese.	- You understand the suit's gonna be filed in the morning. - Yeah.	Tu es au courant que le procès sera déposé demain matin.
informal	 	That's 'cause I have nothing to hide. - Trust me, you do. - You know the bathroom was the last place I had any privacy and now that's gone. - I could build you a tree house. - I never get to be alone, never.	You're with me, or the kids are with me and when the kids are gone, I'm still not alone, 'cause your parents walk in here all the time.	Tu es avec moi, ou bien les enfants. Et quand les gosses sont pas là, je suis pas seule, car tes parents se pointent tout le temps.
informal	 	When I was out there, lost the thought of seeing you again was the only thing that kept me going. - What is it? What's wrong? - Whitney, you know that video letter I sent you? - Video letter? - What did it say?	Lana, there's something you need to know about me.	Il y a quelque chose que tu ne sais pas sur moi.
informal	 	The risk is so huge, and you're 21. - This will define your entire life right now, this decision. - I know that. - Don't you think I know that? - You just have your whole life ahead of you, and this could ruin it.	So if Lily decides to keep the baby, you're not on board?	Alors si Lily décide de garder le bébé, tu n'en fais pas partie ?
informal	 	Who was getting a divorce? - I was. - I-I didn't want to ruin your lives. - I was going to tell you. - No, you weren't.	I saw the paperwork in your trash two weeks ago.	J'ai vu les papiers dans ta poubelle il y a 2 semaines.
informal	 	You shut me out. - You think I care? - You take away my world, I take away yours. - Friday. - Sokovia is going for a ride.	Do you see the beauty of it?	Vois tu la beauté de la chose ?
informal	 	He's like the Australian Josh Du-Ham-El. No good. - Hey, D, if you have a second, - I thought I could play you a couple of my beats. - Tariq, do I look like I have time to help you with your songs right now? - I don't want your help, I wanna help you.	What did you just say?	Qu'est-ce que tu as dis ?
informal	 	Well, they don't exactly like people like you. - People like me? - You mean people that could actually put the ball on the fairway? - Look, I don't know how else to put this. - They don't really allow Jews at the club.	You're kidding, right?	Tu plaisantes, pas vrai?
informal	 	The Golden Boner belongs to you. - Thanks. - I'm.. - This belongs to you too. - Hang it to the left.	You gonna eat that?	Tu vas la manger?
informal	 	All right. - ♪ I don't have to fear it ♪ - ♪ And I want to rock your gypsy soul ♪ - ♪ Just like way back in the days of old ♪ - ♪ And magnificently we will float... ♪	Hey, how you doing?	Hé, comment vas-tu ?
informal	 	You had no right to come into our lives! - - You have to go. - - You're going to lose this place. - No, I am not. - I can take care of myself.	I was doing just fine before you came here.	Tout allait très bien avant que tu débarques ici.
informal	 	What do we do? - There's nothing we can do out here -- just stop the bleeding until help comes. - But don't you need that? - Not as much as he does. - We need to keep pressure on it.	Do you know what you're doing?	Tu sais ce que tu fais ?
informal	 	You still use an iPad one. - You read books all the time. - Okay, how about my "oh-no-nos" for you? - You make me see terrible movies, and then you talk through them. - "You put 20" rims on your volkswagen golf, and you insist on being introduced as "the brown Gosling."	Everything you just said makes me like me more.	Après tout ce que tu viens de dire, je m'aime encore plus. J'en peux plus.
informal	 	That what this is about? - Your not being Sheriff anymore? - 'Cause it was Julia and Barbie that fired you, not me. - Oh, come on, everybody knows that nothing happens in Chester's Mill without the hidden hand of Big Jim Rennie. - If that were true, my hand would be hidden in your chest, ripping your damn heart out.	You got me to do the dirty work for your plan to burn up the people's food.	Tu m'as donné le sale boulot avec ton plan pour brûler la nourriture.
informal	 	Target spotted approaching parking lot. - I'm en route. - Hold your stations. - Just stay out of my way. - Let's go.	Noah, just remember, Peter can hear your thoughts.	N'oublie pas, Peter peut lire tes pensées.
informal	 	Look, look, he's got bits of gray in his beard. - Highlights. - What'd you do? - Before. - I think you could say that I dabbled.	How did you learn to cook like this?	Comment as-tu appris à cuisiner?
informal	 	I can't help but feel partially responsible. - Little pick-me-up. - Those are the best. - Sugar rush. - When you were talking to Wallace, did I come up at all?	We did talk about how handsome you are.	On a parlé de ton côté séduisant.
informal	 	Nope. - Not even a little bit. - We'll have a soda waiting for you, okay? - All right, guys, how we doing this? - Doing what?	I figure we'll just debulk the tumor from the dorsal surface, and you can show me what, if any, usable bone we can find.	On va juste réduire la tumeur de la face dorsale, et tu peux me montrer si on peut trouver un os à utiliser.
informal	 	Mark, JB. - Hey, man, great to meet you. - And welcome home. - - Thank you. - - Yeah.	- Careful. You're sweaty.	- Tu es plein de sueur.
informal	 	What is it? - - You've been executed! - - That's news to me! - By the tsar's order, you were hanged on your own gate three days ago. - Well, thanks!	I was hanged by your order.	Ils m'ont pendu sur ton ordre.
informal	 	We don't want you to marry Flynn either. - I'm actually 50/50 on it... - Well, I guess I'd better go, huh? - Better for everybody if I do. - Yup.	So it's that wire you want.	Donc c'est ça le fil que tu cherches.
informal	 	Anyway, he says it's definite. - Yeah. So I thought you'd want to know. - Sorry for the bad news, but you know my ankles. - Yeah, that's true. - They're never wrong.	My hair's only 50-50, but my ankles, you could take them to the bank.	Mes cheveux c'est seulement 50-50, mais mes chevilles... tu peux les prendre au mot.
informal	 	Just dumb. - Here, see for yourself. - Boy, oh, boy, do you look stupid. - Just dumb. - It seems like forever since Gwen's been here.	Mom, why is your relationship with aunt Gwen so weird?	Maman, pourquoi ta relation avec tante Gwen est si bizarre ?
informal	 	I told you that a male nanny was not a good idea. - Is that why you let craig go? - Jonah denied that anything ever happened. - But I didn't want the influence around, so I took out a restraining order to keep him away. - I thought you fired craig because he was flirting with me.	I told you that, because that's what you wanted to hear.	C'est ce que je t'ai dit, car c'est ce que tu voulais entendre.
informal	 	Would you? - Probably, but I know I'd never leave you alone, drop you off on a street corner. - Who does that? - I'm just glad you're OK. - Me too.	And I'm sorry you were scared and had to defend yourself.	Je suis désolé que tu aies eu peur, et que tu aies eu à te défendre seule.
informal	 	Well, maybe none of this would have happened if I'd been honest with you. - About what? - Me, who I am, why I'm here. - After all we've been through, I think it's time I gave you some answers. - Let's start with an easy one.	Why are you the only person who can hear me speak?	Pourquoi es-tu la seule personne qui peut m'entendre parler?
informal	 	So how was she? Scale of 10? - Twenty-five. - No, no, no, Tommy. - Details, many details. - Engine.	Not your night, pal.	- C'est pas ton jour.
informal	 	Sinéad O'Connor. - Hi, I've come about the audition. - Led Zeppelin. - Billy and The Bollix. - U2?	# Why didn't you tell me you were bored! # Why didn't you tell me you were bored!	Pourquoi tu m'as pas dit que tu te faisais chier?
informal	 	You serious, Clark? - Load me up with a little more there. It's good. - What's wrong with the dog? - He's just yackin' on a bone. He's got it up. - He's all right now.	Maybe if you wouldn't feed him from the table...	Si tu pouvais éviter de le nourrir à table...
informal	 	Your secret is safe as long as I get what I want." - ♪ Hold the key to your heart - ♪ Don't be afraid of what all - ♪ That extends Danke. - ♪ Loneliness ends with love.	You're too much of a perfectionist.	Tu es vraiment trop perfectionniste.
informal	 	Yesterday, you asked me if I knew how many years you'd been doing your opening. - I didn't offend, I hope. - - - It's interesting to me. - What? - To know for how many years you'd been doing your opening.	Have you been in the circus a long time?	Ca fait un bout de temps que tu es dans le cirque ?
informal	 	I'm gonna have to sleep on that one for, like, a week. - Hey, I'm sure that you have a... a lot planned for Nicky's Sweet 16. - Give me a couple of windows, I'd like to do something special with her. - She's free all day Saturday, but you really should check with her. - Can I drop you?	You already did.	Tu l'as déjà fait.
informal	 	No, I'm pretty sure I'm dying. - Since you're too pussy to call for an extraction... - I'm digging, I'm digging. - Well, wait, hang on. - Because unless I'm hallucinating there's a Land Cruiser over there flipping his high beams at us.	BOTH: You're hallucinating.	Tu hallucines.
informal	 	You're all oily. - I'm Greek, now. - Thank you so much. - So, for "Happy Easter," we say "Khristos Anesti." - Then the other person says back, "Alithos Anesti."	So if you want to say "Happy Easter," you go, "Khristos Anesti." So try it.	Alors si tu veux dire "Joyeuses Pâques", tu dis "Khristos Anesti". Essaie.
informal	 	No, that's Home Depot. - It was a stud farm. - Belonged to the last neighbors the Coopers ever had... before Abin drove 'em off and bought the land. - That's where they load up with all the lumber so they can build this elegant fucking fence. - Million-dollar views from three directions and then, bam! "Casa de Bat Shit."	Do you know how you get a valley this beautiful all to yourself?	Tu sais comment faire pour avoir une aussi belle vallée à toi tout seul ?
informal	 	Look. I'm injured anyway. - No. - We need Vaughn to focus all his forces. - He's after me, not you. - He thinks I would never let this go.	That's why you need to take it.	C'est pourquoi tu dois la prendre.
informal	 	-No, no, no. - -It's really not funny, I mean.... - -My partners are up my ass. - -Right. - We already pay an obscene amount in liability insurance.	You should tell your partners they can do to you what the girl wants to do.	Tu devrais dire à tes associés qu'ils peuvent te faire à toi ce que la fille veut te faire.
informal	 	Just wait. - It gets super romantic, okay? - So, yeah, like, we do start making out for like 10, 15 minutes, and it is really hot. - But even though it's super hot... [ Sighs ] he doesn't make me feel the way that you do, and that's when I know. - And then he takes off his shirt, and he's got this really tight tank top on, and it says...	"Will you marry me?	" Veux-tu m'épouser ?
informal	 	He hates magic tricks. - I said it's a private club. - Right in his ace of spades. - Uh-oh, that's Tien, crime boss. - Frank?	You might wanna look behind you.	Tu devrais regarder derrière toi.
informal	 	The games and stuff, I'm really not into it. - But I'm just trying to get over it and past it right now. - I really do wanna be around her and just... - We don't have that much time together, so I'm definitely happy that she made it out. - Here we go.	I think that for every ball you miss, you should have to take an article of clothing off.	Je pense que pour chaque boule que tu manques, tu devrais enlever un vêtement.
informal	 	- What would be a better client? - - "Better" means rich and guilty. Okay? - Remember when they taught us in law school how to create a moral vacuum... so you could represent people who aren't all necessarily innocent? - That was your best course, as I recall. - You don't have a moral vacuum.	- You are completely vacuumless.	Tu es sans vide.
informal	 	I'm a girl. - Well, you're not a real girl. - You're like... you're like Wonder Woman. - You know, and Wonder Woman wouldn't carry a .22. - Compliment accepted.	Also, if you're going to kill someone with a .22, you got to shoot them directly in the head.	Si tu veux tuer quelqu'un avec un 22, tu dois tirer en pleine tête.
informal	 	How the fuck do you stay up here? - I go in the store this morning for cigarettes, they got ducks under the counter. - What? Do they plant these people or do they just grow outta the ground? - And they look at me like... - hell, I don't know.	Well, you know; they're not used to seeing guys like you around here if you... know what I mean.	Ils ne sont pas habitués à voir des gars comme toi. Tu me suis...
informal	 	Enjoy your trip. - Tessa! - Come in. - Hi, Mrs. Shay. - I was wondering if you had Ryan's dorm info.	Oh, did you have something you want to deliver to Ryan, because we can hand-deliver it.	Tu veux envoyer quelque chose à Ryan, parce qu'on peut lui livrer en main propre.
informal	 	I told you I was coming here. - I'm doing what I have to do. - But you should see it out here. - There are police everywhere. - Everything's going to be okay, honey.	They're saying you killed a man.	Ils disent que tu as tué un homme.
informal	 	It only stands to reason that she has Cyrus as well. - So you're gonna go after the entire Red Army by yourself? - If that's what it takes. - - There's a smarter way to do this. - - Is there now? Play the hand you've been dealt, Alice.	I've seen your cards, Knave, and they're quite lacking.	J'ai vu tes cartes, Valet, tu en es assez dépourvu.
informal	 	How you wanted him dead, and now he's dead. - Interesting, huh? - I find that interesting. - You wanna hear more? - I have no idea what you're talking about.	There's something about his death that I know that you should know.	Je sais quelque chose sur sa mort que tu devrais également savoir.
informal	 	Yeah, I think, uh-huh. - Thank you. - You, too. - Well, now you're back, which means I'm out of here. - What?	No, you can't leave.	Tu ne peux pas partir.
informal	 	Tell me, only honestly. - When I find May, will you leave us? - Me? - Leave you? - Never.	You're like family to me now.	Tu es plus qu'une amie pour moi maintenant.
informal	 	Ohthank you, Captain Karhoonc - It's Crunch, and you're welcome. - # Good morning, U.S.A. # - Oh, my God! - We've been robbed! - Come on out, you thieving bastards!	- Dad! Hayley, you were elected family gun shield at the last family meeting.	Tu as été élue bouclier au dernier conseil de famille.
informal	 	That's nice. - Would you mind unbuttoning your overalls... and taking them down a bit? - Do you mind? - That's better. - You've got beautiful skin.	Your hair's so soft.	Tes cheveux sont si soyeux.
informal	 	So how's your day going? - No, Jack, um, we've lost the feed. - How are the repairs going? Well, too slow. - Andy doesn't have much time. - I know.	You know, um... I know he's a robot, but, uh...	Tu vois... {\pos(192,210)}Même si c'est un robot,
informal	 	No, wait - - - I know so. - No, I'm not going out with you. - Well, how come? - Unh-unh.	First of all, we're not like that, and -- and, um, second of all, you are in love with annie!	Premièrement, on n'est pas comme ça, et... et, deuxièmement, tu es amoureux d'Annie !
informal	 	It's Christmas. - It's Christmas! - I have all the gifts to buy. - I have neither money nor ideas. - Oh.	Fais-en what you want.	Fais-en ce que tu veux.
informal	 	It was sad, saying goodbye. - I'll bet. - Oh, Sookie wants you to come by tomorrow and say goodbye to her. - - I made her a promise that you would. - - Sure. And I got that fanny pack from Jackson.	I think you're right.	Je pense que tu as raison...
informal	 	You can imagine the princess-sized tantrum that followed. - Oh, they have lights. - I don't blame you. - So what's with all... this. - Oh, the box was loose, so I figured I would fix it.	You know that you don't have to do all this, right?	Tu sais que tu n'es pas obligé ?
informal	 	You have to be honest, George. - You have to be honest, and you can't let it ruin your friendship. - A wise man told me that. - Yeah, and a wise-ass repeated it. - So, I know the train is leaving the station, and I just want you to know that I am on board.	Then let me see your ticket.	Alors montre moi ton ticket.
informal	 	- I'll be back at 5.00. - Come on, Cash. - What're ya up to? - Where'd you get that? - Prentiss sure doesn't bother to dot his "I". [Cash] "Morgan Prentiss."	What're you gonna do, Pitt?	"Morgan Prentiss." Qu'est-ce que tu vas faire, Pitt ?
informal	 	- Mike, honey, are you okay? - - What's wrong? - My penis is on fire! - What? - !	The Hot and Slick stuff you bought me is burning me.	Les préservatifs que tu m'as acheté me brûle.
informal	 	On my birthday. - Fuck you. - Hey oh! - Listen to me, you! - We gotta have some rules.	If you want to stay with your mother, If you want no hassles... you gotta help your mother.	Si tu veux rester avec ta mère, si tu veux pas d'emmerdements... faut qu't'aides ta mère.
informal	 	- Big sleep. - My Count encounter wiped me out. - I'm kinda wired. - Maybe I should just let you get your rest. - You sure?	I mean, maybe if you just lie down with me...	Peut-être que si tu dormais près de moi...
informal	 	- Get away from my house! - - What can I do? - Calm down. Please get some haloperidol. - Don't you give me that look. That sad little soulful, little puppy routine. - I know it by heart, Thatch, and I'm over it.	I don't want to hear about your day, or your students, for your pathetic little research grants!	Ne me parle pas de ta journée, de tes étudiants, de tes minables bourses de recherche !
informal	 	Yeah. - She sounds beautiful. - What did you name her? - You have a lot of guns and a lot of potato chips. - Yeah, gotta be safe.	So how long you known our Penny?	Tu connais notre Penny depuis quand ?
informal	 	Marshall ran analysis of the memory chip recovered in Paris. - The downloaded information confirms that a biometric targeting device is in fact being developed at a secure facility in Austria. - Attached to a weapons system, this device would facilitate the targeting of an individual based solely on a DNA sample or a biometric scan. - Next gen sniper. - Precisely.	That's why I want you on a plane to Salzburg by nightfall.	C'est pourquoi je veux que tu sois dans un avion pour Salzburg d'ici ce soir.
informal	 	I just thought your apartment was our secret little getaway. - A place where no one would bother us. - And now, it just feels like the happy ending room at the Chicken Ranch. - I'll get the key back from him. - If he needs it again, he can schedule something.	You are really not hearing me.	Tu n'écoutes pas ce que je dis.
informal	 	Hit him with what? - You're the jock. - You have a baseball bat or something. - Just meet me at my porch at midnight. - Oh, and meanwhile...	Whatever you do, don't fall asleep.	Quoi que tu fasses, ne t'endors surtout pas.
informal	 	Please. - You want Ted to go to jail, let's find real evidence. - Tell me what he did to you. Tell me everything. - We'll take x-rays, find proof. - We will put that son of a bitch in jail.	You can tell me. Anything.	Tu peux tout me dire.
informal	 	Hello. - Ah, Clara! - Well done, you found her. - Now this is really a bit strange. - Danny?	What's gone wrong with your face?	Qu'est-ce qui ne va pas avec ton visage ?
informal	 	No, you don't. - You always hated it. - Henry was your favorite. - He tried to please you, and look where that got him. - I admit that my, uh, parenting style was a little unorthodox.	Your daughter turned out to be a cat burglar, and your oldest son spent his entire life in and out of rehab.	Je suis devenue une cambrioleuse, et ton fils aîné a passé sa vie en désintoxication.
informal	 	The site can't go down all day. - It won't. - That's why I'm leaving you in charge. - Don't worry. It's not rocket science. - You just take the tips that people send in and post them if they're worthy.	Are you sure this is such a good idea?	Tu penses que c'est vraiment une bonne idée?
informal	 	- Correct. - - Deckert is setting him for a fall. - - Fall for what? - What do you think? - This man is making a move on the US Capitol.	You see this?	Tu vois ça ?
informal	 	The Holy Virgin has allowed me to make your home mine. - But she insisted that my friends join me. - I'll show you the rooms. - Come with me. - That will be your room.	You can pray here.	Tu pourras prier.
informal	 	Well, I knew that the moment I met him. - Good-bye, Jesse! - What the hell are you doing here? - What does it look like? - I'm tired of you making all the decisions in this relationship.	- What do you got?	- Qu'est-ce que tu as ?
informal	 	Don't you guys think you're overreacting a bit? Not really. - You spend your life thinking you know the truth about someone only to find out that it may be a total lie. - They named the phone company after him. Now Miss Biserri's telling us Alexander Graham Bell snaked somebody else's invention? - I haven't been this disillusioned since I found out that Betsy Ross didn't design the American flag. - I mean, she was my role model.	Betsy Ross was your role model? Yeah.	Betsy Ross était ton idole?
informal	 	The kid's gonna wake up. - Too late. - Just hang out a little bit. - I'll be right back. - Don't go sneaking out.	-What are you doing?	- Qu'est-ce que tu as ?
informal	 	It was one of those underground electrical chinas. - Like they usually have on the poles, with the telephone chinas. - You mean wires? - I don't know words, Ryan, okay? - We didn't all go to Stanford Law School.	My point is you can't stop looking for answers.	Ce que je veux dire, c'est que tu ne peux pas arrêter de chercher des réponses.
informal	 	- I appreciate that. - - All right, Jake. Take care, now. - - All right, later, DC. - - I'll see you around, Jake. - - Sure.	- You wanna sit?	- Tu veux t'asseoir ?
informal	 	And if I need help? - Then you're not the man I thought you were. - Ciao. - Let's run it. - What?	We know you just came back from seeing your little Italian friend.	On sait que tu viens de voir ton amie italienne.
informal	 	Ann, we consistently disagree on "who wore it best." - You still use an iPad one. - You read books all the time. - Okay, how about my "oh-no-nos" for you? - You make me see terrible movies, and then you talk through them.	"You put 20" rims on your volkswagen golf, and you insist on being introduced as "the brown Gosling."	Tu mets des jantes de 20 pouces sur ta Golf. Et tu veux absolument qu'on t'appelle "le Gosling bronzé".
informal	 	Doesn't that prove something to you? - No, it doesn't. - Okay. Here's the deal. - I reserved a suite tonight. - Are you crazy?	God, you can't do that here.	Seigneur, tu ne peux pas réserver ici.
informal	 	If it didn't preempt y-your feelings for me, it certainly put them on a shelf. - Who? - Wh-who did I love? Look around the room. - It wasn't me. - M-me?	You're jealous of your own daughter?	T'es jalouse de ta fille ?
informal	 	- Bloody hell! - - Probably went downstairs and outside. - Let's hope so. - Hello? - Hello?	Where are you?	Où es-tu ?
informal	 	I've got to get my hair done. - See you later. - See you. - Mitch! - How are you?	- Which one would you like?	- Lequel tu veux?
informal	 	Holly? - We may be in big trouble, but that rocked! - I swear the CIA should hire us. - Nobody saw anybody. - I mean, are we great, or what?	Your uncle does crossword puzzles in pen.	Ton oncle fait ses mots croisés au stylo.
informal	 	Yeah, yeah. It's to... it's totally casual. - Um, you know what? You sit tight and I'm gonna get you some cobbler to go, all right? - Hey, Soph. I can't believe Jeremy had the to show up to the dance with Amanda. - Yeah... That's awesome that you still came, though. - And I think you look beautiful.	And your Uncle's not so bad either.	Et ton oncle est pas mal non plus.
informal	 	No, you take the list. - You're the one who knows what to do with it. - - I'm going back out there... - - No! No, Fiona. - Listen to me.	You go back out there, you know what's gonna happen.	Si tu y retournes, tu sais ce qui arrivera.
informal	 	Yeah, I know. - Come on, sweetheart. - Zoey, are you in or out? - I'm bluffing. - I'm sorry.	You want to see my hand, you better raise or call.	Si tu veux voir ma main, il vaudrait mieux relancer ou te coucher.
informal	 	Take a seat. - I heard you were sick, but, uh, I didn't expect it to be this bad. - I need to ask you a favor. - Okay. - Like you said, there's a lot of history between us not all of it good.	Legally speaking, with your grandmother not fit and all you're my eldest remaining heir.	Légalement parlant, avec ta grand-mère pas en état, tu es l'héritier le plus âgé qu'il me reste.
informal	 	Take this. - Give me the Halligan. - What? - Give me the halogen! - Here, here. Sorry.	Hey, Tommy, where are you?	Tommy, où es-tu ?
informal	 	They are hired at the dressmaking department... and they get a good salary. I can tell Martin to arrange a job like that for Ingel. - Can Martin do that? - - Yes, he can. He'll do what I want. Tell him to bring Ingel and Linda back then. - - You're asking too much. - Please. Nothing else matters. - The nightgown isn't Ingel's. It's mine. - You've slept with it the whole time and haven't noticed. - I had to give you a nightgown... because you whined and said you needed one.	Why don't you ever come with me? Why not even this time?	pourquoi tu viens jamais avec moi?
informal	 	I got a reputation, baby - - Hi. - Hi. - - Um, I did a little thinking about last night, - - Mm-hmm. and I think that now is the time that we had our little talk. - - About what?	- Us. You know, me.	Tu sais, toi et moi.
informal	 	So let's execute! - Hands in, "shakespeare" on three. - Everybody, know your lines and be awesome. - One, two, three. All: - Shakespeare!	- I see what you're dealing with here. - Shh!	Je vois ce que tu voulais dire.
informal	 	- Sure, thank you. - - Do you know any, like, coaches? - - Come with me. - - Victor, go like this: - - Yeah?	You taste that?	Tu sens ce goût?
informal	 	- Hello? - - Hello, honey. - I'm sorry to get you out of bed. - Oh, that's all right. - What is it?	Listen, dear, you know our general delivery box at the post office?	Écoute, te souviens-tu de notre boîte à la poste ?
informal	 	Go home, tell her that it's over and leave her. - - I can't. - What? You're an amazing guy. - You wouldn't be here with me right now unless you knew something was missing in your life. - You can't force things. - I mean, relationships, they either work, or they don't.	I could be your last chance at happiness.	Si j'étais ta dernière chance d'être heureux ?
informal	 	Uh... I haven't gone through all of them. - May I? - Is this the only one, or are there more? - I thought only the parents were poisoned, but the students are too. - The parents?	You know how many phone calls I got because of that YouTube clip?	Tu sais combien d'appels j'ai reçus à cause de ce clip sur YouTube ?
informal	 	Despite your worst efforts, I am completely charmed by you, rufus humphrey. - Thanks, I think. - Okay. - Here's where we are. - Dating 101, lesson 1.	In two days, you're gonna call me And thank me for forgiving you of your dating faux pas.	Dans deux jours, tu vas m'appeler et me remercier de t'avoir pardonné pour ton précédent faux pas.
informal	 	I came to see if you are OK. - - Because your head was a... - - It's fine, I'm fine. - You need to go now. - What?	You need to go now.	- Maintenant tu dois partir.
informal	 	= l gotta go. - = Hello? - = My battery's running out. - = Well, charge it up! - No manners...	Shouldn't you at least pretend you're sorry?	Tu ne pourrais pas au moins faire semblant d'être désolée?
informal	 	Hey, I'm not trying to be controversial here. - But if you had taken my advice you wouldn't be suffering this abject humiliation. - It was just bad luck, that's all. - Bad luck? - Or bad judgment. Oh.	I told you you weren't ready, and I was right.	Je t'ai dit que tu n'étais pas prêt, et j'avais raison.
informal	 	Our reputation soon began to cross borders, like they say. - Well? - What did they tell you? - We talked about trade, friendship. - Latin simplicity and American spirit.	- Will you join the Organization?	- Tu vas entrer dans L'Organisation ?
informal	 	- Her nephew. - It's the next floor. - Sorry. - - Anybody see you? - - No.	- You're crazy to come here.	- Tu es fou d'être venu ici.
informal	 	- It starts in our cell. - - In our cell? - To tell you the truth, it's already started. - Ah. - Are you crazy? !	You think I want to break out of here?	Tu crois que je veux m'évader d'ici?
informal	 	Okay, I am going to stay late and help him get everything in order. - Hey, just keep in mind that cutting him some slack is one thing. - Doing Donna's job is another. - It's just one day. - It's not gonna last forever.	- How'd you find me here?	Comment m'as-tu trouvé ici ?
informal	 	Nice dumper, baby girl. - What the hell did you say? - I thought this dude was a lady on account of his girly butt, and now I'm in danger. - Tough guy, huh? - Now, if you mess with Randy here, I'm gonna tell you what's gonna happen to you.	So back off, and P.S., your butt wasn't that good anyway.	Alors, dégage, et P.S. : ton cul n'est pas si bien que ça.
informal	 	Elvis is God! - I never pictured God with a fat gut in a corset singing "My Way" at Caesar's Palace! - Don't upset your father. - - Who are your influences? - Uh... - Barry Manilow.	- Who are your influences?	- Qui sont tes influences?
informal	 	No, tell them I already know what happened. - Peter Winant broke into Sophie Cullen's home. - He killed her husband, stabbed her and raped her. - Wait a second. - How can you know that?	You don't dream anymore.	Tu ne rêves plus.
informal	 	You know, maybe the two of us could... fool around a little. - Fool around? - ! - The only "fool around" here is you! - Well, we may as well watch her demo.	I can't believe you're going to spend our anniversary watching football!	Je ne peux pas croire tu ais passé notre anniversaire à regarder le foot!
informal	 	I could hear them gasp. - They masturbated. - I do not know what I'm saying. - I'm sick. - For once, you listen to me.	You never listen to me.	Tu ne m'as jamais écoutée.
informal	 	You paged me? - Yeah. - I need you at ENCOM at 8:00 a.m. - What about the board?	You're chairman now.	Tu es président, maintenant.
informal	 	I'll do it myself. - It's Seryozha. - - Hi. - Hi. - - Hi. - - What are you doing?	What are you doing?	Que fais-tu? C'est mon ami.
informal	 	- I mean, wait. - I was just wondering, if-if you were thinking about maybe kissing me... ever. - You mean, uh, like now ? Or not. - Um, it's just that... - Y'know, we've had like four dates. And one of them involved formal wear which really makes it more like six dates. And-and personally I think they've all been very nice, but, y'know, if you don't like me...	You're the only person who understands why a turtleneck vest is stupid.	Tu me plais. Tu es la seule à comprendre qu'un débardeur à col roulé est stupide.
informal	 	We talked, and I think... - - Brennan. - - You know what? - Just keep it to yourself. - - We'll be right there.	- You can have all the fries you want.	- Tu peux prendre toutes les frites.
informal	 	I actually was drunk from before. - I went into your yard and... - So that's it. - There you have it. - Well, you know, it sounds like it was an accident.	- Why didn't you tell me?	- Pourquoi tu ne m'as rien dit ?
informal	 	Is that worth ruining a career over? - He was just some jerk making stupid comments. - Ever since high school, it's been jerks making stupid comments. - I'm sick of it. - Look, Jase, I know you're in an awkward position.	But I need you to back me on this, okay?	Mais j'ai besoin que tu me soutiennes, d'accord ?
informal	 	I rode an elephant in Bangkok last week. - I watched the sun set over Patagonia the week before that. - Which is not nearly as interesting as you think it is. - How would you know? - You don't even have a passport.	If you wanna trot around God-knows-where, throw your education away to serve coffee to strange men and that sort of thing, I can't stop you!	Si tu veux trotter dieu sait où, abandonner ton éducation pour servir du café à un étranger ou ce genres de choses, je ne peux pas te stopper !
informal	 	- Dissatisfaction? - I rode an elephant in Bangkok last week. - I watched the sun set over Patagonia the week before that. - Which is not nearly as interesting as you think it is. - How would you know?	You don't even have a passport.	Tu n'as même pas de passeport.
informal	 	It most certainly is not fun. - I know...because I've been on the other side. - You see, I was once cheated on. - Elsa was my first love. - We met at university.	You mean you met in college.	Tu veux dire à l'université.
informal	 	Well, I'm not gay, either. - But it's March, and where I come from, - March is Prison Rules month. - March is? - Hey, man, it's not all my fault.	I mean, you wanted me to kiss you.	Je veux dire, tu voulais que je t'embrasse.
informal	 	Some kind of plague? - Where is he now? - They were just taking him down to Pathology. - The next thing anybody knew, three hours later, - Mrs. Cushing said there was a dead man in the holding room.	You don't find anything a little grotesque about all this?	Tu ne trouves pas ça un peu grotesque?
informal	 	So these two guys with money - Take you out to a fabulous dinner, - Everybody's having a great time, - And you're feeling guilty because? - I don't know.	Betty, you deserve to have fun more than anybody i know.	Betty, tu mérites plus que quiconque de passer du bon temps.
informal	 	There's gotta be something I can do for you - Don't worry about me What did I tell you? - Focus - We've got Talmadeus on his heels You need to hit him at his camp - A direct attack will really make him cautious Take these	Xena, are you gonna die?	- Tu vas mourir ?
informal	 	Why are you trying out for the team? - Because you're gonna get hurt. - - Don't be cynical. - - Cynical? - Hi, honey.	You watch my stuff for me, please?	Tu peux surveiller mes affaires ?
