src_ctx	src	trg
In 1948, her family sent her to study at St. Josephs's Convent in Kalimpong, India. In 1953, she went to Allahabad, India and enrolled at Kamla Nehru Memorial Hospital to pursue her long cherished goal to become a nurse.	Returning to Kathmandu, [pr] joined Kanya High School and finished 10th grade.	Nach ihrer Rückkehr nach Kathmandu ging sie an die Kanya High School und schloss die 10. Klasse ab.
She won the Hamburg Marathon in 2013 and the Mexico City Marathon in 2016. The following year she placed sixth in the 5000 metres at the 1999 European Athletics Junior Championships held in Riga.	Lobačevskė started out as a track runner and in 1998 [pr] represented [pr] country in the 3000 metres at the 1998 World Junior Championships in Athletics.	Lobačevskė begann als Läuferin in der Leichtathletik und vertrat ihr Land 1998 bei den Leichtathletik-Juniorenweltmeisterschaften 1998 über die 3000 Meter.
She is a member of the Nigerian Library Association (NLA) and a two-time Vice Chairman of Nigeria Library Association, Information Technology (NLAIT) Section. Ezeani has edited two Library and Information Science books and also co-authored a book in Science Education.	[pr] is also a current Council member of the NLA.	Sie ist zudem ein aktuelles Beiratsmitglied der NLA.
She was also the first woman CEO in all of Barclays Bank's African subsidiaries at the time. She worked previously as a businesswoman, accountant, and bank executive.	Margaret Mhango Mwanakatwe is a Zambian politician who was the Minister of Finance from 14 February 2018 to 14 July 2019.	Margaret Mhango Mwanakatwe ist eine sambische Politikerin, die vom 14. Februar 2018 bis zum 14. Juli 2019 Finanzministerin war.
Following his internship, Omaswa worked as a medical officer from 1970 until September 1974, when he left for further studies in the United Kingdom. Francis Gervase Omaswa, MBChB, MMed, FRCS (Edin), FCS (ECSA), is a Ugandan cardiovascular surgeon, academic and administrator.	[pr] trained as a cardiothoracic surgeon.	Er machte eine Ausbildung zum Herz-Lungen-Chirurgen.
In 1910 she entered Newnham College at the University of Cambridge and was one of the first three women to study Mechanical Sciences there although, like all women until 1948, she could not graduate with a degree or become a full member of the University. Rachel Mary Parsons was born in 1885, to Sir Charles Algernon Parsons and his wife Katharine (d.1933), the daughter of William Froggatt Bethell of Rise Park, East Riding of Yorkshire.	Rachel Mary Parsons (1885–1956), engineer and advocate for women's employment rights, was the founding President of the Women's Engineering Society in Britain on 23 June 1919.	Rachel Mary Parsons (1885–1956), Ingenieurin und Fürsprecherin der Arbeitsrechte für Frauen, war die Gründungspräsidentin der Women’s Engineering Society in Großbritannien am 23. Juni 1919.
After graduation from University of Düsseldorf, she worked as assistant physician, specialist and assistant medical director. In 2017, she worked in Bremen.	In addition, [pr] has worked with Reiner Körfer \[de] in Bad Oeynhausen, Essen and Duisburg to develop a new type of artificial heart without wires and external power sources.	Darüber hinaus hat sie in Bad Oeynhausen, Essen und Duisburg mit Reiner Körfer \[de] zusammengearbeitet, um einen neuen Typ von künstlichem Herz ohne Kabel und externe Energiequellen zu entwickeln.
During her time in Fiji she was part of the Fiji table tennis team that won gold at the 1963 South Pacific Games. Otobed graduated from the Central Medical School in 1965, also winning numerous awards, including the Principal's Presentation for the top female student, the Glazo-Allenburgs prize for the highest grade average and the British Medical Association gold medal for academic excellence in surgery.	The following year [pr] was Fijian national champion in women's singles, women's doubles and mixed doubles.	Im darauffolgenden Jahr war sie im Einzel der Frauen, im Doppel der Frauen und im gemischten Doppel nationale Meisterin von Fidschi.
All they have to do is just support them in terms of looking for money, looking for food, and looking after the babies and the families". Milikini Failautusi (born 2 February, 1990) is an activist from Tuvalu in the areas of youth, climate change, gender, human rights, indigenous rights, and sexual reproductive health and rights.	[pr] actively works for equal participation of women in government and leadership, equal wages for women, and calling for a stop to domestic and gender based violence	Sie setzt sich aktiv für die gleichberechtigte Teilnahme der Frauen in Regierungs- und Führungspositionen und für gleiche Löhne für Frauen ein und fordert ein Ende der häuslichen und geschlechtsspezifischen Gewalt.
She studied at the Russian National Research Medical Institute in Moscow, graduating in pediatric anesthesiology. On returning to Russia, she worked at the First Moscow Hospice, after which she moved to Ukraine.	In 1986 [pr] emigrated to the US, where [pr] studied palliative care and became involved with the work of hospices.	1986 wanderte sie in die USA aus, wo sie Palliativmedizin studierte und sich mit Hospizarbeit beschäftigte.
Mamitu Gashe is an Ethiopian surgeon who is a specialist in repairing obstetric fistula, and was named by the BBC in its 100 Women list of 2018. Suffering from obstetric fistula, Gashe was brought to the Princess Tsehai Hospital that offered free surgery for the condition.	[pr] had decided to become an obstetrics surgeon after almost dying during childbirth at the age of 16 in 1962.	Sie entschied sich, Chirurgin für Geburtshilfe zu werden, als sie 1962 im Alter von 16 Jahren bei der Entbindung beinahe starb.
She attended the University of Jordan, earning a bachelor's degree in 1997 and a master's degree in 2000. For her master's degree she specialized in developmental and reproductive biology under Hameed Al Haj.	[pr] was placed in a biology program as an undergraduate due to [pr] high test scores.	Sie erhielt in ihrem grundständigen Studium wegen ihrer guten Prüfungsergebnisse einen Platz in einem Biologieprogramm.
His father owned a small estate in County Mayo. He was an active member of the Royal Irish Academy, and collected and rescued many examples of Irish traditional music.	[pr] was trained as a lawyer and became sub-commissioner of public records in Dublin Castle.	Er machte eine Ausbildung zum Anwalt und wurde Unterbeauftragter für öffentliche Aufzeichnungen im Dublin Castle.
A native of Havana, Abella received her library technician degree in 1955, a professional publicist certificate in 1957, and a PhD in 1958. She worked as a librarian at Assumption Academy until she was hired as an acquisitions librarian for the Otto G. Richter Library in 1962, specializing in Spanish and Hispanic materials.	[pr] served as the head of the circulation department for the National Library of Cuba from 1960 to 1961, at which point [pr] left the island for Miami, Florida, as a political refugee.	Sie war von 1960 bis 1961 Leiterin der Ausleiheabteilung der kubanischen Nationalbibliothek, bevor sie die Insel verließ und als politische Geflüchtete nach Miami, Florida, ging.
He also tutored in modern languages at that university. The library was named the Borchardt Library after him on his retirement.	In 1965 Borchardt was appointed foundation librarian at La Trobe University where [pr] worked until [pr] retired in 1981.	1965 wurde Borchardt zum Gründungsbibliothekar der La Trobe University ernannt, wo er bis zu seinem Ruhestand im Jahr 1981 arbeitete.
His maternal grandfather was John Chapman Andrew and his maternal grandmother was Emma Fendall. During his time studying in London, he visited the site of an early attempt to put a tunnel under the river Severn, an endeavour undertaken by his ancestor William Fendall among others.	[pr] was educated at Nelson College from 1908 to 1914, the University of London and the University of Grenoble.	Er besuchte von 1908 bis 1914 das Nelson College, außerdem die University of London und die University of Grenoble.
Shurgaya graduated from Tbilisi State Medical University in 1981. In 1992 she defended her thesis on “Neyromioplastic operations in paralysis and paresis of mimic muscles”.	Since 1985 [pr] was in residency later followed by postgraduate and doctoral studies at the Central Institute of Advancement of Medics (presently known as the Russian Medical Academy of Postgraduate Education – RMAPO ).	Seit 1985 war sie in der fachärztlichen Ausbildung, später gefolgt vom postgradualen und dem Promotionsstudium am Central Institute of Advancement of Medics (derzeit bekannt als Russian Medical Academy of Postgraduate Education – RMAPO).
In 2019, she captured the gold medal in the 20 km race walk event of the European Athletics U23 Championships held in Gävle, Sweden. She was disqualified after a fourth red card.	In 2019, [pr] competed in the women's 20 kilometres walk event at the 2019 World Athletics Championships held in Doha, Qatar.	2019 trat sie in der Disziplin 20-km-Gehen der Frauen bei den Leichtathletik-Weltmeisterschaften 2019 in Doha, Katar, an.
She was the first Zambian and first female chief executive at Barclays Bank of Zambia. Margaret Mhango Mwanakatwe is a Zambian politician who was the Minister of Finance from 14 February 2018 to 14 July 2019.	[pr] was also the first woman CEO in all of Barclays Bank's African subsidiaries at the time.	Sie war zu der Zeit außerdem der erste weibliche CEO in sämtlichen afrikanischen Tochtergesellschaften der Barclays Bank.
Vivienne Apopo holds the degree of Master of Business Administration (MBA), obtained from Edith Cowan University in Australia. Prior to her employment at EADB, Ms. Apopo worked for the African Development Bank (AfDB), as the Resident Representative and Country Manager for Zambia.	[pr] also holds the degree of Master of Laws (LLM), from the University of London.	Sie hat außerdem einen Abschluss als Master of Laws (LLM) von der Universität London.
Winatho has been particularly successful at the Southeast Asian Games, where her achievement include three heptathlon titles, three 400 m hurdles title, and a haul of three golds at the 2007 Games (with a heptathlon Games record of 5889 points). Winatho won her first junior medals at the Asian Junior Athletics Championships, twice finishing as runner-up to Irina Naumenko in 1997 and 1999 in the heptathlon.	At the continental level, [pr] has won pentathlon medals at the Asian Indoor Games and the Asian Indoor Athletics Championships.	Auf kontinentaler Ebene hat sie bei den Asian Indoor Games und bei den Leichtathletik-Hallenasienmeisterschaften Medaillen im Fünfkampf gewonnen.
In 1917-18 she taught German language at her alma mater. With the newspaper library in poor condition after World War I, she compiled newspaper cataloguing rules in 1923 and directed the furnishing of a newly built warehouse in 1926.	In 1918 [pr] began as a trainee at the National Széchényi Library (Országos Széchényi Könyvtár) in Budapest and in 1922 became an assistant library warden.	1918 begann sie als Auszubildende an der Széchényi-Nationalbibliothek (Országos Széchényi Könyvtár) in Budapest, wo sie 1922 stellvertretende Bibliotheksleiterin wurde.
While attending a court proceeding of a juvenile offender in the 1950s, Hylton was alarmed that the child was being treated by the courts as an adult. Pressing for change in the system, she was instrumental in the passage of several pieces of legislation concerning offenders rights, and was referred to as the "Mother of Probation".	Hylton was not the first to work with juveniles, but [pr] was the first to bring [pr] concerns to the government.	Hylton war nicht die erste, die sich um die Jugendlichen kümmerte, aber sie war die erste, die ihre Bedenken der Regierung mitteilte.
Mekfoula Mint Brahim is President of Pour une Mauritanie Verte et Démocratique (For a Green and Democratic Mauritania), a non-governmental organisation founded in 2009 which works with young people to protect and promote human rights and leads women empowerment projects in rural areas. She has suffered a smear campaign in social media by religious groups and received numerous death threats.	[pr] has been using traditional and social media to speak out against discriminatory practices in Mauritania, including against women and members of the Haratin and Afro-Mauritanian communities, and against reprisals against human rights defenders.	Sie nutzt traditionelle und soziale Medien, um ihre Stimme gegen die diskriminierenden Praktiken in Mauretanien, darunter gegen Frauen und Mitglieder der Haratin- und afro-mauretanischen Gemeinden, sowie gegen Repressalien gegen Menschenrechtler zu erheben.
She left after working there for 18 years. Chia became the first woman to serve as Chief Executive Officer of a bank in Malaysia when she became CEO of RHB Bank in the 1990s.	[pr] was awarded the CEO Eagle Pin, becoming the first woman in Malaysia to be awarded it.	Ihr wurde die CEO Eagle Pin verliehen, wodurch sie die erste Frau in Malaysia wurde, die sie erhielt.
When she was 10, the family moved to Dakar, Senegal, where she spent the remainder of her childhood. Upon her return to Senegal, she began to teach dance locally, both privately and as part of the local secondary education system.	After showing a natural ability in dancing, [pr] decided to pursue this as a career, moving to France in the 1960s to study modern dance and ballet.	Nachdem sie im Tanzen eine natürliche Begabung an den Tag legte, entschied sie sich, dies als Beruf auszuüben. In den 1960ern zog sie nach Frankreich, um modernen Tanz und Ballett zu studieren.
Ivan Gevorkian was born in the village Karmir, near the city of Gavar in Armenia.He graduated from medical school in Leningrad in 1930. From 1952-1979 Gevorkian was the chairman of the Department of Surgery of Yerevan State Medical Institute.	During World War II [pr] was a military surgeon, and from 1943, [pr] served as the Chief Surgeon of Yerevan Military Hospital.	Im Zweiten Weltkrieg war er Militärarzt, und ab 1943 diente er als Chefchirurg im Militärkrankenhaus Jerewan.
Golding has a plaque in Hay on Wye where she grew up. Margarette "Peggy" Golding (born Margarette Owen; November 1881 – 1939) was a Welsh born nurse and businessperson who was the founder of the "Inner Wheel" club in Manchester that has grown to be an international organisation open to the wives of members of the Rotary Club.	It was thought at one time that [pr] had been born there.	Es wurde angenommen, dass sie dort geboren worden war.
She has won multiple awards for her work on breast cancer, and is known as an advocate for allowing young women in the Arab world to choose a career in science. Tahtamouni was the third of six children and was raised in Irbid in northern Jordan, a city known for its well-educated residents.	In 2016, [pr] was named one of BBC's 100 Women.	2016 wurde sie zu einer der 100 Women der BBC ernannt.
Karwah's father was a doctor. They began dating shortly afterwards.	[pr] met [pr] future husband, James Harris, at a mutual friend's in 2013 after both had recently ended previous relationships.	Sie lernte ihren zukünftigen Ehemann, James Harris, 2013 bei einem gemeinsamen Freund kennen, nachdem beide kürzlich ihre vorherigen Beziehungen beendet hatten.
His mother, Rosita Banatao, was a housekeeper.Banatao is known for his rags to riches story. He pursued his secondary education at the Jesuit-run Ateneo de Tuguegarao.	During [pr] childhood, [pr] walked barefoot on a dirt road just to reach Malabbac Elementary School.	Als Kind lief er barfuß über eine Schotterstraße, nur um zur Malabbac Elementary School zu gelangen.
His parents were Yafesi Ijookit and Matilda Acom. After passing his Primary Leaving Exanimations, he joined Holy Angels Junior Secondary School in Soroti District for his Junior One and Two.	[pr] attended Mukura Primary School from P1 to P4, then transferred to Koloin Primary School from P5 to P6.	Er besuchte die Mukura Primary School von der P1 bis zur P4 und ging dann von der P5 bis zur P6 an die Koloin Primary School.
Winatho won her first junior medals at the Asian Junior Athletics Championships, twice finishing as runner-up to Irina Naumenko in 1997 and 1999 in the heptathlon. Wassana Winatho (Thai: วาสนา วินาโท; born 30 June 1980, in Prachinburi), also known as Amornrat Winatho and Vassanee Vinatho, is a Thai track and field athlete who specialises in the heptathlon and the 400 metres hurdles.	[pr] made [pr] senior debut at the 1998 Asian Games and [pr] narrowly missed out on a medal, scoring 5630 points for fourth place.	Ihren Einstand bei den Senioren gab sie bei den Asienspielen 1998 und verpasste nur knapp eine Medaille, als sie mit 5630 Punkten den vierten Platz erreichte.
In spite of his religious formation, Godoi had become a mason and a freethinker. He was born in Asuncion on November 12, 1850.	Juan Silvano Godoi (November 12, 1850 – January 1926) was a librarian and intellectual at the time of the Paraguayan national reconstruction.	Juan Silvano Godoi (12. November 1850–Januar 1926) war Bibliothekar und Intellektueller zur Zeit des nationalen Wiederaufbaus in Paraguay.
He joined then-Governor Yasuo Matsushita in expressing official remorse by leaving the bank. He also became deputy chairman of the Japan Association of Corporate Executives.	[pr] then became chairman of the Fujitsu Research Institute, a private policy group.	Anschließend wurde er Vorsitzender des Fujitsu Research Institute, einer privaten Politikgruppe.
However this did not result in gaining office in the Marape government. Sir Mekere was born in 1946 in Kukipi, a coastal village east of Kerema in the Gulf Province of Papua New Guinea.	[pr] lost with 8 votes against 101 votes for James Marape in June 2019.	Bei der Abstimmung im Juni 2019 verlor er mit 8 zu 101 Stimmen gegen James Marape.
Chandrima Shaha (born 14 October 1952)  is an Indian biologist, currently President of Indian National Science Academy (2020-22), and Professor of Eminence at the National Institute of Immunology. She was the Vice President (International) of the Indian National Science Academy (2016–2018).	[pr] is the former Director of the Institute.	Sie ist die ehemalige Direktorin des Instituts.
She was also a secondary school teacher at Jinja secondary school and Iganga progressive king of kings from 2000 to 2004. Egunyu has served as member of parliament of Uganda from 2011 to date. 	[pr] served as vice chairperson committee on agriculture, animal industry and fisheries from 2011 to 2013.	Von 2011 bis 2013 war sie stellvertretende Vorsitzende des Ausschusses für Landwirtschaft, Tierindustrie und Fischerei.
Abella started the Cuban collection with a few materials in 1962 . The library also has an eponymous collection, the "Rosa M. Abella Collection, 1996-1997," which contains archival material related to the 1996 shootdown of two Brothers to the Rescue planes by a Cuban Air Force MiG-29UB.	[pr] worked with fellow librarians like the poet Ana Rosa Núñez to build the library's Cuban and Cuban exile collections, and [pr] was instrumental in the founding of its Cuban Heritage Collection.	Sie arbeitete mit anderen Bibliothekarinnen und Bibliothekaren wie der Dichterin Ana Rosa Núñez zusammen, um die kubanische und exilkubanische Sammlung der Bibliothek aufzubauen, und leistete einen maßgeblichen Beitrag zur Gründung der Cuban Heritage Collection.
She has been named The Mother of Pakistan. She heads the Edhi Foundation, and with her husband received the 1986 Ramon Magsaysay Award for Public Service.	[pr] was born in 1947 in Bantva.	Sie wurde 1947 in Bantva geboren.
In 1988 she relocated to New York City, where she became a client banker covering the U.S. pharmaceutical industry. She has held senior executive roles in Asia, Australia, Europe and the United States.	Olga Louise Zoutendijk (Curacao, 1 March 1961) is a global business woman and banker.	Olga Louise Zoutendijk (Curaçao, 1. März 1961) ist eine globale Geschäftsfrau und Bankerin.
He is a senior scientist at the Sainsbury Laboratory and professor of biology at the University of East Anglia (UEA). Kamoun grew up in Tunisia.	Kamoun is known for contributions to our understanding of plant diseases and plant immunity.	Kamoun ist bekannt für Beiträge zu unserem Verständnis von Pflanzenkrankheiten und Pflanzenimmunität.
In 1953, she went to Allahabad, India and enrolled at Kamla Nehru Memorial Hospital to pursue her long cherished goal to become a nurse. She had been inspired to become a nurse by the tales she had heard as a child about how nurse Vidyabati Kansakar had cared for the injured during the great earthquake of 1934 in Kathmandu.	Two years later, [pr] received [pr] Diploma in Midwifery.	Zwei Jahre später erhielt sie ihr Diplom in Geburtshilfe.
She represented her country in the marathon at the 2012 Summer Olympics and the 2011, 2013 World Championships in Athletics and 2016 Summer Olympics. Lobačevskė started out as a track runner and in 1998 she represented her country in the 3000 metres at the 1998 World Junior Championships in Athletics.	[pr] won the Hamburg Marathon in 2013 and the Mexico City Marathon in 2016.	Sie gewann den Hamburg-Marathon im Jahr 2013 und den Marathon von Mexiko-Stadt im Jahr 2016.
He is a graduate of the first officers training course for physicians and Platoon Commanders’ course of the Israeli Tank Corp. After serving in the Israeli Defense Forces, he began in 1978 his urology residency at the Sheba Medical Center in Tel Hashomer, finishing it in 1984.	In 1982 while on reserve duty [pr] was severely injured at Beirut Airport and was honorably discharged with the rank of Major.	1982 wurde er als Reservist am Flughafen Beirut schwer verletzt und mit dem Dienstgrad Major ehrenhaft aus dem Dienst entlassen.
After a longer break, Bessala gained back the African title from his fellow countryman, Bechir Boundka in June 1978. Bessala retired from boxing shortly thereafter.	[pr] aimed to defend this title again in [pr] 16th fight, but Mimoun Mohatar from Morocco knocked him out in the 12th round in December 1978.	Er wollte diesen Titel in seinem 16. Kampf erneut verteidigen, doch Mimoun Mohatar aus Marokko knockte ihn im Dezember 1978 in der 12. Runde aus.
Chia became the first woman to serve as Chief Executive Officer of a bank in Malaysia when she became CEO of RHB Bank in the 1990s. In 2013, she was named one of Forbes Asia's "50 Businesswomen In The Mix".	[pr] became the CEO of Hong Leong Bank in 2003 or 2004.	Sie wurde 2003 oder 2004 CEO der Hong Leong Bank.
Upon her return to Senegal, she began to teach dance locally, both privately and as part of the local secondary education system. After choreographing dance to the poem Femme Noir, Femme Nu, she came to the attention of the author - President Léopold Sédar Senghor of Senegal.	During this period [pr] developed a new style, which [pr] would later call the "African dance".	In dieser Zeit entwickelte sie einen neuen Stil, den sie später als „African Dance“ bezeichnen sollte.
He worked as an engineer at Mullard Research Laboratories (later called Philips Research Laboratories), Redhill, Surrey, England, from 1966 to 1967. John William Bandler OC FRSC FCAE (born 9 November 1941) is a professor, engineer, entrepreneur, artist, speaker, playwright, and author of fiction and nonfiction.	From 1967 to 1969 [pr] was a Postdoctoral Fellow and Sessional Lecturer at the University of Manitoba, Winnipeg, Canada.	Von 1967 bis 1969 war er Postgraduiertenstipendiat und sitzungsweise Dozent an der University of Manitoba, Winnipeg, Kanada.
At the age of 13 he was enrolled in Finnish National Ballet School for classical training. Elo was signed by the Finnish National Ballet at 16, and acquired experience not only of stage, but also of opera and ballet production processes.	Later, 1979–80, [pr] studied in the Kirov Ballet School (Vaganova Academy), which under the Soviet era was the name of the Maryinsky Ballet School in St. Petersburg.	Später, 1979–80, studierte er an der Kirow-Ballettschule (Waganowa-Akademie), wie die Mariinski-Ballettschule in St. Petersburg in der Sowjetzeit hieß.
Nohl grew up in the Rhineland area of Germany and studied electrical engineering at the Heidelberg University of applied sciences from 2001 to 2004. Since 2010 Nohl has served as the Managing Director and Chief Scientist of the Berlin-based consultancy and think tank, Security Research Labs.	From 2005 to 2008, [pr] earned [pr] PhD at the University of Virginia on Implementable Privacy for RFID Systems.	Von 2005 bis 2008 promovierte er an der University of Virginia zu umsetzbarem Datenschutz für RFID-Systeme.
He then studied at St. Mary's College Kisubi, for both his O-Level and A-Level education. In 1974, he received a Master of Medicine in surgery degree from Makerere University.	In 1964, [pr] was admitted to the Makerere University School of Medicine, graduating in 1969 with a Bachelor of Medicine and Bachelor of Surgery degree.	1964 wurde er an der medizinischen Fakultät der Makerere-Universität aufgenommen, die er 1969 mit dem Bachelor of Medicine und dem Bachelor of Surgery abschloss.
Sergelen Orgoi FACS is a Mongolian surgeon best known for developing low cost liver transplantation and laparoscopic surgery in Mongolia. She is a Professor of Surgery and the Head of Surgery Department at the Mongolian National University of Medical Sciences, and Vice President of the Mongolian Surgical Association.	[pr] is an Honorary Fellow of the American College of Surgeons (ACS).	Sie ist Ehrenmitglied des American College of Surgeons (ACS).
Germaine Acogny (born 1944), is a Senegalese dancer and choreographer. She has been decorated by both countries, including being an Officer of the Ordre des Arts et des Lettres in France, and a Knight of the National Order of the Lion.	[pr] is responsible for developing "African Dance", as well as the creation of several dance schools in both France and Senegal.	Sie ist verantwortlich für die Entwicklung von „African Dance“ sowie für die Errichtung mehrerer Tanzschulen in Frankreich und im Senegal.
He was born in Colima, and later travelled to Mexico City with his family. He was later hired by the government of Chiapas and moved to that state.	[pr] worked there as the director of a natural history museum.	Er arbeitete dort als Direktor des Naturkundemuseums.
Between 1953 and 1956 she was a pupil at Palau Intermediate School. After being accepted into the Central Medical School in Fiji, she attended the Trust Territory School of Nursing until her course began in 1960.	[3]  [pr] then moved up to Pacific Islands Central School, where [pr] was enrolled between 1956 and 1959.	[3] Dann rückte sie in die Pacific Islands Central School auf, in der sie zwischen 1956 und 1959 angemeldet war.
Yvonne Chia (​谢姚依雯; born c. 1953) is a Malaysian businesswoman and banker. She was the CEO of Hong Leong Bank.	[pr] was the first woman in Malaysia to be the Chief Executive Officer of a bank.	Sie war die erste Frau in Malaysia, die Chief Executive Officer einer Bank wurde.
They became the first Korean group to receive a certification from the Recording Industry Association of America (RIAA) for their single "Mic Drop", as well as the first Korean act to top the US Billboard 200 chart with their studio album Love Yourself: Tear (2018). The septet—composed of Jin, Suga, J-Hope, RM, Jimin, V, and Jungkook—co-writes and co-produces much of their own output.	BTS (Korean: 방탄소년단; RR: Bangtan Sonyeondan), also known as the Bangtan Boys, is a seven-member South Korean boy band that began formation in 2010 and debuted in 2013 under Big Hit Entertainment.	BTS (Koreanisch: 방탄소년단; RR: Bangtan Sonyeondan), auch als Bangtan Boys bekannt, ist eine siebenköpfige südkoreanische Boyband, deren Gründung 2010 begann und die 2013 mit Big Hit Entertainment debütierte.
During that time, she was involved in the bank’s 1997 acquisition of a 51 percent stake in Banco Osorno y La Union, the largest bank in Chile, for $495 million. In November 2010, Botín succeeded António Horta Osório as chief executive of Santander UK.	In 2002, [pr] became the executive chairman of the Spanish bank, Banesto.	2002 wurde sie Executive Chairman der spanischen Bank Banesto.
Shurgaya is a Maxillofacial and Plastic surgery expert. She holds three patents on the "Method of treatment of unilateral facial paralysis"	[pr] has more than 100 publications and scientific papers, 10 personal methodologies of operation on the face and is a co-author of two guides on plastic surgery.	Sie kann über 100 Publikationen und wissenschaftliche Arbeiten sowie 10 eigene Operationsmethoden für das Gesicht vorweisen und ist Mitautorin von zwei Handbüchern zur plastischen Chirurgie.
Hardiman is best remembered for his History of the Town and County of Galway (1820) and Irish Minstrelsy (1831), one of the first published collections of Irish poetry and songs. Hardiman Road in Drumcondra, Dublin is named after him.	The National University of Ireland, Galway (formerly Queen's College Galway) library now bears [pr] name.	Die Bibliothek der National University of Ireland, Galway, (ehemals Queen’s College Galway) trägt nun seinen Namen.
Zoutendijk received her higher education in the United States. In 1999, Zoutendijk completed the Advanced Management Program (AMP) at INSEAD in Fontainebleau, France.	[pr] graduated with a Master of International Management Degree (major: Finance) from Thunderbird School of Global Management in 1985 and a Bachelor of Science Degree in Business Administration from San José State University in 1983.	Sie schloss die Thunderbird School of Global Management 1985 mit dem Abschluss Master of International Management (Hauptfach: Finanzwirtschaft) sowie 1983 die San José University mit dem Abschluss Bachelor of Science in Betriebswirtschaftslehre ab.
He carried the flag for his native country at the opening ceremony of the 2004 Summer Olympics, 2012 Summer Olympics, and the 2016 Summer Olympics and was a 100 m semi-finalist at the 2008 Beijing Olympics. He was the bronze medallist over 60 metres at the 2010 IAAF World Indoor Championships and has also won sprint medals at Caribbean regional level.	[pr] came to prominence in 2009 with a 100 m win in the IAAF Golden League and a fourth-place finish at the 2009 World Championships in Athletics.	Er erlangte 2009 durch einen Sieg über die 100 m bei der IAAF Golden League sowie durch einen vierten Platz bei den Leichtathletik-Weltmeisterschaften 2009 Bekanntheit.
After a brief time teaching, Paul began working at the National Bank of Dominica. Upon winning a seat, she was dismissed from her position at the bank and took a position at the Roseau Co-operative Credit Union.	[pr] entered politics in 1990 and ran for a seat in the House of Assembly of Dominica, winning the seat for Saint Joseph District for the United Workers Party (UWP).	Sie ging 1990 in die Politik und kandidierte für einen Sitz im House of Assembly von Dominica, wobei sie für die United Workers Party (UWP) den Sitz für den Distrikt Saint Joseph gewann.
She assumed that position on 15 January 2009. She was born Vivienne Yeda, in Kenya, during the second half of the 20th century.	[pr] also currently serves as a member of the Board of Directors of the Central Bank of Kenya, since 14 March 2011.	Seit dem 14. März 2011 ist sie derzeit auch als Mitglied im Board of Directors der Central Bank of Kenya tätig.
She also currently serves as a member of the Board of Directors of the Central Bank of Kenya, since 14 March 2011. Vivienne Apopo holds the degree of Master of Business Administration (MBA), obtained from Edith Cowan University in Australia.	[pr] was born Vivienne Yeda, in Kenya, during the second half of the 20th century.	Sie wurde in der zweiten Hälfte des 20. Jahrhunderts als Vivienne Yeda in Kenia geboren.
Dr. DeLisle Worrell is a former governor of the Central Bank of Barbados. He has also served as executive director of the Caribbean Centre for Money and Finance (CCMF).	[pr] served as governor from November 2009 until March 2017.	Er diente von November 2009 bis März 2017 als Gouverneur.
She has worked in the public health system as deputy director of the Dr. Luis Gajardo Guerrero Hospital in San Felipe (1988–1989), director of the Aconcagua Health Service (2000–2010), and technical director of the Dr. Jorge Ahumada Lemus Family Health Center in Santa María (2010–2013). The same year, she joined the "Presidential Advisory Commission for the Study and Proposal of a New Model and Legal Framework for the Private Health System", convened by President Michelle Bachelet to reform the system of Social Security Institutions.	In 2013 [pr] took over as director of the San Felipe Campus of the University of Valparaíso.	2013 übernahm sie die das Amt der Direktorin des San Felipe Campus der Universidad de Valparaíso.
She was educated at Newcastle High, Wycombe Abbey, Clarence House (May 1899–April 1900) and finally Roedean from 1900–1903. Rachel Mary Parsons (1885–1956), engineer and advocate for women's employment rights, was the founding President of the Women's Engineering Society in Britain on 23 June 1919.	In 1910 [pr] entered Newnham College at the University of Cambridge and was one of the first three women to study Mechanical Sciences there although, like all women until 1948, [pr] could not graduate with a degree or become a full member of the University.	1910 ging sie auf das Newnham College an der University of Cambridge und war eine der ersten drei Frauen, die dort Maschinenbau studierten, obwohl sie, wie alle Frauen bis 1948, keinen Abschluss machen oder vollwertiges Mitglied der Universität werden konnte.
He was appointed as a lecturer in Psychiatric Nursing in the Department of Nursing Studies, King’s College London, in 1988, was promoted to Senior Lecturer in 1994 and to Professor of Mental Health in 1997. Norman is a cognitive behavioural psychotherapist (CBT) with recent experience of working with people with common mental health difficulties living in the community.	[pr] was appointed Editor-in-Chief of the International Journal of Nursing Studies in 2005.	Er wurde 2005 zum Chefredakteur des International Journal of Nursing Studies ernannt.
Ter Mors competed at the 2010 Winter Olympics for the Netherlands. She was also a member of the Dutch 3000 metre relay team, which finished third in the semifinals and won the B Final, ending up fourth overall.	[pr] placed third in [pr] round one race of the 500 metres and was disqualified in the opening round of the 1000 metres, failing to advance.	Sie wurde bei ihrem Erstrundenlauf über 500 Meter Dritte und wurde beim Vorlauf über 1000 Meter disqualifiziert, weshalb sie die nächste Runde nicht erreichte.
In 2000, he became director of ICANN for the African region. Nii Narku Quaynor is a Ghanaian scientist and engineer who has played an important role in the introduction and development of the Internet throughout Africa.	On Quaynor's return to Ghana from the United States in the early 1990s [pr] established some of Africa's first Internet connections and was involved in setting up some key organisations, including the African Network Operators Group (AfNOG).	Nach seiner Rückkehr nach Ghana aus den Vereinigten Staaten in den frühen 1990er Jahren richtete er einige der ersten Internetverbindungen in Afrika ein und war außerdem an der Gründung mehrerer wichtiger Organisationen beteiligt, darunter der African Network Operators Group (AfNOG).
