src	trg	src_ctx	gender
We are going to put it in the museum.	On va mettre celle-là au musée.	But Simpson, "I heard Walter say, if we are to make a killing, there can be only one leader." - "And if our timing is right, the whole Turkish Army can't stop us."' - Do you know what this is? - It's the... sultan's dagger from the museum. - Not yet.	 
Can I just have a cup of tea and drink it in peace? Jack.	- Puis-je avoir une tasse de thé et la boire en paix ?	Erm...erm...he used to be a choir boy, if that's any use? - - It's no use at all. - - No. - - Feet! - - I know! I've neglected my duties, my standards are slipping.	 
I'll bring it right over.	Je vous l'apporte tout de suite.	You didn't get it? - Really? - Just a second... - Task Error What the hell? - ! Sorry...	 
She marries the wrong man, makes one foolish mistake after another. But when I read it this time, I just fell in love with her.	Elle épouse le mauvais homme, fait tant de folies, de bêtises en enfilade... mais quand je l'ai lu, cette fois, j'ai eu plein d'amour pour elle.	Well, you still have a lot more expertise than the rest of us. - I think I understand your feelings about this book. - I used to have some problems with it myself. - When I read it in grad school, - Madame Bovary just seemed like a fool.	 
Too slow. All right, let's try it again.	Allez, on essaie encore.	Now stick out your pinkie. - Now hold your hand flat like that. - High five! To the side. - Down low. - Too slow!	 
My blood, it could heal her.	Mon sang, ça pourrait la guérir.	You don't have to worry. - Elijah is with me. - That wound should be healing by now. - She never killed anyone, never activated the werewolf Gene. - So she can't heal, not like us.	 
It was great.	C'était super.	But Gibbs had your phone? Yeah. - I left it in the diner last night. - He said he'd leave it here and I could pick it up. - Sorry I made you sit through dinner. - Oh, no, don't be.	 
I can feel it right now just thinking about it.	Rien que d'y penser, je suis toute excitée.	They know that you are really strong. - You're strong as a bull. - You know that that's always gotten to me. - When you used to pick me up and throw me over your shoulder... oh my God, Tony. - You used to get me so hot down there.	 
I suppose you'll want to keep it as a souvenir.	Je pense que vous le garderez comme souvenir.	Good-bye. - I'll come by this evening to pay. - Thank you. - Here's the ring. - That's the little string she sent you for the size.	 
I've been thinking about it for a while.	J'y pense depuis longtemps.	I'm not joking. - What are you talking about? - Nick has gone. I've kept my side of the bargain, and now I want to leave you. - No. What, you're just going to stand up and go after 22 years? - It isn't a spur-of-the-moment thing.	 
Well, don't take it personally. That's how things are done around here. Only way we survived--	Ne le prenez pas personnellement, c'est comme ça que ça se passe ici, c'est la seule façon de survivre.	United States, Asshole? - The initialsare still the same. - Ah, there you are, son. - Thank you for coming. - I didn't have much choice.	 
- It was great.	- Formidable.	I went home, packed my bag, went up to my sister's in Peekskill for a few days. - - When did you get back? - Not until yesterday. - - Welcome back, gentlemen. - - It's good to be back. - - How was your flight?	 
I can get it for you.	Je peux te l'apporter.	Yeah. The more powerful the witch, the quicker the burnout. - That's really not very good. - But I bet the power of three could fix that permanently. - The power of three. - That might work.	 
Oh man, just stop drinking it for a while.	Arrête un peu d'en boire.	I'll get this delivered to the lab. - I'll get the results back to you as soon as possible. - Why are you drinking milk? - What? - Didn't you tell me you were allergic to it?	 
But they need to hear it from you.	Mais ils ont besoin de l'entendre.	What are they doing here? - The case is being re-tried, which means they never received the money they won. - I'm guessing she's worried they're gonna lose their house. - - Are they? - - No.	 
I guess you can't see it from here.	On ne la voit pas d'ici.	How about favorite bug? - Bug? - It's too cold for bugs over here, but in one of Dewey's books, I read about butterflies. - Oh, in Butterfly Cove, there's hundreds of them. - It's in Summer. It's right over...	 
Because I knew you'd be angry and you'd wanna fight it and it was more convenient to make it go away.	Parce que je savais que vous seriez en colère et voudriez vous battre et c'était plus pratique de tout faire disparaître.	Unfortunately, Bette, this is not your first offense. - I don't know what you're talking about. - Nadia's complaint sided Gordon Percy, but she also referred to her encounter with you. - Nadia filled a complaint against me? - So why didn't you tell me about it?	 
Is it worse to have seen it and lost it?	Est-ce pire de l'avoir vue et de l'avoir perdue ?	- Yes. - What are you doing sitting here in the dark? - How do you know it's dark? - The lights aren't on. - Do you remember it? - The light...	 
It would be rude not to. She is my grandmother. And she may not have a kind word for you, but she's always been good to me.	C'est ma grand-mère, et même si vous ne vous entendez pas, elle a toujours été bonne pour moi.	You're not afraid of anything, are you? - You're a fearless child - I'll say that. - I suppose your granny will ask you to stay the night. - You always were her favourite. - Of course I'll stay the night, if she asks me.	 
Eh, don't take it personally.	{\pos(192,200)}Le prends pas pour toi.	Let me show you. - Actually, I have to go to work. - But congratulations, Bree. - It's a beauty. - Was it just me, or was that a little abrupt?	 
You can call it the art of fighting without fighting.	L'art de se battre sans se battre.	Oh, shit! - Do I bother you? - Don't waste yourself. - What's your style? - My style?	 
- What's it about?	- De quoi parle la chanson?	Yeah? - - Yeah you like it too? - What's it about? - What's the song about? - What are you doing?	 
You can't take it with you.	Vous ne pouvez pas l'emporter.	That's before any of the other confirmed victims. - Guess all we need is a positive ID on Joel. - I had this made for Joel for his bar mitzvah. - He had a matching one made for his fianc\e when they got engaged. - Oh, Mrs. Steiner, I'm sorry.	 
I have to pull it from their system.	Je dois récupérer ça chez eux.	If we do and the shooter is here, he'll sense something is wrong. - He could start shooting. - That cell is part of a batch purchased by the Des Plaines police department. - I need a name, Garcia. - It's gonna take a second.	 
OK, no one can find it without this code.	OK, personne ne peut le trouver sans ce code.	That's how he communicates with his followers. - Charlie's here. - OK, so Stone records a message on his computer, then uploads it to a podcasting website, and his followers use a unique identifier to find it: - The name. - And this -- is the name of Abner Stone's podcast.	 
You have four hours to put it together.	Vous avez quatre heures pour tout planifier.	You boys know how to do this. - You get what you want? - I get a bus, you get a third of the hostages. - We go to the airport, get on a plane, you get another third of the hostages. - We land in a country to be named later, you get the rest of the hostages.	 
You don't wanna put it in a bank, do you?	Tu ne veux pas le mettre à la banque?	- Once it's spent, you don't have to worry. - - It'll be a weight off your shoulders. - - You know we're right. - - I wanna secure it. - Secure it? - You wanna put it in a bank?	 
This is kind of weird, but... but I'm just gonna spit it out.	C'est un peu bizarre. Mais je vais quand même le dire.	She's way out of your league, man. - I mean, let's start small. - How about I buy you a blowup doll? - Date with Krista or no lipo. - Okay.	 
You could write it up again.	Vous pourriez la réécrire.	Although, you might want to keep it, suits you. - What about the play? - Gone. - I looked all over, every single copy of Love's Labours Won, went up in the sky. - My lost masterpiece.	 
I'd like to buy it to please her.	J'aimerais ce disque pour lui faire plaisir.	It was on the radio last Sunday evening. - A pop music programme. - The Hit Parade. - I think that's what it's called. - My wife and I really liked the song.	 
I don't want it anymore.	Je ne veux plus de ça.	Faggots! - - Bozo! - Faggots. - This filth has to stop. - I'm sick of it.	 
It was great.	C'était vachement bien.	He said, uh... I don't think 10 euros is expensive. - So, Patricia, Virginie, this is RÃ©my. - Hi. - Pleased to meet you. - We went to see the new show at Beaubourg.	 
You can use it for shelter and power.	Elle vous abritera. Utilisez-la pour l'énergie.	That would make them the number-one all-time advanced civilization. - Some of the people have decided that they would like to stay behind on the planet. - Whoever created this planet will provide for us. - They are our best chance of getting back home. - I am leaving the damaged shuttle behind.	 
At least I wanna hear it from him.	Au moins je veux entendre parler de lui.	No, not a word. - He was so eager. - - I can fix this. - - No, let it go. - I mean, you wouldn't wanna be in business with someone who treats you like that.	 
Listen, there's one thing that I want to tell you before I go, and you can take it or leave it.	Écoute, il y a une chose que je voudrais te dire avant de partir, et c'est à prendre ou à laisser.	So what are you doing here? - Saying sorry. - Saying good-bye. - Boss pulled the plug? - That too.	 
Baby, thank you for dinner. It was... it was great.	Merci pour le dîner, c'était délicieux.	Vince, that's enough. - - You think you can put on some new clothes... - Vince, that's enough! Say some nice things, all of a sudden you different? - No, you the same man. - - I should go, okay? - Oh, no.	 
It takes a special key to open it.	Il faut une clef spéciale pour l'ouvrir.	I've thought about the mini-vault, too. - The mini-vault? - It's a small vault behind the tellers that usually has over $200 grand in it. - It's for when people want to withdraw larger sums of cash from the teller. - And after Saturday, nobody checks that vault again till Monday.	 
Oh, what's it about?	- ça parle de quoi ?	See ya, Summer. - Send me a postcard. - - Hi Is your mother home? - What are you watching? - - Hellboy - Hellboy	 
Do it for me, you little darling.	Tu rigoles ! Fais-le pour moi mon petit chéri.	Take your cap off. - Why? - Because I said so. - In Lenin's tomb, I take my cap off. - If Van Cliburn plays Tchaikovsky... I take my cap off... but in Coca Cola office, phooey!	 
It was great.	c'était grandiose.	-...rageous. - Fantastic. lt was really fun. - Excellent. Loved it. - Really good. - Really good, right?	 
Think of it more like sharing a few trade secrets.	Penses-y plus comme un partage de quelques secrets.	Kind of like a hammer hitting an anvil. - You know the stuff you we're telling me about chemo signals earlier? - It reminded me of the time you we're teaching me to use anger to control the shift. - I think you ended up teaching me more about that. - Are you teaching me again?	 
So you can find it quite easily. Thank you.	Vous trouverez l'endroit très facilement.	Have you put the photographs out? - - Yes. - Just a glass of water for me. - I'll fetch it. - Do take a seat, Mr. Baxter.	 
- I don't want it to turn into her, either.	Je veux pas qu'il devienne elle.	Neville, what frightens you most of all? - - Sorry? - - Professor Snape. Professor Snape. - Yes, frightens all. - - You live with your grandmother.	 
I couldn't have done it without you. Thank you.	Je n'aurais pas réussi sans vous.	And the end of crowded bathrooms, the end of no hot water and the end of three Prues hogging all the good clothes. - You know, one day you might hear what you actually sound like when you say stuff like that. - And I will find myself sassy and delightful. - I won't count on it. - All right, to me, myself and I, and to you guys.	 
I'll help you and your grandma for your brother's sake, but we have to take it easy.	Je vais vous aider, toi et ta grand-mère, il le faut, pour ton frère. Mais il faut du calme.	You talked to Cotto? - I took him the money, but that old son-of-a-bitch, took it and blew me off. - I'm going to make him pay. - Okay, okay. Take it easy. - Listen... you can't handle things that way.	 
You might want to put it in the fridge...	Tu peux le mettre au frigo.	I asked Sandy. - I wanted to come by. - Peace offering. - Say I'm sorry. - Uh, pineapple upside-down cake.	 
It was great.	C'était génial.	What? - Fiancé. - You'll have to learn the word for "husband" soon. - Not soon enough. - How was the concert?	 
Thank you very much. We'll take it from here.	Merci beaucoup, on va s'en occuper.	Add the stuff we planted in your place pretty obvious you committed the crime. - Take care of that cut. - Come on, guys, let's go find that kid. - -Sweet dreams, cupcake! - Let's get our tablet.	 
Well, if it was up to me, you could have her.	Si ça ne tenait qu'à moi, tu pourrais l'avoir.	How is it going with Kat? - Oh, you know, she's... - A bitch? - Hey, man, we're all bitches. - And this bitch would give his left nut to compose for Kat.	 
Don't take it personally.	Ne le prends pas personnellement.	- No. No way. - All these rooms just sitting here empty? - The rooms will be fine. - I just hate to see this whole house sitting here empty. - Oh, it's so sad. No.	 
This is to her father. Well, he sure can't read it in his grave.	Ça, c'est à son pére, mais il ne peut pas lire dans sa tombe.	There! - She isn't here. - There's something. - Letter's to her. - Name's Elizabeth Mahler, from Switzerland.	 
It wasn't okay for me to take it from Ray.	Ce n'était pas bien de ma part de l'accepter de Ray.	Yeah, yeah, yeah. - Can we go light the candles now? - I have to get back to work. - Mike... - I'm sorry about what happened with the lingerie.	 
Uh, just put it down.	Pose-le.	I can't believe you got all this stuff. - Okay, trust me, a Salem witch doesn't just show up in Maryland. - Her grave was robbed for a reason. - I know my witches, all right? - Sorry.	 
- You can safely leave it here for the moment.	Vous pouvez la laisser en toute confiance.	- No, not yet. - Aren't you curious? - This is so exciting for us. - You know, our souls will be stored together. - Mr. Gomati.	 
-Well, say it then.	- Dis-le.	-My father died. - -I know. - -I still love you, Darren. - -I know, my sweet. - -You still care for me?	 
It was great.	C'était génial.	What? - Fiancé. - You'll have to learn the word for "husband" soon. - Not soon enough. - How was the concert?	 
I went to pick it up, and that's when I could tell that it was a toy.	En la ramassant, j'ai vu que c'était un jouet.	He's mistaken. - Walk us through the moment immediately after you discharged your weapon and when you saw you hit your target. - I approached to secure the gun and then rendered aid. - You knelt down and saw the gun next to him? - That's right.	 
I don't have time to take it personally.	Je n'ai pas le temps de le prendre à cœur.	I don't like it. - I doesn't burn and it doesn't sting like it used to. - You know, it used to "oh good it's like a death in the family". - And now it's just something we have got to fix. It's just ... - You know, I got to fix it.	 
So, we checked it out.	On est venus vérifier.	Where you going? - Oh, I got to go tie a toe tag. - Are you the one that found him, Sarge? - Yeah. Got a call from a guy who lives up above. - Complainant said he saw a body in the alley.	 
Shut it down!	On arrête !	Now, this, I like. - Waiting for someone? - What? What do you think you're doing? - Oh, I'm so sorry! - I thought he was someone else!	 
I don't think he wants to hear about it now, Harry.	ça n'a pas l'air de l'intéresser.	Christopher Dubois, we honor you as the greatest warrior of the Ghan-gheng. - Hey, way to go, Champ. - About what? - A plan. - A perfect plan.	 
But I took something before I left, something from one of their labs, and I hid it to keep it safe.	Mais j'ai pris quelque chose avant de partir, quelque chose d'un de leurs labos, je l'ai caché pour le protéger.	What were they doing? - Who could they be? - You're like the question machine. - And there was nothing there when they checked the building? - They'd cleared the building.	 
- No, no, put it back.	- Remets-les!	The box would've been... - Oh, my God. That is the box. - That's the parchment he wrote on. - My father's glasses. - - Yeah, we've got to go.	 
I was going to keep it to myself.	J'allais me la réserver.	- Where is he? - - Fuck you. - I said where I was. - Ok I'll tell you. - Your daughter is a whore.	 
- I had to look it up.	- Moi, j'ai dû chercher.	He's got panache. - - "Panache"? - - It means flamboyance. - - I know what it means. - - Really?	 
Never mind, we can talk about it later.	On en reparlera plus tard.	people, grown people, more people than I could remember at one time before, watching me. - And so I had my moment of glory, that brief, fleeting glory, which, of itself, cannot last, but while it does, is the best game of all. - Put me down. Please put me down. - - What did you do to your hand? - - Nothing, it's all right.	 
- No, no. I thought it was great.	- J'ai trouvé ça parfait !	Yes. Yes, he does. - And that would be the cut. - That's a cut on rehearsal. - Yeah, you do it like that and I'm a happy man. - - That's not too big?	 
Mr. Grand Marshal, permit me to dismantle it first.	Permettez-moi de la désamorcer...	Shall we go? - -Leave my father alone! - -Oh, his daughter. - You come too. - -I don't think-- -No violence, please!	 
There's a new war. We have to fight it together.	C'est une nouvelle guerre... que nous combattons ensemble.	As you can see, my friend has a fever. - Why is the military protecting this place? - These men are no longer soldiers. - They have returned home as brothers, fathers and sons to protect their families. - The war between us is no more.	 
All the same, take it with you.	Prenez-la quand même.	- Yes, I think so. - - Is that all, sir? - - Yes, thanks very much. - That's a nasty little Christmas present. - But I shouldn't think I'll need it on this assignment.	 
- How long will it take?	- Ça va durer longtemps ?	My sister will be worried to death. - She'll think I've been murdered, or in jail again, or something. - Hold still, my dear. - - What are you doing? - - Painting you.	 
I haven't figured it out yet.	Je ne l'ai pas encore résolue.	So what do you think that your next project is going to be? - Think it's gonna be something important? - Well, it's interesting, actually. - Somebody killed a security guard last night. - Killed him?	 
What's it about?	DE QUOI S'AGIT-IL?	Don't worry, he won't be long. He wants to visit his childhood room. - - What? - - Hello. - Sorry to disturb you. You lived here 30 years ago? - Depends...	 
It was great.	C'était super.	But Gibbs had your phone? Yeah. - I left it in the diner last night. - He said he'd leave it here and I could pick it up. - Sorry I made you sit through dinner. - Oh, no, don't be.	 
Yeah,is it important?	- Ouais, c'est important ?	Just imagine I've just come straightout of the forest,I'm a kid from the swamps,and I'm hereand,whoa." - "Just help me out here. - Eminent domain? - Now what's that? I saw it in a film? - Eminent domain?	 
And I ended the relationship soon after it began.	Et j'ai mis fin à cette relation dès qu'elle a commencé.	- Is that correct? - - Regretfully, yes. - Why regretfully? - I'm a married man. - I-it was a mistake.	 
Paris, you can't just leave it here.	- Paris, on ne peut pas la laisser là	- It's Asher's. - He left it to me. It's beautiful, don't you think? - Yeah, I think it goes great with the entire width of the room. - It's a little cumbersome. But we don't have to leave it right here. - We could move it about six inches in any direction.	 
Is it important?	Est-ce important ?	Thank you. - Now you may dismiss. - Enter. - - Can I have a word with you? - - I'm busy.	 
As usual, I couldn't have done it without you.	J'aurais pas pu le faire sans toi.	Take the red wire, and you cut that one first. - Come on, the instructions were so simple. And look at that. - You did it with three and a half minutes to spare. - You know my thumbs flutter like hummingbird wings in high-pressure situations. - Ah, you were brilliant.	 
- But why play it out like that? - Why make it a game?	Pourquoi en fait-il un jeu ?	God is super powerful. - He can do anything. - Why doesn't he just obliterate the devil and therefore get rid of evil in the world? - - He will. - - He will? - What's he waiting for? - End times.	 
In truth, I couldn't have done it without you. As a sign of my appreciation, I'm gonna grant you your deepest desire. I'm gonna get you closer to your sister than you ever imagined.	la vérité c'est que je n'y serais pas arrivé sans toi en signe de reconnaissance je vais réaliser ton reve tu vas etre plus proche de ta soeur que tu ne l'as jamais imaginé	Vince... "I'm never without my gun." - Bobby the Magnificent couldn't resist. And Harris just had to stay and watch. - Party crasher here was more of a problem than I thought, but why am I gonna work so hard to kill him when I knew you'd do it for me? - You see, the water ain't your only weakness, Sara. - Your other weakness... is me.	 
Although this is deeply personal, try not to take it personally.	Même si c'est personnel, le prenez pas comme tel.	- What? - Come on. - I think the list is posted. - This doesn't make any sense. - Guys, it was a tough decision, but it's for the good of the club.	 
I'm not leaving it again.	Je ne pars pas à nouveau.	You already went to prison to protect me. - And this... this won't be easy. - Okay, and...? - Have you ever thought that... you deserve better than this? - Michael, all I wanted was to be by your side.	 
Shut it down!	Arrêtez !	Initiate laser. - Initiate laser. - Hydrogen separation in progress. - Initiate hydrogen burn. - Two million kelvin and rising.	 
- I've gotta sign it out?	- Je dois signer pour l'avoir?	- You gotta sign it out. - I'm sorry? - Sign it out and sign it back in. - It can't be photocopied or leave the building. - - For the third time in two months a copy wound up in the press room. - I've gotta crack down.	 
How long will it take?	- Ça prendra combien de temps ?	By who? - No one knows Harry. - But, your bloodline is very important and very powerful. - You and your uncle will provide a much needed stabilizing force, if you keep up on your lessons. - Is that who you were expecting?	 
I couldn't have done it without you.	Je n'aurais pas pu le faire sans toi.	- Let me buy you a new toothbrush. - You got it. - See you at home. - Well, it seems like Ryan really went for it. - Seems like it.	 
How are you gonna make it without your shoes?	Comment tu feras, sans tes chaussures?	Why? - This town is more than any man could ask for. - And if I were to end up here, I would consider myself lucky. - But the truth is, I'm just not ready to end up anywhere. - But no one's ever left.	 
It's a little cumbersome. But we don't have to leave it right here.	Je sais, elle est un peu encombrante, on n'est pas obligées de la laisser là	This is a Blaeu printing press, 18th century. - - And it's here because? - - It's Asher's. - He left it to me. It's beautiful, don't you think? - Yeah, I think it goes great with the entire width of the room.	 
I'd like to go over it with your engineers.	J'aimerais la vérifier avec vos ingénieurs.	Sign right here, Mr. Mallory. - Right there, Dave. - And here's a check for $500 advanced royalties. - Thank you. - Now, just how soon do you plan to start the installation?	 
You can't see it from here.	On ne le voit pas d'ici.	They don't work on Sunday. - I see here you're from Poland. - You are already registered by Officer McNally. - Where is the hospital? - It's on the south side of the island.	 
But I'm glad to have it back.	Enfin, je suis contente de la récupérer.	I still adore you, Eunice. - Alastair, we've done such an unforgivable thing! - Miss Fisher. - Thank you, Jane. - I was prepared to let this go if you wanted it badly enough.	 
You should keep it now.	Tu devrais la garder maintenant	I feel like I've been given a second chance. - - You know that feeling? - - Yeah, I do. - Hey, Megan, um... - Your list.	 
Well, then consider it done.	Considère que c'est fait.	- Thank you. - - In the meantime, I suppose - I should make new living arrangements. - Oh, don't be silly. - As long as you keep what Patrick did a secret, you'll always have a place with me.	 
Maybe you're not meant to solve it yet.	Peut-être que tu n'es pas encore sensée la résoudre.	- Maybe. - You know, usually I can solve a haunting pretty quickly. - I mean, the spirits have something they want to say to me or a problem that they need solved, but not these two. - They're not making any sense. - It's like a riddle.	 
Let's try it one more time.	On réessaie.	A little closer, Annie! - - Annie, a little closer! - Okay. - - Okay, how's this? - - Sorry! Sorry. - - Okay, Annie, no problem.	 
And what do you mean, 'To have it looked into? '	Et pourquoi devrait-elle être "examinée" ?	It wasn't sealed. - But you've read it before me? - Yes. - I would have sent it to Murray to have it looked into but your grandmother insisted you should see it first. - Granny's read it too?	 
No, I mean, you must destroy it from your mind!	- C'est fait. Tu dois l'arracher de ta mémoire.	I mean, you, you've gone beyond. - You've tampered with... - You've committed the supreme blasphemy. - I know, John. - - You must destroy the formula. - I've done that.	 
We agreed to sell it and split the money.	Nous étions d'accord pour la vendre et partager l'argent.	Mm. Fine. - Fantastic. - My hus... uh, ex-husband sold our house today, so... - And that's a bad thing? - No.	 
And all of you have allowed me to bring it here.	Et vous m'avez tous permis d'y mêler le Club.	The Niners and the Mayans are right there with us. - Those are important relationships. - Your loyalty and faith in me over the last few weeks... - I can't express my gratitude. - This vengeance was personal.	 
Maybe you should use it or put it back.	Tu ferais bien de l'utiliser ou de le reposer.	Help your father. - Put it back! - What? - I work for you now? - I'm asking you to put it back.	 
What if I push it open?	Si je la poussais ?	Let's just say the door's not closed. - So it's open. - No. - It's ajar. - okay, so I'm at this mystery door.	 
I'm gonna keep it safe.	La garder en sécurité.	Is that what I think it is ? - It was meant for Columbus, Ohio. - You brought a nuclear bomb... here. - What would you have done with it ? - What do you gonna do with it ?	 
This movie, sailor, cannot be made. There's no reason it for being made. None of us know how to make a movie.	Ce film, matelot, ne peut pas être fait, n'a aucune raison d'être et on est incapables de filmer.	Are you sure of that? - For the love of Mike, what's the matter with you? - If you're going to make a movie, you got to put film in the camera. - Even I know that. - We're going to make this movie without film.	 
- Well, don't put it back. You touched it.	- Ne le remets pas, tu l'as touché.	Hey, all you did was copy the title. - All you did was give me 10 bucks. - Hey, hey, hey. - Don't eat that. It's for the group. - - Sorry.	 
I must have forgot to take it out.	- Pour la retrouver. J'ai dû l'oublier.	This poppet! - I made that in court and give it to her yesterday. - A needle's been discovered inside that poppet. - - l meant no harm by it. - You stuck it in yourself? - For safekeeping.	 
We can split it if you like.	On peut le partager si vous voulez.	And you. - Awful, isn't it? - Number 11 is mine. - I don't know what you mean. - Do you have any idea what the going price is for a fresh body these days?	 
But it looks to me like you need to.	Mais selon moi, tu en as besoin.	It's a misunderstanding. - Look, just let me talk to Camille. - I can get this all straightened out. - I just really don't want to talk about it. - I know.	 
We have to find it first.	On doit la trouver en premier.	I don't know about messing around. - If you want to stay around in this field a long time, listen to your senior. - See you again when something good comes. - Hey, did you find the car? ! - No, I haven't.	 
Actually, I don't ever want to see it again.	En fait, je veux plus jamais la revoir.	- What the hell were you thinking? - - It was looking right at me. - Look, you can have it back if you want. - No, no, no. - No. It's okay.	 
- Well, there's something weird I was hoping you could clear it up.	- Il y a un truc étrange j'espérais que tu puisse m'éclairer.	You have a minute? - Sure. - - What's this? - - It's your blood spatter report on the Wayne Randall victims. - - What about it?	 
I can't look it up.	Je ne peux pas le rechercher.	Yes I can! - Two weeks paid sabbatical, get him out of here, he's banned from the campus. - You are on sabbatical. - You're on sabbatical, sir. - Yeah, I'll go on my own, with dignity, something you should look up.	 
Because she didn't know we had something to match it to.	Parce qu'elle ignore qu'on a de quoi la recouper.	- But she seems to have a solid alibi. - - One of her errands was to the bank. - Charlie could get us the surveillance tapes. - They'd all be time-stamped. - Yeah, but if she was guilty, why would she just offer up her DNA so freely?	 
Let's keep it that way.	Continuons comme ça.	Hey,can you not aim that at my head? - Better? Yeah. - Thanks. - Minimal blood loss. - Yeah,right.	 
- We'll take it from here.	- On s'en charge.	- You did endoscopy? - I used a Foley. - - Are you out of your mind? - - It worked fine. - The quarter was in there too long. - After he was discharged, this happened.	 
And you can tell it whenever you damn well please.	Tu peux en parler quand tu veux.	And I'm sorry, too. - I shouldn't have run out like that. - I don't wanna run from this... Or from you or from... hell, anybody. - You know, nothing in the world makes me happier than hearing you say that. - And this illness is your truth.	 
Right, we'll take it from here.	On s'en occupe à partir de là.	It's not my job. - You're just confusing him. - You need to give it a good old yank. - Come on! - Get away from him.	 
I promise. Just put it down.	Pose-le.	This is the coward's way. - Put it down. - It's my only way out, Danny. - No, it isn't. We can... - We got another plan.	 
He's agreed to schedule it for tomorrow.	Il a donné son accord pour qu'on l'opère demain.	How is he? - He's okay. - He's had a heart attack. - Fortunately, relatively minor. - His vitals are fine and he's stable but it will require an intervention.	 
I can't talk about it on the phone.	Je ne peux en parler au téléphone.	Daniel! - It's Donnie. - I need your help. - - With what? - - I can't...	 
I - I just made a deal to buy it for $600.	J'ai fait une offre d'achat pour 600 $ .	Can we help you? - I'm sorry. - I-I just recognized you. - I saw you by the motel. - Pretty amazing stuff, huh?	 
You can just put it back where you found it.	Remets-la où tu l'as trouvée.	-No, I gotta go home sometime. - -Are you gonna be okay? - Look what I just found on the floor. - What? - That's paul's watch.	 
He'd certainly like it stopped.	Il voudrait certainement le voir annulé.	You haven't got that quite right. - We're entitled to our own opinion. - Are we? I hesitate to remind you that Shrimpie knows India and you don't. - You look very serious. - Granny, do you think Lord Sinderby would try anything horrible to prevent the wedding?	 
It's a really special place, and that morning I wanted to see it for myself.	C'est vraiment un endroit spécial, et ce matin-là j'avais envie de le voir.	No, Mom. - Mom! - ♪ How I Met Your Mother 9x08 ♪ The Lighthouse Original Air Date on November 4, 2013 - == sync, corrected by elderman == @elder_man - Kids, not far from the Farhampton Inn, there's a lighthouse.	 
Can it vacuum blood without being too forceful?	Peut-il aspirer le sang sans être trop puissant ?	How is it with liquids? - - What kind? - - Blood, specifically. - - Blood? - - For surgical purposes.	 
Maybe it''s too big for us to see.	C'est peut-être trop gros pour nous.	Seeing the Firebird. - Finding the phone. - Luck. - It could''ve happened to anybody. - Just because we can''t see a pattern, Leigh, . doesn''t mean one doesn''t exist	 
We're not going to be able to use it to get back on the ship.	On ne pourra pas l'utiliser pour retourner à bord.	Yeah, but how the hell are we going to get them off of that ship? - Nick, are you all right? I'm okay. - The rotation's slow enough. - We've got a bigger problem. - The Kino is damaged.	 
That's still not gonna be enough to get it pulled off the market.	Ce ne sera pas encore assez pour le faire retirer du marché.	Oh, my God. - That's not all. - I found anecdotal evidence online. - Two more stroke cases linked to Priox. - Both victims young, both in good physical shape.	 
It has to be done, okay?	Il faut que ce soit fait.	Dr. Ross? - There's a kid throwing up in 3. - Okay. You're gonna have to take off work. - -I can't. - -She has to have the medication.	 
It took my father's death to bring it.	Il avait fallu la mort de mon père pour cela,	Yeah, yeah! - Thank you. - They're sending the militia. - Tomorrow Phenix City will be under martial law. - The law came to Phenix City at last.	 
It was great.	C'était génial.	What? - Fiancé. - You'll have to learn the word for "husband" soon. - Not soon enough. - How was the concert?	 
Try not to take it personally.	Ne le prenez pas personnellement.	That was a long time ago. - I had you at match point three times, and all three times, I lost in an unforced error. - Then you opened your mouth about how father would never entrust the estate to a loser. - I aced you on the next serve. - Right here.	 
Zhenya, I couldn't have done it without you.	Je n'aurais rien fait sans toi.	But no tickling the ivories. - You treat them with respect. - Can you teach my monkey? - Then I can deal with the Musician's Union instead of the Humane Society. - Much easier to muscle.	 
I made to catch it then found myself sitting.	J'ai essayé de l'attraper puis je me suis assise ici.	What on earth is going on? - Mrs Reid. - I'll, er... I'll wait in the parlour. - I heard a crashing in here. - The poor creature came down the flue.	 
No, take it easy? I'm not going to take it easy.	Je n'ai aucune intention de le prendre calmement.	7tv, Hank Robinson, right there. - Okay, rock and roll. - -public broadcasting? - -Is that a problem? - Take it easy, Hank.	 
- Yeah, it was great.	- Oui, c'était génial.	No, I'm fine. - - Tough first day back, huh? - - Yeah. - Some days, like today, I have to forget or I'd never come back. - - So did you have a good summer?	 
"You did a decent job, son We'll take it from here."	"Beau travail. On s'en occupe à partir de maintenant."	Go ahead, you're not going to get in my head. - I already am in your head. - They're going to isolate you, Matt. - They're going to be real nice to you at first. - They're going to put their arm around you and tell you things like,	 
It was great.	C'était génial.	What? - Fiancé. - You'll have to learn the word for "husband" soon. - Not soon enough. - How was the concert?	 
Yeah, we can take it slow.	On peut prendre notre temps.	Oh, was that too much? - - Mm-hmm. - A little bit. - - A step too far. - - A little. - Just ease me into it.	 
How long will it take?	Ça prend combien de temps ?	How do you know? - Can you see it in my eyes? - Yeah, just back away, that's what you do best. - These clothes are for burn patients. - They'll protect you from the light until the buffer kicks in.	 
And every year, it got a little easier not to tell.	Et chaque année, c'etais plus facil de ne rien dire.	And all this time, you never thought to tell me. - I was afraid. - When we got back together, if I told you... - You wouldn't want me. - And then we got pregnant with Jo.	 
