src	trg	src_ctx	gender
But you have to let it in.	Pero tienes que dejarla entrar.	Amino acids. - Hold still. - No, wait, wait. - How am I gonna breathe? - The substance I'm secreting is oxygen-rich.	feminine
It got to the point where l hated her.	Llegué al punto de odiarla.	- Then you know what I'm talking about. - - No. I don't. - There were money problems. - Bills, more bills. - Things were no better with my wife.	feminine
You can sell it if you want.	Puedes venderla, si quieres.	I'll go. Where are they? - The dog will guide you. - Go, doggie. - Good, you have something? - Nice eel.	feminine
Please, it leaves to help me it.	Por favor, déjeme ayudarla.	This is my place. - Sai. - Vai you. - Not, not, eh... - I had as much hunger that I had that to buy an icecream.	feminine
- I should put it in a tub of water.	- Antes debería sumergirla en agua.	The Four Horsemen now have a riding companion. - There's War, Famine, Death, Pestilence and Miss Timberlake. - Sir, this special delivery letter just came for you. - Thank you. - - Open it.	feminine
When I tried to open it for him, he wouldn't let me.	Y cuando fui a abrirla, el me la quito.	You like some? - No? - Hah! - Bang on time. - Very regular habits.	feminine
I can blow it up for you.	Puedo ampliarla por usted.	The time and date stamp on the home supply central receipt shows Melman checked out with all the stuff at 10:38 a.m. - We pulled the footage from a half-hour before and after. - There he is. - There's Melman. - Buzz, can you read the license plate on that truck?	feminine
She could use it to kill herself.	Podía incluso usarla para suicidarse.	And you - where were you? - They said you were at your club. - No, I wasn't there. - All the witnesses were wrong. - I was there in the afternoon but towards evening I felt I'd been stupid to give Anna a gun.	feminine
I wanted to buy it back.	Quería volver a comprarla.	You were in the Badger's last night. - You had a meal for which you paid in cash. - I sold a letter to Owen Swinscoe. - A love letter from Joan. Yes. - Is that what the conversation in the restaurant with Mr Swinscoe was about?	feminine
You know, you really shouldn't knock it till you try it.	Deberías intentar prepararla.	And I was also wondering if there was any chance you could... make me that special apple crumble that you make? - If you could get that going for dessert... that would make a working man very, very happy. - Apple crumble? - Listen, I got to go. - Okay, bye.	feminine
We need to get some oakum and pound it in.	Necesitamos estopa para taparla.	Pull together, men. - Pull for the fog bank. - Run 'em out. - Fire! - She's opened up a seam.	feminine
She must have written it before she died.	debió escribirla antes de morir.	I guess so. - Okay. - Wow. - There's a note for you. - Really?	feminine
I am prepared to carry it out.	Estoy preparado para llevarla a cabo.	Hey guys, thanks for coming. - Let's, er... gather round. - I just think we need to wait a few more minutes. - I've waited long enough. - This is the will of the Lord.	feminine
You have to protect it from him.	Tienen que protegerla de él.	Because you became a mother. - The job is yours if you want it, Kate. - What is the job? - There's a light at the center of the island. - That's how you protect it.	feminine
I don't ever want to see it again.	No quiero verla nunca más.	You're kidding yourself if you think that after they're done with us they're not coming after you. - I'll fret about that when the time come. - Right after I pop the champagne. - Queenie? - Take this filthy thing out back and burn it.	feminine
And you wanted to spend it with me?	¿Y querías pasarla conmigo?	Yeah. - - How much time they give you? - - Hour and a half. - That's it? - Apparently.	feminine
- It was too brief to pinpoint.	- Demasiado breve para localizarla.	I don't believe Ardra can transport it a light year away. - Keep hailing them. Repeat on all frequencies. - Hey, I think we've found something here. - There's a jump in Z-particles just at the time the Enterprise disappeared. - - Where?	feminine
Watch out, it might think you're a goat.	Cuidado, podría tomarla por una cabra.	I don't mean you! - In any case, you have beautiful plumage. - In truth, if your voice is the equal of your coat... - Fine. - Clearly no ancestor of the nightingale.	feminine
She read it and told me to return it to you.	La leyó y me mando devolverla.	No answer? - Impossible. - No explanation? That's odd. - Where did I go wrong? - You don't just break up without a reason.	feminine
I'll try to open it from here.	Intentaré abrirla desde aquí.	There's been a hull breach on the engineering level. - We're nowhere near engineering. - - We're flooding from the inside. - - Dad, the door's closing behind us lt's a security measure. - All doors are sealed around the breach.	feminine
We can watch it tonight when I get home.	Podemos verla cuando llegue a casa.	- I'm moving back to Africa. - And I'm not leaving without you, and I'm not living without you. - I love you. - E. R. 11x22 "THE SHOW MUST GO ON" Subtitles subXpacio - I rented a ninja movie for Alex.	feminine
- Yeah, and can you decorate it for me?	- Sí, ¿y puedes decorarla para mí?	Well, my wife, Maggie Sherwood, she's a caterer. - - She uses you guys all the time. - - Yeah. - - She says you make an amazing berry cake. - - Yes. Yeah.	feminine
And Hilda used to get it more often.	Y Hilda suele escucharla más seguido.	Betty, you don't seem like you're having much fun. - Yeah, well, I just got to let that go. Because I'm the one who decided to throw Charlie this party. - Long distance? - Dad, I know that voice. - The skeptical "l know better than you" voice that you trot out every time you think I'm making a mistake.	feminine
Yeah, I got somebody who can bring it by.	Sí, tengo a alguien que puede traerla.	Come on, man. - You said you could hook me up anytime I needed it. - I got people counting on me. - Man. - Yeah.	feminine
It will be, if I can find her.	Será, si puedo encontrarla.	- Hey, sorry I left. - You left? - - I guess I didn't notice. - - I can see that. - Have you two seen Jenna? - - Yeah, I saw her a bit ago. - Is everything okay?	feminine
I was gonna go pick it up at 3:00.	Iba a recogerla a las 3:00.	I have the magazine, you lunatic! - I have the magazine! - I have the goddamn magazine! - You have this so-called magazine right now? - On me, no.	feminine
Well, you gotta wear it now.	Ahora sí tienes que usarla.	You mean she was asking me to wear this ridiculous shirt on national TV, and I said yes? - - Yes, yes. You said it. - I didn't know what she was talking about. I couldn't hear her. - - Well, she asked you. - - I can't wear this puffy shirt on TV.	feminine
You want to take it out on somebody, right?	Quieres pagarla con alguien verdad?	I think she wants to fight. - Hey you in the blue shirt, stand up. - Come forward! - You're angry, right? - You're angry?	feminine
and express it all out from the inside.	y expresarla desde dentro.	Something like that. - [Jonas] Gimme some more of that. - Yeah. - You must aware of who you are. - When you're on stage, you must get into the emotion of your character	feminine
You're gonna stake it out Saturday night.	Van a vigilarla el sábado a la noche.	Well, we're gonna have to change that. - You boys are working this weekend. - Work? - - Yeah, work. - Jackson County Co-Op.	feminine
We should let it grow	# Que deberíamos dejarla crecer	I'm just the O'Hare delivery guy - My name is Dan - And my name's Rose - Our son Wesley kind of glows - And that's not good, so we suppose	feminine
You must remove it from your theater!	Debe quitarla de cartelera.	You guys, stop! - Please. - You're gonna make people hate us more. - Can I help you? - This movie is causing anti-Semitism!	feminine
He wants to get it out this afternoon.	El quiere emitirla esta tarde.	They'll be here in a couple of hours. - Sounded pretty cooperative on the phone. - Okay, who are we kidding? - You don't need me on this thing. - Hey, just wanted to give you a heads-up on the Vice President's statement about the flag burning.	feminine
Though it needs a bit of work.	Aunque hay que arreglarla un poco.	What's this? - - Quite. What's this? - I'm Vibeke, and I talked to your uncle about the house. - There's no sign and there's usually a sign. - Unless I can sell to you.	feminine
Is it better than having her here on earth?	¿Es mejor que tenerla en la tierra?	Why not? - The others won't allow me to. - Then what about mother? - Then mother will go to heaven. - But I don't like that at all.	feminine
I can be at your office first thing tomorrow morning to pick it up.	Puedo recogerla en su despacho mañana.	Connect me with Operations, Colonel Brandt. - Colonel! - I'm glad you arrived safely. - You do still have the package? - Oh, no, no, no.	feminine
Where's it going?	- ¿Dónde hay que llevarla?	Sure, that's £250. - Oh, dear. - I'll stand here till I die before I pay for that cake. - Fine. - I was only going to waste this money on a pacemaker, anyway.	feminine
yeah,we tried to use it Yesterday.	- Sí, intentamos usarla ayer.	I mean,really and truly between Coconut,snails,and the rice, We really could probably go on For 31 more days. - I mean,I could. - oh** snails th**** nice. - We stkpwr * we're pretty Sophisticated. - okay,so did you guys use That net yet?	feminine
I just made it up for you, madame.	Acabo de inventarla para Vd.	Mr Halton. Why do you want to know her name? - Because I'm dining with her at a quarter to nine. - You are a friend of Captain Buckler's. - What a lovely song. - What's the name of it?	feminine
If it was, would you stop hanging out with her?	¿Y si eso fuera, dejarías de verla?	You don't drink. - That's right, I don't. - But I was drunk on you. - - Oh, Urs. - Why?	feminine
I could put it out in one second.	Podría apagarla en un segundo.	Haven't I always shared your thoughts? - Yes. - At times, a man feels drawn toward the dangers that confront him, even at the risk of his own destruction. - Like a moth approaches a flame. - Is there something different about this flame?	feminine
You couldn't forget it if you've you heard it.	No puedes olvidarla si te la cuentan.	First sign of trouble, I'm in. - You're not the only job on my horizon. - Please tell me I'm not wasting my time. - Your exploits are the stuff of legend. - There was one story.	feminine
No, actually, I was thinking about sampling it for my mix tape.	No, quería usarla en mi mezcla.	We can't do anything that could blow our cover. - Oh, okay. - So we just wait here. - Wait a minute. Is that the Tempts? - Not too old school for you?	feminine
He won't get it until 2022.	No podrá conseguirla hasta el 2022.	Chicken... not nice. - Should've gone for the opium. - ~ Sir. - ~ At ease, Corporal. - Now, what can I do for you?	feminine
Don't forget... make it hearty.	No olvides... hacerla abundante.	I know this because the furthest I've ever gone with a guy... - Stop answering your father. - Stop now. - - All right, go to your room. All right. - - I'll see you at dinner.	feminine
And I never need to see it again!	¡Y no necesito verla nunca otra vez!	Took that job over at Fatboy and got me arrested. - Now look at me. - Noser, throw her out! - Lacey, I swear, that wasn't me. - I haven't seen your face in five years, Wendy Watson.	feminine
No, I'm going to stick it on a cracker.	No, voy a meterla en una galletita.	You want it, don't you? - I do indeed. - Desperate for it. - I'm partial to a pilchard, but I wouldn't say I was desperate. - You want to stick it up my nice, tight, virgin arse.	feminine
And what are you gonna buy it with?	¿Y con qué ibas a comprarla?	You scared me half to death. - How'd you get in here? - Uh-huh. You came back to my house, Larry. - You bothered my wife. - I'm an interested buyer.	feminine
I should like to hear it again.	Me encantaría volver a oírla.	There are trees and streams and sunsets. - What is there for me here? - My husband has a proposal for you. - Have I? Oh, yes. - I love this piece of music, Ludwig.	feminine
-I borrowed it to reactivate it.	- La tomé para reactivarla.	Yeah, that always works out well. - You can't find the book without me. I'm going in. - Oh, no, no, no. - Looking for this? - -You stole my ID?	feminine
He will not live to see me tear it down.	No vivirá para verme destruirla.	He came to me one day, terrified, with proof. - Why didn't you go to the police? - And tell them what? - Even if the police believed I didn't know, the scandal alone would destroy everything. - My father built that firm from the ground up.	feminine
I know how bad you want it back.	Sé cuántas ganas tenías recuperarla.	Jax? - He's making good choices. - Yeah. - And the better they are, the more familiar he'll feel. - He ain't you.	feminine
- I don't want to close it in your face.	- No quiero cerrarla en su cara.	- Can I see Lisa, please ? - - No. - - Lisa, I'm so sorry. - - I'm closing the door now, Father. - - Please forgive me.	feminine
Nobody's gonna buy it like this.	Nadie va comprarla como está.	I need to start over. - Find some kind of life for myself. - What would you do? - - Get a job, sell the house. - The house is a mess.	feminine
You need to raise it a bit.	Necesitas subirla un poco.	Deputy Rawls, please. - You're gonna use the hole in the wall, right? - Yeah, I'm gonna rub some dogshit on the front of this thing. - I don't want nobody touching it. - Got it?	feminine
He didn't like to see it so dirty.	No le gustaba verla tan sucia.	But Miguel did get a spark... - I think that was when he fell in love. - Her husband farted at the Cava Park show. - He had a pretty bike. - He was so French... that as soon as he arrived at the campsite... he removed the French flag.	feminine
I imagine you'll want to freshen it up.	Imagino que querrá adecentarla.	That's a hot one. - By the way, my name is Earl Keese. - I was real friendly with a boy named Earl once. - Well, twice really. - So you're all moved in next door, huh?	feminine
I need it before anyone else.	Necesito verla antes que los demás.	I don't know how he does it. - I'm gonna need an advance copy of your piece. - So much for beating around the bush, huh? - You can get advances of the Sunday Times Magazine Thursday. - - Everyone can on Thursday.	feminine
I'm not really allowed to play it at the castle.	No me dejan tocarla en el castillo.	What was that? - Where did you learn that? - I, kind of, wrote it. - You wrote that? - That was off the hook.	feminine
Sydney, you can spit it out into the bowl.	Sydney, puedes escupirla en el cuenco.	- Okay. - Ow. - I need to stop the bleeding. - - Water. - - Yeah. - Give her some water.	feminine
You need to touch it and taste it and see it.	Necesitas tocarla, probarla, verla.	Let me take you on a walk. - Let me take you to the Christmas pageant. - I respectfully decline your invitation. - My next visit to the church will be for my funeral. - There's still life out there for you, Glen.	feminine
- You're not allowed to wear it out there.	- No puedes usarla allí afuera.	Taming of the Shrew, I believe. - Would you like a drink or a spanking? - They say there's a girl in there with the prince. - Miss? - - Hey!	feminine
You'll have to call it off when we land.	No podré atenderla cuando aterricemos.	All right, Stryker. - The first thing is to throttle back slightly. - Get your airspeed steady at 120, and then tell me when you're ready. - Keep your fingers crossed. - Ellen, watch the airspeed.	feminine
- We've got to get it to the elevator.	- Hay que llevarla al ascensor.	Sir, you once said, "There's no problem without a solution." - Liquid nitrogen. - - Freeze the mercury! - No good. - - That mercury's too far down in there.	feminine
We could run it together.	Podríamos administrarla juntos.	Oh, my Patrick, my Patrick is gone. - Hundreds of others in town. - They don't even know how many in the country. - What am I going to do? - Mr. Page... the two of us could always... set up together. I mean... perhaps we could pool our money and buy a bigger shop.	feminine
You should send it back.	Debería devolverla por correo.	I see. - Yes. - I see. - You' re clever. - I see.	feminine
There's no time to fill it out now.	No hay tiempo para rellenarla ahora.	What's up? - There's no job for me in Cleveland. - Uh, the funding fell through. - God, I'm-I'm sorry. - Hey, listen. Let's get you an application.	feminine
- What'd you get it for?	¿Qué hiciste para conseguirla?	Plate in here, rubber bands, dvds, - And coffee? - - That's--that's not coffee. - - What's this? - - Commendation medal of valor.	feminine
- You helped set it up.	- Usted mismo ayudó a establecerla.	You know she can't. - - She can. - I imagine she can do about anything she wants. - Can't she, Brother Edwards? - - You're telling me.	feminine
I'm going to hand deliver it when I visit.	Voy a entregarla en mano cuando visite.	Helen didn't murder anyone, Mary. - You tell her I said I always knew she was a bad egg! - Life in prison is the best thing that could've happened to her. - Right, well... - I might just put that in my own words, if that's OK.	feminine
You can collect it at the 12th Precinct.	Puedes recogerla en comisaría.	You have no standing questioning... - Who killed him? - Or detaining me. - Answer my question. Did you kill him? - I'd like my pistol, please.	feminine
I think I'm wearing it down.	Creo que estoy por vencerla.	Yes, Emily. - You may go first. - Good. - I'm gonna get you those sheets. - No luck?	feminine
Or at least keep it to a minimum.	O por lo menos tenerla al mínimo.	- Formula. - - Formula, si. - Oh my God. - I don't think I've ever seen you eat. - I like to hide my humanity, Dr. O'Hara...	feminine
You need to find it fast.	Tienes que encontrarla rápido.	Come on! - Yes! - Is that live? - Tommy. - We believe Maxim could be in a very isolated area.	feminine
Harvey could buy the school and shut it up.	Harvey podría comprarla y cerrarla.	And what if you weren't the president anymore? - - You can't do anything about it. - - Oh, yes, I can. - What if you weren't at the school anymore? - I'm going to be at the school.	feminine
Only then do you take it out!	Tan sólo después puedes sacarla.	Silly me! - I forgot, I haven't got one! - Know what? - The day we reach Berlin, I'm going stick this bayonet right up Hitler's arse, - Talking of arses, gents, The arse is complex material,	feminine
Perhaps prevent it altogether.	Tal vez de prevenirla completamente.	Like hell! - Will you let go of your useless emotional bias and look at this logically? - Right now, the Nietzscheans are organized, unified, strong! - Aid them in this battle, and perhaps we could shorten the long night by a hundred years. - Two hundred.	feminine
It could fix it if it wants.	Podría arreglarla si quiere.	The back hurt to me again. - - we were finishing - - They do not worry about me. - I will not bother. - Its shirt is descosida.	feminine
Gotta channel it somewhere.	Tengo que invertirla en algo.	Oh, I don't know. - Since 3:00? 4:00? - You don't need to do this whole luncheon by yourself. - Well, I don't mind. - When I'm happy, I have all this excess energy.	feminine
But the act of putting it on paper frees you.	El simple acto de escribirla te libera.	All this pressure on me and none on Eddie. - He's probably having a ball. - This letter is a very important part of healing. - Writing your mom gives you the opportunity to thank her or forgive her or ask her why she did what she did. - We don't mail it.	feminine
And they tell you how to furnish it too.	También te dicen cómo amueblarla.	There's a new kind of plastic, prefabricated job. - I want you to see it. - Got the catalog at home. - - Sure! - Wait till you see it.	feminine
I can end it because I began it.	Puedo acabarla porque la comencé.	This is the Right Ordinary Horatio Jackson. - He happens to be winning the war and saving the city. - Please leave us! - He's an ass! - Only I can end this war.	feminine
Well, I didn't get a chance to have it appraised.	No me dio tiempo a tasarla.	But you have to admit a lot of the arrows are pointing in her direction. - The security tapes that Prue brought over? One's missing. The one from the vault. - You're glowing. - Your face, total afterglow. - So how much was that tiara worth anyway?	feminine
Any idea how long it'II take to fix it?	¿Sabe cuánto llevará repararla?	- Are you the only one still working? - - I don't know. - Could be. - But I've got my job to do. - - Any idea what the problem is? - Seems like an E-C-U malfunction.	feminine
- Help me put it together, Henry, please.	- Ayúdame a armarla, Henry, por favor.	All kids are afraid of the Boogeyman. - Henry and I were no different, even before that night. - - You sure? - We can always return it, get something you want more, like school clothes. - I told them you wanted a dirt bike, but they wouldn't listen.	feminine
I'll sell it as a screenplay.	Pienso venderla como un guión.	Leg gone, discharged, stuck in Berlin. - And then? - Bohemia. - Art, culture, women, alcohol and the liberation of Berlin's other half. - I'm writing a script.	feminine
In the meantime, go check it out.	Mientras tanto, vayan a verla.	- Devon's house? - - The police were all over that. - They didn't find anything. - Well, maybe they missed something. - I'll call Fisher and get a copy of the report from the first responders.	feminine
Let me read it and see.	Déjame leerla y te digo qué me parece.	Why not? - Too descriptive, factual, detailed... - Too cerebral. - Detailed? - Forget it.	feminine
You could switch it out.	Podrías hacerla desaparecer.	You're the one that gets me into trouble, not out of it. - Is that why you lied to me? - All of a sudden we have a problem with lying? - We found a gun in El Sapo's glove box. - How will you explain that?	feminine
- We can fill it up with ketchup.	- Podemos llenarla con ketchup.	[Millie] I made these once before, and they were a real big hit. - Millie. - - What are you doin'? - - I spilled one. - - Oh, Pinky.	feminine
I'm unable to reach it at this time.	Ahora mismo no puedo alcanzarla.	You'll like it. - Fun game. - Everybody wins. - Diane. - My recorder is on the table.	feminine
But getting it back means literally everything to you.	Pero recuperarla es todo para usted.	I can't tell you that. - I mean, I don't know. - I see. - There's just "an ordinary little problem" to be cleared up here. - You're a perfectly normal girl... You just don't happen to remember whether or not you stole a $10,000 coin!	feminine
I just can't afford it right now.	Es que no puedo pagarla ahora.	Oh. - My bad. - I'm sorry, you guys. - That was my TV, Jess. - I'll get you a new one.	feminine
They'll do anything to get it back.	Harían cualquier cosa por recuperarla.	We don't have the microfilm. - But they think you have it. - What's so important about that damn microfilm? - Lt's a list of their agents operating in France. - With it, we destroy their network.	feminine
Go fetch it from Pakistan.	Ve a buscarla en Pakistán.	When you're not here, I'm alone. - Let see who is their enemy. - I'll bring water. - How dare you come to our well? - For you there is no water.	feminine
Took four blokes to get it in.	Hicieron falta 4 tipos para meterla.	Did we get a letter? - No cos if you did that would be easy cos a letter I'd just hand over the bar wouldn't I? - We wouldn't need to be having this conversation would we? - Then why are we? - That!	feminine
We can make it our own and sing	Podemos hacerla nuestra y cantar	Michael jackson. - oneofmy favorites. - I know you love it. - that'sdifficult. - no.	feminine
You have to will it to open.	Tienes que querer a abrirla.	Scraps of paper with addresses on them, pictures of buildings or places... something that's gotta tell us where those other two bombs are. - (Dial tones beeping) I hear something. - Follow it. - Uh, there's a door, but I can't open it. - You're a consciousness now, not physical matter.	feminine
Wanna see it at Christmas?	¿Quieres verla en Navidad?	- Not just you. - Here's Mike. - The kids. - Ohh. Your house at night. - So full of slumbering peace.	feminine
If it gets on your skin, it can irritate it.	Si roza tu piel, puede irritarla.	Hi. - I'll be treating you now. - I work with the Agency. - Think of a radioactive isotope like a habanero pepper. - You can be around it.	feminine
Prepare to beam it into space.	Prepárense para enviarla al espacio.	How? - I am a weapon of mass destruction. - You want me to see past my programming... then you must try to see past your doubts. - B'Elanna... give me a hand. - Bridge, lock on to the weapon.	feminine
But I can't help but see it from a perspective.	Pero no puedo sino enfocarla.	She says I don't love her. - That I'm always trying to be a step ahead of her, that I handle her like a... like a patient. - What do you mean, "it"? - Well, her, us, it. - She's right, isn't she?	feminine
It was harder to not catch it.	Era más difícil no atraparla.	Hut! - Aah! - Aah! - Geno! - Unh!	feminine
"Went out to find it and grab a bite.	Salí a encontrarla y a comer.	You know, pills, food, feelings, anything we can, so when the EMTs arrive, they're not disappointed. - - Hey. - What's going on? - Why are you dressed for a rousing game of Parcheesi? - Where is my father? - Well, he left this note.	feminine
We're gonna use it to make deliveries.	Vamos a usarla para hacer las entregas.	I'll give you a hint. - Last time I was told to close my eyes, I woke up in a bikini on a garbage barge. - P.S., closest I ever got to a vacation. - Oh, you're dating a clown? - Please, you know I would have told you if I was dating someone who had a car.	feminine
She offered to make it go away?	¿Ella se ofreció a eliminarla?	Maybe I have good news. - Oh, yeah? - I need it. - Blythe actually admitted that she may have been a little overzealous in her anti-Hankmed crusade. - And since she knows that politics isn't your thing, she offered to expedite our zoning waiver so you can withdraw.	feminine
- Yes, well, we're not using it any more.	Sí, bueno, ya no estamos utilizándola.	And if I forget to make the mark? - Oh... - Mm. - No, no, no. - No. No, no, no.	feminine
- We will teach it to Tourneaux.	- Vamos a enseñarla a los Tourneaux.	- I do not like. - A view layer. - - Lend me? - - Yes, for camping. - - Do not exaggerate.	feminine
I'm gonna learn it for the next time.	Voy a aprenderla para la próxima.	No. - Just... - I'm fine. - What is it? - Whoa, whoa. I'm gonna...	feminine
- I told you. I'm not putting it down!	- Ya te dije. ¡No voy a bajarla!	That is why I have memorized Jan's answers. - Stop saying ridiculous things. He's gonna tell the truth. - The truth is very, you know, complicated. - Could we please pull over and pull down the top? - - I don't feel good.	feminine
But I just put it down on the saucer.	Volví a ponerla en el platillo.	How must he have been brought up? - 'Y'know they told me that he'd never even been to a dentist. - 'I couldn't finish my biscuit when they told me that.' - Your biscuit? - 'Silly, I know.	feminine
Then, does he want it dismantled?	Entonces, ¿quiere desmantelarla?	I was a Congressman who worked with the National Intelligence for 12 years. - So for someone like me to have never heard of such an organization, can that make any sense? - The NSS is a secret organization even from domestic intelligence. - Outside of it, there aren't many people that are privy to its operations. - They are even utilizing the Russian satellites for intelligence gathering.	feminine
We never get to use it anymore.	Nunca hemos vuelto a usarla.	She's only a child. - The operator is holding an open line to your sister's apartment. - Your daughter is on the other end. - If you want to help your family, you're going to tell her to be a good girl. - The wedding china?	feminine
Somebody must it dropped.	Alguien debió dejarla caer.	Its function, perhaps to give Mr. Al Denton his second chance. - How are you doing, Al? - How are you doing, Miss Smith? - You packing a gun now? - Well, this isn't mine.	feminine
It looks like he quit seeing her six months ago.	Parece que dejó de verla hace 6 meses.	They're fine. - I think I've found a third one. - An ex-client. - Check it out. - Michael Ellis Sims.	feminine
How could you wear it this way?	¿Cómo puedes llevarla de esta manera?	Cod-liver oil! - Okay - Don't forget! - Okay - Look at your shirt!	feminine
There's no stopping it now, Dr. Fump.	Ahora es imposible detenerla, Dr. Fump.	I might need our radiation containment gear when I get there. - Cross your fingers I won't. - Virtual fingers crossed. - I'll be right behind you, sir. - I've tried everything.	feminine
I can send somebody to get it if you want.	Puedo enviar a alguien a buscarla.	I believe you two have already met. - What the hell're you doing here? - You want another ass-whupping? - I'm joking. - I got your grill downstairs.	feminine
You should write it down and use it.	Podrías anotarla y usarla.	Excuse me. - You seem ill-equipped to deal with someone like that. - We began by hating one another. - I think we're coming back down the other side now. - That's a very potent image.	feminine
Doesn't mean It can open it.	No significa que pueda abrirla.	He's an ice smuggler. - Get out. - Okay. - Rift's this way. - Uh-huh, see, I told you You could fix it.	feminine
Indians can pick it up.	Los indios pueden recogerla.	Don't get these two talking. - I want to finish this stretch before lunch. - No doubt they'll do their damndest to leave it a holy mess. Oww! - Hey! - You gonna pick that up?	feminine
Okay, let me ask you this-- Uh, can she hide it in her pants?	¿Puedes esconderla en sus pantalones?	Abdel. - Okay, i'll get out For you, shawn. - You finally sell your first novel... Mm-hmm. - You can afford to move out of my guest room--the whole deal. But if you do, Your mother grows a small but scaly lizard tail. - (whistles)	feminine
He died winning it honest.	Murió ganándola honestamente.	Yes, Dan. - Pop.! - Maybe he's fooling. - We better go,Joe. - Joe, your dad rode the greatest race I ever saw.	feminine
I must have left it on the chair back there.	Debí dejarla en la silla de allá atrás.	Freckles wanted to get out of here worse than me. - Is he an outdoor cat? - No? - All right then. - I'm sorry. I think you're wearing my jacket.	feminine
Maybe you should play it here for everyone.	Deberías tocarla aquí para todos.	Been frolfing and jamming, and, uh, my song turned out so great that - Dot org was taken. - Been getting tons of hits. - Don't make a big deal about it, baby. - That's awesome.	feminine
He'll keep it here!	¡El va mantenerla aquí adentro!	Malachi! - He has his eye on you! - He watches every one of them! There! - Do not drink that coffee! - Do not drink!	feminine
May I come in and play it to you?	¿Puedo pasar a interpretarla?	Maybe tomorrow. - Could you finish it tonight, while I'm resting, I mean? - Well, I guess I could. - - Who is it? - I've just finished it.	feminine
♪ Can't get it out of my head ♪	(No puedo sacarla de mi mente)	No bullshit. - No fucking filter. - Just Ricky Jarret. - I want you to go out there, own that shit. - Show the world who the real Ricky Jarret is.	feminine
Too late to give it back?	¿Demasiado tarde para devolverla?	Sanitation crew go on strike again or what? - There was an underwater tremor early this morning and released a bubble of methane and mercaptan gas. - Our vic's this way. - Floater... Bobbed up in the middle of a sailboat race between New York and New Jersey. - Oh, I read about that.	feminine
Seems a shame not to use it for other things.	Es una pena no usarla para otras cosas.	More is good. - Sí, hermano, more is more fucking good. - What else you guys got going on? - What else? - Got a good setup.	feminine
I'll be dubbing it into Tlingit.	Es que voy a doblarla en Tlingit.	There was some discussion about adding me as a semi regular. - That's what I wanted to talk about. - You know the movie "Prisoner of Zenda"? - Marvelous film. - Classic Selznick.	feminine
She suggested calling it off, but I wouldn't hear of it.	Sugirió cancelarla, pero no lo acepté.	I don't teach you about teaching'. Don't you teach me about duck. - Oh, Sadie's been an angel. - Looks like I'll be up most of the night making revisions. - Mrs. Manleigh just called. - But you're giving a dinner party for her tonight.	feminine
And put it back in the shower...	Y ponerla de nuevo en la ducha ...	Yes, sir. - Hey, Liz, we're playing the Today Show drinking game. - You do a shot every time they give a dumb travel tip. - I like to take the shampoo - And put it in the little travel-size bottles. Then I take the original bottle	feminine
I want to see it change as much as you do.	Quiero verla cambiar tanto como tú.	The alarm means the core is leaking. - What if the only way to change things around here is to start over, hmm? - Give Vega a fresh start? - Look, I get it. - Vega's a mess.	feminine
I've decided to unveil it on Christmas Day.	Decidí presentarla el día de Navidad.	- One last piece of house business. - I'm pleased to announce that my seven-hour composition - Shower Hum Song is finished. - - Put the needle on the record. - - Not so fast.	feminine
I can wipe it and use it again.	Podría limpiarla para volver a usarla.	Right, sister Simrit we're.. - - Shut up! - You weigh just 20 kilos, with the clothes. - I wouldn't mind shooting you. - The bullet will pierce through your body.	feminine
You didn't want it down there with her.	No querrías enterrarla con eso.	Don't you want to know what's in the bag? - To be honest, I don't even care anymore. - What is it? - That's gotta be worth something. - This whole day was about this?	feminine
Guess it wasn't enough he killed her.	No se conformó con matarla.	Homicide said there was no less than eight parties having sex in the stalls. - Whatever happened to "get a room"? - Hey, Alexx, do you mind if I take a quick look? Sure, Calleigh. - She's not going anywhere, unfortunately. - Or worse.	feminine
Feed it to the dogs!	¡Debería darla a los perros!	Are you going to pretend that you don't know? - Why are you telling me this? - You're the one who fully devoted yourself to her. - When I sent her away, she didn't even glance back. - What devotion?	feminine
It doesn't matter. I'll never see her again.	No importa. No volveré a verla.	-No. - Well, you showed her who's the boss, didn't you? - You're the boss! - Hey, man! - I'm the boss!	feminine
It taught us to use emotion, not conceal it.	A usar la emoción, no esconderla.	The seminar taught me to use my innate femininity. - NELLE: You mean being demure? FORESTER: - Yes. - Submissive? - Did the seminar teach you to cry sometimes?	feminine
Let's hear it one more time.	Vamos a oírla una vez más.	I'm not opening up for anybody, just me. - - Bye. - - Bye, baby. - How many times you gonna keep making the same mistake, Emma? - You know the bit, right?	feminine
Have to get it meself then, don't I?	Tendré que ir yo mismo a buscarla.	-We'll just wait and see. - What's all this about, then? - Some sort of reception committee or something, is it? - Go and get me a drink, Jim. - We want to talk to you, Charlie.	feminine
If I never see her again, it'll be too soon.	Jamás en mi vida volveré a verla.	- I wasn't sure I should call. - - I'm glad you did. - Well, that's good, right ? - I just... I need to know one thing. - Yes, absolutely, completely over.	feminine
Is it too late to cancel?	¿es demasiado tarde para cancelarla?	You're running an insurance company, not a rap label. - People aren't looking to you to give them a good time. - They are looking to you to protect their livelihood. - Now let's think about this for a moment. - I mean, how far along is this party?	feminine
