src	trg	src_ctx	gender
Then let me get you some water to wash it down.	Dann nimm einen Schluck Wasser zum Runterspülen!	Definitely, it wasn't your typical Thursday. - I smell fresh cookies here. - These are a little bit burned, but I've got another batch coming out. - Don't eat this. - Spit it out.	 
I can't find it anywhere.	Ich kann sie nirgendwo finden.	Announcements. - John. - You're going to wanna see my customer list. - Yeah. - I'd like to see it too.	 
I couldn't see it clearly.	Ich konnte nichts klar erkennen.	You asked what happened to me. - Back in high school... me and my sister, Jenny, were walking home one night in the forest. - All of a sudden, there were these... four white trees. - Something not right about them. - And then, there was this voice.	 
You're going to have to try to put it out of your mind.	Du musst versuchen, es zu vergessen. Vertreib es aus deinen Gedanken.	- You're back with Marko. - No. - Don't be silly. - Tanja, I ... - I love you. - I love you. I know it sounds dramatic.	 
It was great.	- Super.	- How are you? - Having fun? - Hey. Yes. - Good to see you. - Ask me how I did. - - How did it go? Yeah? - I killed them.	 
No, Johnny, you can't make it go away.	Nein, Johnny, du kannst es nicht wegmachen.	That guy I didn't want to talk about, he did this with a belt buckle. - It's gone. - It'll never go. - It's gone. - I made it go.	 
I tried to find it once. No good.	Einmal habe ich versucht, es zu finden.	Eat my fucking chip! - - Are you all right? - I... - I don't know where Donaldson is. - The Thoraxin's experimental. - He said it's like a secret lab in China.	 
It was great.	Es war toll.	My mom would come out to the truck with us. - She'd break the Popsicles in half, then give it to us like Jesus at the Last Supper. - Sounds cheap. - No. - My mother did it, too.	 
I can be at your office first thing tomorrow morning to pick it up.	Ich würde Sie dann gleich morgen Früh im Büro abholen kommen.	I'm glad you arrived safely. - I hate to trouble you, but it seems you have the wrong bottles for Colonel Stieff. - You do still have the package? - Oh, no, no, no. - As it happens, I've been called to Berlin unexpectedly.	 
Perhaps I'll get to see it one day.	Vielleicht lerne ich es mal kennen.	There are places even more beautiful than this. - I'd like to know where. - We have a summerhouse in the mountains. - It's better than here. - It's better than anywhere.	 
I'm gonna dump it in that trash can over there.	Ich werde die Tasche da drüben in den Mülleimer stecken.	One of the easiest techniques makes use of cell phone GPS. - If you know the phone is monitored you can lay down a digital trail all over town, and it will lead straight to your target. - You really think the Russians are tracking this thing? - Well, if they haven't yet, they will be. - Which is why I need to make it look like Ivan left this bag of documents behind for his contact.	 
I can't get it to work.	Es geht nicht mehr.	What? - Bring her back! - No! - Get moving! - I'm not asking.	 
I had to take it out for sammy's books.	Ich musste sie für Sammys Bücher rausnehmen.	I could use a shower! - Honey, you got a bug in your hair, okay? - Come on, girl. - A normal breakfast is all we're asking for. - I'd just like to point out that if you hadn't have got rid of the toolbox, we wouldn't be in this mess.	 
But since then, it's been good and then I found somebody special, so it was great.	Aber seither war es gut, und dann fand ich den richtigen Mann, und es war toll.	By Double Jeopardy, he was done. - By Final Jeopardy, he was on his way home. - So. - Yeah. - The first time was bad.	 
I'm sorry I brought it up.	Es tut mir Leid, dass ich damit angefangen habe.	You like standing all night long knee-deep in waste fixing some broken flow regulator when you could be here staring at half-naked dabo girls? - I have a good job. - I'm proud of the work I do and I know that one day - Chief O'Brien will recognize my efforts and reward me with a position of respect and responsibility, and why? - Because that's just the way things are in Engineering.	 
Say it anyway.	Sag's nur, das macht nichts.	-Get lost! - What did you want to confess to me? - Something terrible. - Speak up. - Later, I don't want to spoil the wedding.	 
I don't want to see it anymore.	Ich will nicht mehr nur sehen.	Hence, I am God. - I am God! - Come, sir... - Sir! Sir, your spacecraft! - The Expectant Bretheren saw it rise in a column of fire!	 
I - I just made a deal to buy it for $600.	Ich hab ihn gerade gekauft, für 600 Dollar.	/And let me know if you need anything- /anything at all. - - Orange soda, please. - Can we help you? - I'm sorry. I-I just recognized you. - I saw you by the motel. Pretty amazing stuff, huh?	 
- No, it was great.	- Nein, das war toll.	- I... - Oh. - - Oh, my God, oh, my God. - - I'm so sorry. - Is that okay?	 
Not a clue, but I do know where to look it up.	Nicht die Spur, aber ich weiß, wo wir nachsehen können.	Those were her last words. - I thought you were magic. - Magic might be stretching it. - I'm charismatic. Possibly charming. - Do you know what to do with the Pod or not?	 
Keep it as a souvenir.	Behalt sie als Erinnerung.	He's a goner. - For a carpenter... - - Go get Marie. - - Here. - What's that? - - It's his.	 
Come on. Put it back.	Komm, leg 's zurück.	- Lazy-woman-dinner. - I have to study. - I'II have lasagne, then. - What's that behind your back? - - Nothing.	 
No, I'm trying to figure out how to make it go back even further.	Ich will erreichen, dass sie weiter zurückgeht.	Jess. - Hey. - Yes, you did. It's right there. - Thank you. - Is there something wrong with the machine?	 
Return it to the rightful owners.	Den rechtmäßigen Besitzern übergeben.	She's sitting down in that van right now. - And her girlfriend works the night shift. - Girlfriend? - That must kill you. - So what do I do with it once I get it?	 
Even muzzle flare can set it off.	Selbst Mündungsfeuer kann es entzünden.	You start answering questions or your girlfriend gets a bullet in the head. - I'm not his girlfriend. - Anyone who played soccer knows there's a long nerve that runs down the shin. - Hit that nerve, and people lock up in pain. - Arms dealers keep gunpowder handy to manufacture custom made rounds but gunpowder doesn't need to be in a bullet to be dangerous.	 
Is it important?	Ist es wichtig? - Nein.	Tell them not to do shit until I get there. Told TC I was gonna get him tonight. - It's gonna be me coming through that door. - - Hey, Wendy. - - Hey, what's up? - I need to talk to you about something. Look, I know I just got back, but it turns out I have to make a U-turn, head back up to Lexington, and fast.	 
That you can stop it. That you can turn it off.	Dass Sie sie aufhalten können, dass Sie sie ausschalten können.	Look at this. - The soft spots, they're not closing, they're getting worse. - Bring me Olivia Dunham, now. - I don't understand what you're asking me to do. - The drawing suggests that you have a connection with the Machine.	 
It will be a pleasure.	Mit größter Freude begleite ich dich,mein Freund.	We'll do that too. - Bravo. - I've got a long way to go. - is anybody headed for Antalya? - I'm going that way. Let me give you a lift.	 
They'll do just about anything to get it back.	Und eins kann ich Ihnen sagen: Die würden sicher alles dafür tun, um das Ding zurückzukriegen.	She just drove off the road precisely that evening. - You don't think it was an accident? - You know... - They've been snooping around here too. - But I scared them away.	 
See it as recognition. Or as an order.	Betrachte es als Anerkennung oder als Befehl.	No! - Absolutely no way. - You think I'm dumb? - This mission is vital for the station. - And it's all yours!	 
I don't want it anymore.	Ich will es einfach nicht mehr.	I said, "I believe in a drink, a kiss, and a laugh now and then." - I can hear her saying it now: - "Fine, I like to laugh." - I still like to laugh. - But not at myself.	 
The one older brother had to go and screw it up.	Der ältere Bruder musste alles versauen.	Come on, guys. - This is our last weekend together. - Last Goonie weekend. - We gotta be going out in style. - Cruising the coast, sniffing some lace downing the brews, but no!	 
I can't hold it back any longer.	Ich kann es nicht zurückhalten.	- It's going up. - It's all over my body now. - - Please don't. - It's in my throat. - It's fighting to get out.	 
I'll go there and say I don't want it anymore...	- Ich bin krank, so ist das eben. Ich gehe hin und sage, dass ich das nicht mehr will, dass ich ein normales Leben will.	No, you're not a faggot. - You're sick. - You're just tired. - - I am sick. I am. That's it. - - You always liked girls.	 
He died trying to light it on fire.	Er starb bei dem Versuch, dieses Ding in Brand zu setzen.	I hated this place. - - She just made that all up? - - Excuse me. - We're having a moment here. - Your grandfather didn't die trying to save the store.	 
Perhaps hunger will compel you to try it again.	Vielleicht versuchst du's, wenn du Hunger hast.	No. - He's more valuable to us alive. - Feline supplement 127. - Spot, I have formulated a new mixture of food designed for your highly selective tastes. - I find it difficult to predict what you will find acceptable.	 
I'm sure you had been preparing for it for a long time.	Du hattest dich sicher seit langem darauf vorbereitet.	There are even pills to make you cheerful. - It's not very romantic, but it's amusing that broken romances can be cured by the medicine chest. - It's amusing. - No, it's not amusing. - Perhaps you've forgotten, or maybe we remember things differently, but you were the one who initiated the split.	 
I'm gonna make it go away.	Ich mach, dass es aufhört.	- We could try to suck the venom out. - - You know I won't be able to stop. - Then find the will to stop. - But choose. - I'm gonna make it go away, Bella.	 
I think we've got to have it removed.	Ich glaube, wir müssen abtreiben lassen.	Hold on, hold on. - Franc... - This isn't working, Daniel. - We've got to do something. - It is growing inside of me.	 
That's still not gonna be enough to get it pulled off the market.	Das reicht immer noch nicht, um Priox vom Markt zu nehmen.	Oh, my God. - That's not all. - I found anecdotal evidence online. - Two more stroke cases linked to Priox. - Both victims young, both in good physical shape.	 
I don't want it anymore.	Ich will das nicht mehr.	They're with me. - Fire on my command. - Look! - I see you've found the fortune you needed to buy your knighthood. - Chosen, was it?	 
And she's been murdering to keep it a secret.	Und sie beging Morde, um es geheim zu halten.	Queen Colleen. - You're here just in time to see me do what I refer to as solving the case. - It's cute. - I think you'll like it. - Colleen's been ripping off her ex-husband here's company.	 
Asterisk! Lisa, don't take it personally.	Lisa, nimm es nicht persönlich.	Congratulations, Hubert. - Or should I congratulate your tutor: - Amelia, at the Homework Factory! - Your victory is tainted! - Asterisk!	 
Well, then consider it done.	- Dann betrachten Sie es als erledigt.	- Thank you. - - In the meantime, I suppose - I should make new living arrangements. - Oh, don't be silly. - As long as you keep what Patrick did a secret, you'll always have a place with me.	 
Please don't take it personally.	Bitte nehmen Sie das nicht persönlich.	I... - Look. - I'm sorry about yesterday. - I have a tendency not to be a nice person. - I know that.	 
I don't want it anymore.	Ich will ihn nicht mehr.	- Todd, it's alright. - Look at me. - Look at me. Calm down, okay? - Where's that contract? - - Take it.	 
Well, it'd be foolish not to check, though.	Es wäre aber dumm, nicht nachzusehen.	No. - She wouldn't, 'cause she's... - You know women. - They don't care about spare tires. - I know women.	 
I can hardly believe it myself.	Ich kann es selbst kaum glauben.	Just a little bit more. - Go slow. - No, there's no way he deserves any of this. - Sing it, sister. - After what he put me through?	 
But I don't want it anymore.	Ich will nicht mehr.	Did I touch you wrong? Too much, too few? - Vera, I don't know what to do? - - I'll get divorced. - It's not easy for me, we've tried everything. - And I can see you're trying very hard.	 
Put it back.	- Legen Sie's zurück.	Snow tubes and statues, perfumes and pistols piccolos and dynamos, garbage cans and feather fans candy sticks and building bricks silver chests and booby tests aeroplanes and streamlined trains. - Let's see the color of your dough. - You cannot rearrange a plan made by man since the world began. - You cannot get something for nothing. - Only a chump thinks he can.	 
It didn't even need to be plugged in.	Und das musste nicht mal eingestöpselt sein.	We are now driving to "Diamonds" in Halle. - Don't you guys have anything to say? - As it was all playback it was easy to travel between clubs with your group. - The DJ needed just your record. - You just needed a microphone.	 
You ought to try it sometime.	Probier es mal aus.	- It's not your job. - Well, it ain't yours no more either, damn it! - - They fired you! - - Thanks for the hospitality, Grundy. - You got a nice warm place in there.	 
Spit it out.	Spuck's aus.	Weren't we just talking about the long haul? - We are,but... - There's just no easy way to say this. - What? - Just say it.	 
It was great.	Das tat verdammt gut.	God, Mikkel. - It's so delicious. - Thanks. - It was better than getting pussy. - It was better than that.	 
I just thought you should hear it from me.	Ich dachte bloß, dass Sie es von mir hören sollten.	Believe me, we know how it looks, but it's just business, plain and simple. - I'm coming out there. - We're gonna talk about this in person. - I'm sorry, Don. - The decision's been made.	 
I don't want it anymore.	Ich will ihn nicht mehr.	- Todd, it's alright. - Look at me. - Look at me. Calm down, okay? - Where's that contract? - - Take it.	 
You don't have to say it like that.	So würde ich das nicht sagen.	- What are you doing? - There we go. - Now, you just relax. - So, anybody special in your life? - Does it look like there's anybody special in my life?	 
Yes. We wouldn't have been able to find it without him.	Wir hätten sie ohne ihn nicht finden können.	I need to speak to the governor. - Feeling a little sleepy? - Mae Feinberg gave up the location of the gun. - It was in a pond off of I-35. - So that's what David was looking for?	 
You must bring it to life...	Ich werde es zum Leben erwecken.	Stop it! - Why can't you let me do something for myself? - Don't fight! - We're never going to get where we want to go if you fight. - Um, don't blow it, you don't know what might happen. - It has not spoken for a thousand years.	 
I'm gonna go check it out.	Den sehe ich mir mal an.	I'm here if you need me, Madam President. - Alert Vipers are away. - Who's in Viper 3? - Apollo.I'm in Viper 3. - I have a bogey at my ten.	 
- I think it was great.	Dich auch? - Ich fand es toll.	This is a hell of a time to... - I know one thing, that a huge, big, wet kiss would go a long way to selling this idea. - I'm very serious. - I think this is a big, big finish, you know ? - - It just killed me. Did you feel that ?	 
You could have it here, if you like.	Du kannst es hier machen, wenn du magst.	- Oh, my God, is beautiful. - - I know, right? - So you guys having an engagement party or what? - We'd like to, but I don't know where we'd throw it. - You know, our place isn't big enough.	 
Wish you had a time machine then we could go back and get it right.	Ich wünschte, du hättest eine Zeitmaschine. Dann könnten wir jetzt zurück und es richtig machen.	- Still got the honeymoon. - - It's just a holiday now. - Yeah, yeah, sorry. - - It's not your fault. - - Oh, that's a change.	 
If I say something, will you promise not to take it the wrong way?	Wenn ich dir etwas sage, versprichst du, es nicht falsch aufzufassen?	The boat you always wanted with red sails. - Thank you. - Thank you for all of this. - You're a good man. - You deserve everything that's good.	 
- I'll make it go away. - Good.	- Ich lasse das Problem verschwinden.	- Where's your lug wrench at? - No-- - We are investigating the homicide of a Miami Metro police officer. - Viktor left on an evening flight. - He arrives in Kiev at 5:25 P.M., your time. - What about the dead police officer?	 
I can't get it until tomorrow.	Da komme ich erst morgen dran.	You have the copies? - No. I don't think so. - You said you had arranged something for the cops. - I'm not willing to take that chance. - There's one more. At a lawyer's.	 
We're still figuring it out.	Es gibt keinen Brief... wir untersuchen noch, was passiert ist.	Uh, it was a home invasion? - Uh, the Kettlemans okay? - Uh, we don't know. - A neighbor was walking the dog last night and saw the front door wide open. - The place was ransacked. No sign of the family. There's no note, so...	 
Don't take it personally.	Nehmen Sie das nicht persönlich.	By tuesday, I could describe you in dutch. - Put them on. - She was right. - They do look good. - You're what they call a "pinched ovoid".	 
It almost took me a year to organize it.	Ich habe fast ein ganzes Jahr dafür gebraucht.	Welcome to Panarea. - Where are you coming from? - Stromboli. - What a bore. - I am preparing a party in honour of the bad taste.	 
You'll be dancing to it tonight.	Du wirst noch heute Nacht dazu tanzen.	Miss Lillie. - Oh, her. - Had other things on my mind. Music boxes and the like. - I expect you'll be dancing to this tomorrow. - Tonight.	 
- I know. I want to hear it again.	Ich will es noch einmal hören.	What went wrong? - If we'd done it the usual way, we would've bagged a killer. But lawyers ran the show. - - You had definitely caught him. - Give me a break. - So who did it? - - My God. We've been over this.	 
Read it if you like.	- Du kannst ihn gerne lesen.	- Are you going out? - - Just down to the post office. - Could you please mail this letter for me? - Sure. - It's to Charlotte?	 
I was gonna give it away.	- Ich wollte es weggeben.	Simon. - It wasn't bad. - We were like boyfriend/ girlfriend for a while, We just didn't tell anyone. - He doesn't even know about-- - What happened to the baby?	 
I'm not sure I understand it myself.	Ich bin nicht sicher, dass ich es selbst verstehe.	I'm sorry, do you have anything with a photograph on it, like a driving licence? - How did he know I was coming here? - I didn't tell anyone. - How could anyone know? - It's all a bit complicated.	 
It was great.	Natürlich war's gut.	- Only once. - Once? - - She didn't want to go again. - - Why not? - No good?	 
It would be a pleasure.	Ich tue es gern.	I'm hardly in your uncle's class, but I'd be happy to give you the benefit of my experience. - I'm sure Madame is an excellent teacher. - Certainly she could get you started out right. - If it wouldn't be too much trouble, yeah. - Not at all.	 
We can talk about it when I get back.	Wir reden, wenn ich zurück bin, ja?	I'm including you now. - No, now you're telling me. - You know, we should go. - I shouldn't have had this ice cream. It's freezing. - I'm sorry, all right? It's just an interview.	 
Yeah, it was great.	Ja, es war toll.	Was it great? - Adrian, you don't wanna know. No, no. - Okay, yes. Okay, fine. - It was... Yes, it was, um... - It was pretty great.	 
Enjoy it while it lasts.	Ja. Genieße es, solange es anhält.	PERALTA: - And you're just gonna wanna add one. - I'm winning! - (ALL CHEERING AND APPLAUDING) It's a good feeling. - It's a good feeling. Yeah.	 
Keep it in a safe place.	Bewahren Sie ihn an einem sicheren Ort auf.	I haven't seen it, but I'm told it's excellent. - There were 17 survivors for your headlines. - Good work, Stamper. - - Thank you. - - Don't mention it.	 
Actually I think it might.	- Ich denke, das könnte es doch.	Because they're protecting you. - Protecting me? - A minute ago you said they were trying to kill me. - I did. - Something doesn't add up.	 
I know it don't look nice, going off and leaving her.	Ich weiß, es sieht gemein aus, sie einfach zu verlassen,	You go. - I'm better on my own. - There's nothing you can do. - You'll be alright, will you? - You're sure you'll be alright?	 
It was stupid but it was great.	Es war dumm... aber toll.	- Okay, move. - - No, how about we go to class? - How about it? - Whatever. - I thought that was great what you did.	 
You better leave it open, we'll be suffocated.	Lass es lieber offen, wir ersticken sonst.	I don't know. - I don't know what I'll do except go crazy. - That woman, she swore her contract was up with the show. - Our lawyers are talking about it to New York this afternoon. - Why do they play that stuff so loud?	 
Uh, he just said he needs to take it easy.	Er sagte nur, er muss es locker angehen.	So, are those tubes putting stuff in or taking stuff out? - I think a little bit of both. - Oh, I get it. - It's like eating on the toilet. - So, what did the doctor say?	 
- You don't want to leave it open, I'm sure.	- Den wollen Sie sicher nicht offen lassen.	- What are you doing? - - You must come with me right now. - - Andre, are you crazy? - - It is of vital importance. - - What'd you do that for?	 
Gonna move it out to the woods.	Ich werde ihn in den Wald bringen.	Yeah. - Calms them down. - Everyone tells me I probably should just spray the hives with poison, but what can I say? - I find them interesting. - This one's getting a little big, though.	 
I don't- - I don't want it anymore.	Jetzt will ich ihn nicht mehr.	I don't even want your kiss. - Here, you can have it back. - There. - Now we're even. - Well, keep it.	 
What was to keep her from doing it again?	Was würde sie davon abhalten, es wieder zu tun?	You could break the cycle. - By giving Elena her shares back? - It would be a start. - I loved my wife, and I did everything I could to help her, but she was beyond help. - She walked away from our daughter once.	 
I know, but, uh, can't let it get to me.	Ich weiß, aber ich kann mich nicht verrückt machen lassen.	She told me about the threats. - First Jeff Clarke and now your brother's firehouse. - I know. - I'm worried about Max. - I'm worried about you.	 
Yeah, come on, spit it out.	- Ja, spuck's aus!	So he went out and he picked three pounds of death's head shrooms, and he put them into the Black Brother's soup bowl. - Little did he know. - Well, think about it. - All that sexual repression, all that good old Catholic guilt and violence unleashed. - And what?	 
You should try it some time.	Sie sollten's mal probieren.	Thanks for the free parking. - Another activist, Maguire. - Activist, yes. - Activist, yes. - Mr. Ventura there's nothing wrong with enjoying the fruits of nature.	 
Is it important?	- Ist das wichtig?	Yeah, just little tiny ones. - Where did you hit her? - In the kitchen. - No, I mean where on her body? - I don't remember.	 
Is this worth throwing it all away?	Willst du alles hinschmeißen?	That's very brave of you. - You know, you're not exactly squeaky clean yourself. - I mean, you're in this as deep as the rest of us. - It's getting late. - - What about what we've all been trying to do? - What we have been doing?	 
I haven't figured it out yet.	Das habe ich selbst noch nicht herausgefunden.	Previously on Smallville... - We didn't find him. - He found us. - I could have swore I hit you. - So, what are you, man or superman?	 
One day, it'll come on, and I won't be able to stop it.	Eines Tages kommt es wieder, und ich werde nicht in der Lage sein, es aufzuhalten.	Pack her with hot rags sprinkled with wheat dust. - Is that an Indian remedy? - No. - It's my German aunt. - It's only temporary, though.	 
But now I don't want it anymore.	Aber jetzt will ich sie gar nicht mehr.	She owns one of them houses. - I took Aron there tonight because I was jealous. - I've been jealous all my life. - Jealous, I couldn't even stand it. - Tonight, I even tried to buy your love.	 
It was great.	Wiedersehen, war supertoll, danke.	Traveling opens your mind. - Yeah, I know. - Let me steal him. - Come on. - - One sec.	 
- Yeah, it just came in.	- Ja, kam gerade rein ...	Feel like we're chasing the hot potato. - Mind if we keep her awhile, save the state gas money? - I'd prefer to keep an eye on her myself. - Would you? - - Anything on the vanity plates?	 
- Let's keep it that way.	- Dabei soll es bleiben.	Considering you'd get France in return, I thought it a reasonable price. - But if you can't manage it, there's nothing more to be said. - We accept. - How many people know about this? - - Just the four of us.	 
Let's try it again.	Dasselbe noch mal.	Two male Negroes. - Probably a dope dealer. - Yeah, cocaine. - He's okay, we'll bring him in as soon as the ambulance gets here. - You're getting better, Priest.	 
We could bring it in, install it.	Wir können sie reinbringen, sie aufbauen.	We turned garbage into gold. - Now it's time to focus on new business. - Let's get to the point. - We'd like to have an illegal cigarette factory in Germany. - We've got a good machine. It's a "Marke 9."	 
I had to cut it in half to get it into the box.	Ich hab ihn halbieren müssen, damit er reinpasst.	- Thank you, that's very kind. - - I'm sorry. - - You don't need any help, right? - - Thank you. - - It's a cinnamon wheel.	 
- I'd rather you check it out. - Right...	- Wär mir lieber, wenn Sie's prüfen.	- What word would you use? - - The word is sick, Ted. - Goodbye. - Sir, that overheat is getting worse. - I'd better get back into the core and check it out.	 
How are we supposed to pull it out if we can't touch it?	Wie sollen wir ihn rausziehen, ohne ihn anzufassen?	Okay, we gotta... We gotta get your legs up. - Don't worry about me. - There's someone... - - We have to get the arrow out. - - No, don't touch it. It's tipped with poison.	 
The lady can take it home, read it through.	Die Dame könnte es mitnehmen und lesen.	I'm referring to the gentleman outside. - He's now conducting the technical expertise which the expert uses for his own expertise. - So one does the expertise, and the other does the report? - It depends. - Love, shouldn't we better make a copy of Tintaru's report?	 
Do you imagine that I didn't suffer when we didn't hit it off?	Glaubst du, ich hätte nicht darunter gelitten, dass es nicht geklappt hat?	Then you'll look for a new lover to free you from your loathing. - You're wrong. - There is such a thing as straightforward tenderness. - To say nothing of sensuousness and physical desire. - For you that's all blocked.	 
- I can't take it anymore.	- Ich ertrage das nicht mehr.	But tomorrow... tomorrow I'm a hero. - You're with a hero. - I'll get my license tomorrow and get a uniform. - I'm sorry. - Sorry for not calling.	 
Shut it down!	Schalt es ab!	- Holy shit! - - Who is that? - How did this turn into a conference call? - Somehow your CMR just linked to Travis's. - Shut it down, Alec, now!	 
Don't forget to put it away, okay?	Räumt sie ein, ja?	What the hell? - I'm probably dead anyway. - Peggy Sue, get in here! - Dion's almost over. - I left your laundry on your beds, girls.	 
All you have to do is stick it in a fancy bottle and slap a pretty label on it.	Sie müssen nichts weiter tun, als es... in eine schicke Flasche zu füllen.	SPENCO bestrides the world like a colossus, with a barrel of crude under each arm. - Not like some limp-wristed faggot with a glass of mineral water! - Sir, this is our top-grade motor oil, retailing at one dollar and 20 cents. - The equivalent amount of imported mineral water sells for twice that. - And you don't have to refine water.	 
Let's try it again.	Versucht es nochmal.	-Out of the way! What did I tell you? - Khan, look. - A distance of three bow shots! - I knew it - Great!	 
I just didn't think I'd be seeing it so soon.	Ich hätte nur nie gedacht, dass es so schnell sein würde.	Maybe we should thank our visitors for blowing up the subspace amplifiers. - It's holding at .05. - Keep an eye on it. - You looking forward to seeing Earth? - Sure.	 
It's just when I put food in my mouth, I chew it, and then I spit it out.	Aber wenn ich mir Essen in den Mund stopfe, kaue ich und spucke es wieder aus.	The "Oh" moment? - Yeah, that moment when you find out that one detail about a person that is going to be a deal breaker. - It's a promise ring. - I made a pact with God to stay a virgin till I'm married. - I don't have an eating disorder.	 
Try starting it without the choke.	Versuche ohne Choke zu starten.	I'm not giving it up! Never! - That was easy. - -What the hell..? - -Have you run out of gas? - Must be the spark plug.	 
Spit it out.	Spuck's aus.	Weren't we just talking about the long haul? - We are,but... - There's just no easy way to say this. - What? - Just say it.	 
And I have only you to share it with.	Und ich habe nur dich, um es mit dir zu teilen.	"It's a dream... "a frightful dream... - "life is. " - Do you think that's true? - I don't know. - I think it is.	 
- How long will it take?	- Wie lange dauert das?	I give. - We never make Hong Kong with old iron boiler. - I plenty good engineer. - Know my stuff. - - Now repair yard give us new steel boiler.	 
You should use it more often.	Das solltest du öfter einsetzen.	Come on, you were just 17. - Even at the hospital, I couldn't hold her properly. - I couldn't nurse her. - She always intimidated me. - Tell her that.	 
I've been saving it for a special occasion.	Ich hab sie für eine ganz besondere Gelegenheit aufbewahrt.	She's really in good shape. - Mind you, she could use a little help. - George? - Welcome, all, to the christening of the boat. - For this gala occasion, I got something... my parents brought me back from France.	 
- I can make it it a living room.	Ich könnte es zu einem Gästezimmer ausbauen.	And then it will be four years. - Hey, honey. - What keeps you here? - It's time for we to get rid of these things. - They are not going to be used.	 
I couldn't open it, so I knew it wasn't mine.	- Ich bekam ihn nicht auf, da merkte ich, es ist der falsche.	- Never give up hope. - - Look at me for example. - Yes of course. Thank you, Bernadette. - I just came to return your father's suitcase. - Yours is here.	 
My blood, it could heal her.	Mein Blut, es könnte sie heilen.	In the meantime, please stay out of trouble. - You don't have to worry. - Elijah's with me. - She never killed anyone, never activated the werewolf gene. - So she can't heal, not like us.	 
Put it back.	Stell Sie wieder zurück.	You gotta hold your side a little lower. - I'm on the heavy side of the seesaw right now. - A little to your right. - My right. - Damn it, Ginsberg.	 
Ignoring a problem doesn't make it go away.	Ein Problem verschwindet nicht, wenn man es ignoriert.	Seriously, they're your friends. - You got to go apologize. - To your point, Ted, as an innkeeper, do you do that cheapy thing where you only change the linens upon request? - (STAMMERING) I mean, how much water is that actually saving? - Robin, you know I'm right.	 
So, what's it about?	-Worum geht's in dem Buch?	You read that? - How come? - My big sister had it. - She does philosophy? - No, law.	 
Right, all right, let me put it like this.	Na schön, lass es mich so formulieren:	She's got him by the balls. - And she's squeezing, dude, Seth, she's squeezing. - And she is squeezing, she's squeezing some more, look. - I'm retired. - God, honestly, man!	 
It was great. Do it again.	Das war super!	Sometime false doth bring, - Knocks at my heart And whispers in mine ear - That if I love thee, I thy death should fear ... - That was really, really good. - Cross the stage and say it to his face.	 
Now, try to see it from my side.	- Also, versuch es mal von meiner Seite aus zu sehen.	We looked after each other. - Just like we do here. - - I know. - - I know you do. - I know.	 
It's all right. Let's go over it again.	Gehen wir's nochmal durch.	If you spill anything on it I'm gonna mess you up good. - Shut up! - You're making him nervous. - If he fucks up, they'll kill him for sure. - This is insane!	 
- I couldn't watch it all the time.	Ich konnte nicht die ganze Zeit gucken.	Gotta get a new dog tomorrow. - A good big one. - (woman ) I was worried. - The police left the back door open for so long. - - So?	 
I can get it for you.	Ich kann es für dich holen. Ich kann helfen.	I was thinking... it could even be the generator. - The generator? - For what? - The dome. - Look, maybe if you get this thing, you could bring down the dome.	 
No, if i can just see it again i'll be fine!	Nein, wenn ich es einfach noch mal sehen könnte, würd es mir besser gehen!	If i trim it down, it'll look right. - Butters, Butters, stop it! - But this is what i keep seeing in my head! - Butters, we are sick, don't you get it? - We're going to end up just like Kenny!	 
You can help, or you can stand there and watch it happen.	Sie können mir helfen oder zuschauen, wie es passiert.	What is going on out here? - I'm sorry, ma'am. - I lied to you. - That man is my brother. - If he doesn't get to watch People's Court. he's gonna throw a fit right on your porch.	 
Put it back.	"Packen sie das zurück!"	All right. - An hour or so should do it. - Now, you will be coming back? Yeah. - Hey, good field trip, all right? - And man, seriously...	 
I had to read it to become an American.	- Lassen Sie, Sven. Ich hab sie lesen müssen, um Amerikaner zu werden.	- Not possible to get a law that denies the right to say what one believes, in peace times anyway. - - Who says so? - The Constitution of the United States. - I don't believe it. - You should read it sometime. - You would be surprised. Well, that's enough of that now, Sven.	 
Is it important?	Ist das denn wichtig?	When the prince came into the vestibule, all inhabitants of the castle had fallen asleep. - Good day. - Damiana? - Are you coming on a Friday? - Shouldn't the apartment look nice for tomorrow?	 
It shouldn't be hard keeping tabs on him.	Es dürfte nicht schwer sein, ihn zu beobachten.	Apparently he's been a low-level bureaucrat for almost 15 years. - I'm not surprised he has a solid cover story. - But it's too dangerous to allow him to even set foot on Romulus. - But if we move against him, we'll lose any hope of penetrating Section 31. - His access at the conference will be limited to a few briefings.	 
I can pick it up in the morning.	Ich kann mir das Geld morgen früh abholen.	Don't you have to go to the toilet? - Oh, yes, of course. - Would you excuse me a moment? - You don't need to, Mr. Dega. - Unless, of course, you want to.	 
I'm not gonna say it again.	Ich sage es nicht noch mal.	- You gotta say good night to Dr Stonehill. - - Kiss SpongeBob. - - Good night. - - Good night, son. - Good night, Patrick.	 
Get the cannon and move it here.	Holt die Kanone und bringt sie her.	- Come up here! Get up here! - - The Commodore is calling. - Olive, we're coming! - Haul ass! - Haul ass!	 
It was great.	Es war großartig.	So what happened? - We made out a little. - She took me upstairs and had her way with me. - - All because of a dick pic? - - Yeah!	 
